channel_id,channel_label,strategy,timeframe_minutes,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_price,target_price,exit_price,stop_distance,gross_r,fee_r,net_r,win,exit_reason,holding_5m_bars,signal_atr,signal_adx,signal_rsi,month,phase
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-11T02:45:00+00:00,2025-01-11T02:45:00+00:00,2025-01-11T04:35:00+00:00,1,94272.2,93978.44397824316,94859.71204351369,93978.24397824316,293.75602175684435,-1.0006808371069145,0.3204197191471821,-1.3211005562540965,False,STOP,22,267.05092886985847,13.216461547188974,42.86684599899447,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-11T11:15:00+00:00,2025-01-11T11:15:00+00:00,2025-01-11T11:40:00+00:00,-1,94455.3,94644.2106,94077.4788,94644.4106,188.91060000000002,-1.0010587018409765,0.5005005293509205,-1.501559231191897,False,STOP,5,150.97257233372522,11.754198684137972,58.52981044798997,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-11T17:30:00+00:00,2025-01-11T17:30:00+00:00,2025-01-11T20:50:00+00:00,1,94076.5,93876.85412251762,94475.79175496478,94475.59175496479,199.6458774823896,1.9989982262468144,0.47221634158610815,1.5267818846607062,True,TARGET,40,181.4962522567178,14.81074756946008,37.86053383759671,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-11T21:15:00+00:00,2025-01-11T21:15:00+00:00,2025-01-11T21:25:00+00:00,-1,94619.3,94808.5386,94240.82280000001,94808.7386,189.23860000000002,-1.0010568668336906,0.5005005284334169,-1.5015573952671075,False,STOP,2,167.57492727004293,14.12249669108876,63.45687063017227,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-15T00:45:00+00:00,2025-01-15T00:45:00+00:00,2025-01-15T01:35:00+00:00,-1,96810.90000000001,97178.89668826794,96074.90662346415,97179.09668826793,367.99668826793135,-1.0005434831518083,0.26357573705531223,-1.2641192202071205,False,STOP,10,334.54244387993754,13.928421279549676,55.16802899788561,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-15T01:45:00+00:00,2025-01-15T01:45:00+00:00,2025-01-15T04:05:00+00:00,-1,97244.6,97624.82045303052,96484.15909393897,97625.02045303052,380.22045303051857,-1.0005260106298899,0.2562587295078905,-1.2567847401377805,False,STOP,28,345.6549573004714,21.800530769024853,63.36721679264356,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-15T11:15:00+00:00,2025-01-15T11:15:00+00:00,2025-01-15T11:25:00+00:00,1,96768.8,96481.29574968338,97343.80850063325,96481.09574968339,287.50425031662303,-1.00069564188972,0.3360818066808767,-1.3367774485705968,False,STOP,2,261.3675002878391,18.227974840045555,43.55200669861873,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-15T11:30:00+00:00,2025-01-15T11:30:00+00:00,2025-01-15T13:25:00+00:00,1,96609.8,96319.38605327743,97190.62789344515,97190.42789344516,290.41394672257815,1.9993113278399381,0.3336620539071002,1.665649273932838,True,TARGET,23,264.01267883870736,19.360558073120547,40.14466291880127,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-16T17:30:00+00:00,2025-01-16T17:30:00+00:00,2025-01-16T20:00:00+00:00,-1,99818.0,100401.20042469744,98651.59915060514,100401.40042469744,583.2004246974332,-1.0003429352783941,0.1716557395586364,-1.1719986748370306,False,STOP,30,530.1822042703938,21.64966046341752,59.891898959021276,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-16T20:15:00+00:00,2025-01-16T20:15:00+00:00,2025-01-16T22:35:00+00:00,-1,100380.8,100869.56610859638,99403.26778280723,99403.46778280723,488.76610859638294,1.9995908063254055,0.2043761466568733,1.7952146596685323,True,TARGET,28,444.33282599671173,19.703891724518773,65.37352372336883,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-17T02:00:00+00:00,2025-01-17T02:00:00+00:00,2025-01-17T02:20:00+00:00,-1,101636.1,102104.45870324674,100699.38259350654,102104.65870324674,468.3587032467365,-1.000427023131218,0.21750504185241312,-1.2179320649836312,False,STOP,4,425.780639315215,19.465676932413878,73.90554543273258,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-18T23:30:00+00:00,2025-01-18T23:30:00+00:00,2025-01-19T02:10:00+00:00,-1,104427.6,104744.19798849273,103794.40402301456,104744.39798849272,316.5979884927221,-1.0006317159529317,0.33034322009487616,-1.3309749360478078,False,STOP,32,287.81635317520187,12.341406511196396,57.91175753939495,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-19T02:45:00+00:00,2025-01-19T02:45:00+00:00,2025-01-19T05:15:00+00:00,-1,105094.6,105421.15362060539,104441.49275878923,104441.69275878923,326.55362060538624,1.9993875431556272,0.3208298416204011,1.678557701535226,True,TARGET,30,296.86692782307836,21.308136579221596,67.23213138389383,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-19T09:30:00+00:00,2025-01-19T09:30:00+00:00,2025-01-19T09:55:00+00:00,1,104295.3,103872.8557019365,105140.18859612703,105139.98859612703,422.4442980635114,1.999526564801777,0.24788509343856735,1.7516414713632096,True,TARGET,5,384.0402709668285,18.87932268473559,40.023166726473576,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-19T14:30:00+00:00,2025-01-19T14:30:00+00:00,2025-01-19T20:00:00+00:00,-1,105448.3,105955.60314678069,104433.69370643861,105955.80314678069,507.3031467806913,-1.0003942415915648,0.20836072522744606,-1.2087549668190107,False,STOP,66,461.1846788915375,11.124354499584664,58.16397462245775,2025-01,development
15m_range_reversal,15分钟区间反转,range_reversal,15,2025-01-19T20:15:00+00:00,2025-01-19T20:15:00+00:00,2025-01-19T21:30:00+00:00,-1,106091.8,106506.24862158086,105262.9027568383,105263.1027568383,414.4486215808509,1.9995174311372161,0.2549832376696746,1.7445341934675416,True,TARGET,15,376.7714741644099,16.691303152709853,65.2467534598585,2025-01,development
