channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
15m_trend_pullback,15分钟趋势回踩,development,741,255,486,0.3441295546558704,1.5543905868464847,1.2650370194777218,1.2287313042334715,0.6447046966657104,-218.43839182031925,227.20758664125714,-0.2947886529289059,-1.206763289221952
15m_trend_pullback,15分钟趋势回踩,validation,489,171,318,0.3496932515337423,1.5382840657705268,1.2263156094476702,1.2543949158923016,0.6745331151496339,-126.92178855759903,136.76298986212348,-0.25955375983149087,-1.165973288691357
15m_trend_pullback,15分钟趋势回踩,historical_test,244,86,158,0.3524590163934426,1.5277232488531847,1.2850310911373721,1.188860922813165,0.647101514948938,-71.65071299833087,76.47466730978385,-0.29365046310791343,-1.2159772306731935
15m_range_reversal,15分钟区间反转,development,614,193,421,0.31433224755700323,1.493451477499953,1.329982537123448,1.1229105915405955,0.514778489708634,-271.6865129714805,277.92813344058686,-0.4424861774779813,-1.2910716666364457
15m_range_reversal,15分钟区间反转,validation,352,110,242,0.3125,1.5307251122099381,1.2762752537325341,1.1993691076695658,0.545167776213439,-140.47884906018,143.58783478783974,-0.3990876393755114,-1.2348231040321254
15m_range_reversal,15分钟区间反转,historical_test,200,63,137,0.315,1.475416201675021,1.3444297448056106,1.0974290083773395,0.5046571352392146,-91.23565433284233,93.9861400029009,-0.45617827166421165,-1.29024754774065
15m_volatility_breakout,15分钟波动突破,development,526,173,353,0.3288973384030418,1.556476455834288,1.3493517065576692,1.1534994533078515,0.5653127632358593,-207.05072555552533,208.55626968760131,-0.39363255809035236,-1.284443080094794
15m_volatility_breakout,15分钟波动突破,validation,373,125,248,0.3351206434316354,1.6376089168857415,1.2915846573810155,1.2679067589780524,0.6390659067429699,-115.61188041977422,123.8965441839271,-0.3099514220369282,-1.221830526828751
15m_volatility_breakout,15分钟波动突破,historical_test,190,63,127,0.33157894736842103,1.528375070015449,1.3311784134341682,1.1481369098170349,0.5695482308541197,-72.77202909516612,76.07039266018799,-0.38301067944824274,-1.2738363899451945
30m_trend_pullback,30分钟趋势回踩,development,396,144,252,0.36363636363636365,1.6509569191509272,1.1988131290104573,1.3771595248658024,0.7869482999233156,-64.36311215290176,71.2043407434004,-0.16253311149722668,-1.1456012246335865
30m_trend_pullback,30分钟趋势回踩,validation,264,92,172,0.3484848484848485,1.6418344672199312,1.143923094177903,1.4352664751469673,0.7677006727530291,-45.70600121436565,49.19592553406501,-0.17312879247865776,-1.117332122531295
30m_trend_pullback,30分钟趋势回踩,historical_test,124,44,80,0.3548387096774194,1.56217141169418,1.1769318852852384,1.3273252524002916,0.7300288888201603,-25.419008708275157,25.569623566383,-0.20499200571189644,-1.146174856508035
30m_range_reversal,30分钟区间反转,development,334,103,231,0.3083832335329341,1.5837548318814558,1.2557946445005745,1.2611574980169709,0.5623342956525886,-126.96181519584276,130.29542039722202,-0.380125195197134,-1.2051638874177213
30m_range_reversal,30分钟区间反转,validation,192,59,133,0.3072916666666667,1.5712385854203548,1.2084584528777589,1.3002007488786151,0.57678078333713,-68.021897692941,69.6351556911671,-0.35428071715073434,-1.1537816688260998
30m_range_reversal,30分钟区间反转,historical_test,91,25,66,0.27472527472527475,1.588739451210313,1.2623838559594205,1.2585232643068458,0.4767133576919871,-43.59884821306393,48.272642937749,-0.47910822212158166,-1.2176283546979134
30m_volatility_breakout,30分钟波动突破,development,290,89,201,0.30689655172413793,1.6817061313384807,1.2298688485120288,1.367386557821277,0.6054597196323067,-97.53179286179302,97.82613303306293,-0.3363165271096311,-1.1915255429651594
30m_volatility_breakout,30分钟波动突破,validation,178,73,105,0.4101123595505618,1.720286019661757,1.2040675300490682,1.4287288517710066,0.9933067255169854,-0.8462112198439158,27.141081889887463,-0.0047539956171006505,-1.1286081047378511
30m_volatility_breakout,30分钟波动突破,historical_test,92,30,62,0.32608695652173914,1.619198648222325,1.2628861904274336,1.2821413841529892,0.6203909923320914,-29.72298435983114,34.090171046106896,-0.3230759169546863,-1.199097329643454
60m_trend_pullback,1小时趋势回踩,development,195,69,126,0.35384615384615387,1.6805869434310752,1.1136226932829976,1.5091170048597409,0.8264212169470009,-24.355960256913463,34.67627807781224,-0.12490236029186391,-1.0973944414552343
60m_trend_pullback,1小时趋势回踩,validation,142,54,88,0.38028169014084506,1.6770091634238877,1.0978986179349677,1.5274717865827778,0.9373122326757954,-6.056583553387222,15.415860375056958,-0.04265199685483959,-1.083262576669795
60m_trend_pullback,1小时趋势回踩,historical_test,73,23,50,0.3150684931506849,1.7460089611691458,1.101033867078645,1.585790422416163,0.7294635943114349,-14.893487247041888,20.1289779456866,-0.20402037324714914,-1.1047313493170035
60m_range_reversal,1小时区间反转,development,149,53,96,0.35570469798657717,1.704309419102632,1.1740081243446774,1.451701554496452,0.8014602332115828,-22.376380724649515,32.9823759606996,-0.15017705184328534,-1.1311336646221526
60m_range_reversal,1小时区间反转,validation,70,29,41,0.4142857142857143,1.6809579917200586,1.1201707281718138,1.5006266004321354,1.061418814939803,2.820781904837323,12.051649726100141,0.0402968843548189,-1.0998903222239886
60m_range_reversal,1小时区间反转,historical_test,41,12,29,0.2926829268292683,1.8194943555414511,1.1797083964604946,1.5423255111182734,0.6382036597730787,-12.377611230856935,17.546155406486683,-0.30189295685016915,-1.14640920757361
60m_volatility_breakout,1小时波动突破,development,134,43,91,0.3208955223880597,1.6216861183039595,1.1636507897360875,1.393619230621373,0.6585233727111982,-36.159718778913714,41.515990787696545,-0.2698486476038337,-1.1256222264286198
60m_volatility_breakout,1小时波动突破,validation,84,34,50,0.40476190476190477,1.8422483462343708,1.1436136702749986,1.6109009485619172,1.0954126450221036,5.455760258218683,12.88114965730297,0.06494952688355575,-1.0928071291812484
60m_volatility_breakout,1小时波动突破,historical_test,40,15,25,0.375,1.5318221129177956,1.1809815402400003,1.2970754078056945,0.7782452446834168,-6.547206812233074,8.84646297116554,-0.16368017030582685,-1.1237180414873238
