rank,score_train_only,diagnostic_qualified,family,direction,train_trades,train_win_rate,train_ratio,test_trades,test_win_rate,test_ratio,total_net_R,max_drawdown_R,first_half_trades,first_half_win_rate,first_half_net_R,second_half_trades,second_half_win_rate,second_half_net_R,config
11,351.6517780006712,False,趋势回踩,双向,15.0,0.6,1.53282079781972,13.0,0.15384615384615385,1.597094156831223,0.3422475343640037,2.54641628769284,7.0,0.5714285714285714,3.8514139392392908,8.0,0.625,6.142122449521431,"{""family_mask"": 1, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.166573715395074, ""min_stop_pct"": 0.0034415655945617602, ""max_hold"": 216, ""cooldown"": 12, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""adx_trend_min"": 27.61924806195914, ""adx_range_max"": 19.419487574974667, ""rsi_long_min"": 52.32088579392935, ""rsi_long_max"": 67.73807268095987, ""volz_break"": 1.2997521551248261, ""body_min"": 0.5281024404352828, ""close_loc_min"": 0.6388822357662604, ""eff_min"": 0.24826181201811923, ""atr_rank_min"": 0.7298027649034461, ""squeeze_rank_max"": 0.3714548982139421, ""vwap_dev_entry"": 0.7499105932325807, ""pull_idx"": 3, ""don_idx"": 1, ""trail_trigger"": 2.329718408813018, ""trail_lock"": 1.8077022669687668}"
12,344.3495924430641,False,趋势回踩+压缩突破,双向,15.0,0.6,1.7303588142372608,24.0,0.2916666666666667,1.5827942026871733,3.1190167888744322,2.4534183693765885,8.0,0.5,2.6387535795559423,7.0,0.7142857142857143,7.661888598047238,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 1.1921652034672279, ""min_stop_pct"": 0.00443183127776069, ""max_hold"": 432, ""cooldown"": 8, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 31.312990802879856, ""adx_range_max"": 16.19314776926818, ""rsi_long_min"": 42.21417416983796, ""rsi_long_max"": 72.40858016935357, ""volz_break"": 1.724436236998877, ""body_min"": 0.27753894376316934, ""close_loc_min"": 0.6225582424768018, ""eff_min"": 0.2904994765529649, ""atr_rank_min"": 0.40946473443615405, ""squeeze_rank_max"": 0.4061700963818294, ""vwap_dev_entry"": 1.9773800094815468, ""pull_idx"": 2, ""don_idx"": 1, ""trail_trigger"": 1.9370827919371336, ""trail_lock"": 1.8842431394932657}"
13,343.2749983407692,False,趋势回踩+压缩突破,双向,15.0,0.6,1.5122634169870763,17.0,0.29411764705882354,1.7814839016582174,5.412705221535136,2.372625330614463,7.0,0.5714285714285714,3.050178399098885,8.0,0.625,5.97663662837412,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.850751881922884, ""min_stop_pct"": 0.00539648851927415, ""max_hold"": 288, ""cooldown"": 33, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 31.375428738472827, ""adx_range_max"": 22.76464247096184, ""rsi_long_min"": 45.16228847773108, ""rsi_long_max"": 67.38670805137042, ""volz_break"": -0.2695577535285006, ""body_min"": 0.39836011487974754, ""close_loc_min"": 0.7030511146323355, ""eff_min"": 0.18610227037668117, ""atr_rank_min"": 0.33811439161708584, ""squeeze_rank_max"": 0.48864147443118, ""vwap_dev_entry"": 1.0473277081013632, ""pull_idx"": 5, ""don_idx"": 1, ""trail_trigger"": 1.9181442331186325, ""trail_lock"": 1.7527581588187724}"
14,309.977382925143,False,三策略组合,双向,15.0,0.6,1.8409255375964166,20.0,0.2,1.590110141887998,0.5946980769614127,2.668142882281046,7.0,0.42857142857142855,2.4312142125618257,8.0,0.75,9.867977399087893,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 2.064637172580341, ""min_stop_pct"": 0.004027225182800987, ""max_hold"": 144, ""cooldown"": 9, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 30.79984708032646, ""adx_range_max"": 13.055422191161087, ""rsi_long_min"": 46.65302305276472, ""rsi_long_max"": 71.06164684093184, ""volz_break"": 0.9667243632492482, ""body_min"": 0.6048490481271429, ""close_loc_min"": 0.6810781881202491, ""eff_min"": 0.19418090730970147, ""atr_rank_min"": 0.45759226313612833, ""squeeze_rank_max"": 0.4633491890804711, ""vwap_dev_entry"": 1.9813957672427824, ""pull_idx"": 5, ""don_idx"": 0, ""trail_trigger"": 2.1493224132621727, ""trail_lock"": 2.063445454613042}"
15,302.31303486874316,False,趋势回踩,双向,15.0,0.6,1.7933427293950588,23.0,0.34782608695652173,1.4558398774696923,8.80559957457052,3.7358717515868376,7.0,0.42857142857142855,1.986952879198925,8.0,0.75,10.77239654915375,"{""family_mask"": 1, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.5858541548026768, ""min_stop_pct"": 0.003447335037965003, ""max_hold"": 288, ""cooldown"": 13, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 31.024997933828455, ""adx_range_max"": 23.352670943641336, ""rsi_long_min"": 49.09461044245691, ""rsi_long_max"": 73.39803533842273, ""volz_break"": 0.5315583216330972, ""body_min"": 0.27854047238636176, ""close_loc_min"": 0.6011444214070274, ""eff_min"": 0.20103493313722345, ""atr_rank_min"": 0.3319791103818365, ""squeeze_rank_max"": 0.26550866023127406, ""vwap_dev_entry"": 0.8716234503598468, ""pull_idx"": 5, ""don_idx"": 0, ""trail_trigger"": 2.2120154934682517, ""trail_lock"": 1.766754267761372}"
16,295.5013365958745,False,趋势回踩+震荡反转,双向,17.0,0.5882352941176471,1.6219387565044965,21.0,0.38095238095238093,1.6618614287233069,11.06440843601108,3.4895757824058555,8.0,0.5,2.991496944747841,9.0,0.6666666666666666,7.732943916277849,"{""family_mask"": 5, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.9890576306907204, ""min_stop_pct"": 0.006149364698907011, ""max_hold"": 576, ""cooldown"": 4, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""adx_trend_min"": 30.314901940887832, ""adx_range_max"": 23.5220404546193, ""rsi_long_min"": 53.72816606848312, ""rsi_long_max"": 67.45961401858781, ""volz_break"": -0.25970899298248884, ""body_min"": 0.3248811109289196, ""close_loc_min"": 0.6468026399193175, ""eff_min"": 0.5803065025842777, ""atr_rank_min"": 0.33812532136030493, ""squeeze_rank_max"": 0.2377182181539262, ""vwap_dev_entry"": 1.9700292391946803, ""pull_idx"": 8, ""don_idx"": 0, ""trail_trigger"": 2.032018704947925, ""trail_lock"": 1.9489398720432287}"
17,290.2285911667887,False,趋势回踩+压缩突破,双向,19.0,0.5789473684210527,1.6480807254873477,21.0,0.2857142857142857,1.2213837443532598,3.454574003633968,3.805650737414341,7.0,0.7142857142857143,8.706388569344767,12.0,0.5,3.960862627084554,"{""family_mask"": 3, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 2.3423053881237683, ""min_stop_pct"": 0.0037356304626991713, ""max_hold"": 144, ""cooldown"": 4, ""session_start"": 6, ""session_end"": 16, ""weekday_mask"": 124, ""adx_trend_min"": 16.784827453843498, ""adx_range_max"": 20.163983208631727, ""rsi_long_min"": 53.7329048332293, ""rsi_long_max"": 71.476443913005, ""volz_break"": 1.6328398946754008, ""body_min"": 0.5367160941617172, ""close_loc_min"": 0.634718077282286, ""eff_min"": 0.23850231906402847, ""atr_rank_min"": 0.22967440560625518, ""squeeze_rank_max"": 0.2022611412050998, ""vwap_dev_entry"": 1.3694041579657448, ""pull_idx"": 7, ""don_idx"": 0, ""trail_trigger"": 2.1594294315514353, ""trail_lock"": 1.7598907787553522}"
18,268.6163608471233,False,趋势回踩+压缩突破,只做空,16.0,0.625,1.393128711388344,27.0,0.3333333333333333,1.6261366540369708,6.1841409749452945,3.8677533087463,8.0,0.75,6.521734120327573,8.0,0.5,3.804393314366032,"{""family_mask"": 3, ""direction"": 2, ""rr"": 2.8, ""sl_atr"": 1.5515344697485032, ""min_stop_pct"": 0.0031912953651268765, ""max_hold"": 432, ""cooldown"": 3, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 19.069351946453224, ""adx_range_max"": 13.568489618636285, ""rsi_long_min"": 39.54896196365873, ""rsi_long_max"": 64.72790158733166, ""volz_break"": 0.03881582772156705, ""body_min"": 0.31422474774461556, ""close_loc_min"": 0.6057832329676064, ""eff_min"": 0.37697445115746087, ""atr_rank_min"": 0.47409336156118864, ""squeeze_rank_max"": 0.3447912445725571, ""vwap_dev_entry"": 0.7264653237957754, ""pull_idx"": 6, ""don_idx"": 1, ""trail_trigger"": 2.1332656489848483, ""trail_lock"": 1.838388277959045}"
19,256.7043840994016,False,趋势回踩,双向,15.0,0.6,1.472390664341179,18.0,0.2777777777777778,1.6002279614641737,2.845856217170878,2.4293189078687956,8.0,0.5,2.6381288472184052,7.0,0.7142857142857143,6.169765820214419,"{""family_mask"": 1, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.5546358710649262, ""min_stop_pct"": 0.004682193088582429, ""max_hold"": 432, ""cooldown"": 7, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 32.19787651855508, ""adx_range_max"": 19.25158631361986, ""rsi_long_min"": 40.5402310150506, ""rsi_long_max"": 75.79350908363676, ""volz_break"": 0.9912688179095024, ""body_min"": 0.3878860880328776, ""close_loc_min"": 0.7526070569397187, ""eff_min"": 0.2567887853519622, ""atr_rank_min"": 0.33201238532007704, ""squeeze_rank_max"": 0.5175371356328166, ""vwap_dev_entry"": 0.7445931660892953, ""pull_idx"": 5, ""don_idx"": 0, ""trail_trigger"": 2.0156980104412496, ""trail_lock"": 1.754969447186243}"
20,244.51070417117256,False,三策略组合,双向,15.0,0.6,1.555169659370637,9.0,0.4444444444444444,1.441154837855706,10.766381355531722,3.6648107488129504,7.0,0.42857142857142855,0.46724027458671435,8.0,0.75,9.407905429477509,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 2.5725200129577432, ""min_stop_pct"": 0.003840377549003742, ""max_hold"": 432, ""cooldown"": 17, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 33.93310378594414, ""adx_range_max"": 18.51096893277444, ""rsi_long_min"": 38.10151681058684, ""rsi_long_max"": 66.18293627916323, ""volz_break"": 1.4044818424281704, ""body_min"": 0.33007368284658, ""close_loc_min"": 0.5818084253878577, ""eff_min"": 0.1877812669247676, ""atr_rank_min"": 0.3905260481067214, ""squeeze_rank_max"": 0.4122071211068582, ""vwap_dev_entry"": 2.334181950942811, ""pull_idx"": 8, ""don_idx"": 1, ""trail_trigger"": 1.9641192116841517, ""trail_lock"": 1.8625382755597537}"
21,243.37448224229357,False,趋势回踩+压缩突破,双向,16.0,0.625,1.3438190209246688,22.0,0.4090909090909091,1.5166653552918221,10.466717131317058,2.572098234935983,9.0,0.6666666666666666,6.449603943116065,7.0,0.5714285714285714,3.2088479383109227,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.8006204411398108, ""min_stop_pct"": 0.003292985731790695, ""max_hold"": 288, ""cooldown"": 13, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 24.47682080166404, ""adx_range_max"": 21.924498024048773, ""rsi_long_min"": 38.91216873617092, ""rsi_long_max"": 71.5764504658308, ""volz_break"": 0.9997673311234627, ""body_min"": 0.47096913688910125, ""close_loc_min"": 0.6658876601046786, ""eff_min"": 0.2721741688169295, ""atr_rank_min"": 0.28909896764365084, ""squeeze_rank_max"": 0.2576875004495348, ""vwap_dev_entry"": 1.2828611934948122, ""pull_idx"": 3, ""don_idx"": 0, ""trail_trigger"": 1.9640721184562904, ""trail_lock"": 1.9103736683695904}"
22,241.21373961469175,False,趋势回踩+压缩突破,双向,15.0,0.6,1.5474555401725771,22.0,0.3181818181818182,1.3609236391595814,2.8802750335006557,3.3173357852941434,7.0,0.42857142857142855,0.7584607600979931,8.0,0.75,8.655463392154745,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 2.054343717019158, ""min_stop_pct"": 0.0037200290819702554, ""max_hold"": 144, ""cooldown"": 14, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 33.75960554822831, ""adx_range_max"": 22.30467689861706, ""rsi_long_min"": 38.47426197105263, ""rsi_long_max"": 71.81487446907732, ""volz_break"": 0.09512821669364624, ""body_min"": 0.3069796354743622, ""close_loc_min"": 0.6033484836987962, ""eff_min"": 0.28870930170736, ""atr_rank_min"": 0.5093066873301623, ""squeeze_rank_max"": 0.2783745308220705, ""vwap_dev_entry"": 0.8579133527491494, ""pull_idx"": 8, ""don_idx"": 0, ""trail_trigger"": 2.0772260434241097, ""trail_lock"": 1.7540955514106413}"
23,239.12663870257668,False,趋势回踩+压缩突破,双向,20.0,0.6,1.38339513206256,20.0,0.55,1.3759238446736226,18.25654649731817,2.5175326218101874,10.0,0.6,4.560909766775271,10.0,0.6,6.359871787676676,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.0269108548765824, ""min_stop_pct"": 0.003282896178206882, ""max_hold"": 144, ""cooldown"": 19, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 18.998990280808663, ""adx_range_max"": 17.108817497184774, ""rsi_long_min"": 47.22147090584755, ""rsi_long_max"": 69.118493486451, ""volz_break"": 1.1303919257672475, ""body_min"": 0.26359307812625316, ""close_loc_min"": 0.8400613313259849, ""eff_min"": 0.44071933014591225, ""atr_rank_min"": 0.7291811252515256, ""squeeze_rank_max"": 0.3320059036864415, ""vwap_dev_entry"": 0.8632481407361574, ""pull_idx"": 4, ""don_idx"": 0, ""trail_trigger"": 1.9002417519976589, ""trail_lock"": 1.7866479769997201}"
24,231.1722330303228,False,趋势回踩+压缩突破,双向,17.0,0.5882352941176471,1.4417638267549846,27.0,0.25925925925925924,1.621993100812728,-1.3111662483393767,2.446184996208876,8.0,0.625,5.440094179989927,9.0,0.5555555555555556,3.631091229024275,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.6604687557095301, ""min_stop_pct"": 0.004504791548492562, ""max_hold"": 288, ""cooldown"": 10, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 30.377924394878857, ""adx_range_max"": 22.70402656178477, ""rsi_long_min"": 43.68118500501629, ""rsi_long_max"": 70.48891346676099, ""volz_break"": 0.7085554225064983, ""body_min"": 0.30825773715598404, ""close_loc_min"": 0.5920543985407549, ""eff_min"": 0.23392748885795542, ""atr_rank_min"": 0.22182552692152252, ""squeeze_rank_max"": 0.3477028508720578, ""vwap_dev_entry"": 1.400428179868362, ""pull_idx"": 2, ""don_idx"": 0, ""trail_trigger"": 2.0996162274064014, ""trail_lock"": 1.8076069409823372}"
25,199.3366889425388,False,趋势回踩+压缩突破,双向,17.0,0.5882352941176471,1.5772375660222846,21.0,0.2857142857142857,1.5712177916450736,4.215740923741981,3.786820712479289,10.0,0.4,0.07081221348920241,7.0,0.8571428571428571,11.101280757446624,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.5859446518837235, ""min_stop_pct"": 0.003665727552524056, ""max_hold"": 432, ""cooldown"": 6, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 29.319867699598863, ""adx_range_max"": 21.564951558088822, ""rsi_long_min"": 48.645441612050824, ""rsi_long_max"": 69.65186571941526, ""volz_break"": 1.7342054694740427, ""body_min"": 0.28560946129319625, ""close_loc_min"": 0.5989180197844811, ""eff_min"": 0.1942886739687664, ""atr_rank_min"": 0.4880836845576857, ""squeeze_rank_max"": 0.39831807603160596, ""vwap_dev_entry"": 1.171080420069441, ""pull_idx"": 1, ""don_idx"": 0, ""trail_trigger"": 2.1747593744751614, ""trail_lock"": 1.8041965076621795}"
26,177.69899401171722,False,趋势回踩+震荡反转,双向,18.0,0.5555555555555556,1.6701254199613809,24.0,0.25,1.6956393974169388,1.6668024863197985,2.4821398900939284,8.0,0.5,4.298472059138233,10.0,0.6,6.466848639836379,"{""family_mask"": 5, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 2.413845331917602, ""min_stop_pct"": 0.004167296871169597, ""max_hold"": 432, ""cooldown"": 23, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 62, ""adx_trend_min"": 30.83995472867881, ""adx_range_max"": 13.12480474871105, ""rsi_long_min"": 52.48729119659298, ""rsi_long_max"": 70.4539275773216, ""volz_break"": 1.085977137142247, ""body_min"": 0.4021785847435675, ""close_loc_min"": 0.5837739322605189, ""eff_min"": 0.24932586941651907, ""atr_rank_min"": 0.6698735812128569, ""squeeze_rank_max"": 0.302719510966656, ""vwap_dev_entry"": 2.285568768089413, ""pull_idx"": 8, ""don_idx"": 0, ""trail_trigger"": 2.0455523558673465, ""trail_lock"": 1.8001045781379648}"
