expert_id,expert,policy_key,tier,month,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,sample_state,effective_win_rate,month_validation_passed
9,缩量反抽恢复空头,b55421f3522a3f16,REJECTED,2026-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2025-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2026-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2026-02,3,1,0.3333333333333333,1.7124662965841884,0.7217092497815238,2.3727925021088296,1.1863962510544148,0.2690477970211407,1.4434184995630477,0.08968259900704689,LOW_CONFIDENCE_OBSERVATION,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2026-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2026-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
10,欧美时段顺势延续多头,792c97e8b4c0b8eb,REJECTED,2026-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO_SAMPLE,,False
11,欧美时段顺势延续空头,1de21fc96eaf5c68,REJECTED,2025-11,3,1,0.3333333333333333,1.7147203332269656,0.7364959219251977,2.3282142944453685,1.1641071472226843,0.2417284893765701,1.2867753638267083,0.08057616312552336,LOW_CONFIDENCE_OBSERVATION,,False
