rank,score_train_only,diagnostic_qualified,family,direction,may_trades,may_win_rate,may_ratio,june_trades,june_win_rate,june_ratio,total_net_R,may_max_drawdown_R,first_half_trades,first_half_win_rate,first_half_ratio,first_half_net_R,second_half_trades,second_half_win_rate,second_half_ratio,second_half_net_R,config
1,1387.2816244685075,False,三结构组合,双向,17.0,0.7058823529411765,1.3415244497334498,11.0,0.36363636363636365,1.2365803538617013,11.227470118314189,2.4526257375528573,5.0,0.8,1.5372195160107962,6.313849274722433,12.0,0.6666666666666666,1.2428962222363267,7.272349492257373,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.996776852145633, ""min_stop_pct"": 0.004440550952642681, ""max_hold"": 432, ""cooldown"": 44, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 31.702484391047435, ""rsi_long_min"": 53.09921142405105, ""rsi_long_max"": 72.966706427419, ""relvol_min"": 0.7794836546459069, ""body_min"": 0.5945166622172338, ""close_loc_min"": 0.6436832173445245, ""wick_min"": 0.5257886499571789, ""eff_min"": 0.34764577768641025, ""chop_max"": 56.280755276859104, ""atr_rank_min"": 0.6048390580234709, ""vwap_dev_max"": 2.101731115922903, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 15, ""trail_trigger"": 1.7172736314927748, ""trail_lock"": 1.622368919804399}"
2,1292.7196345536029,False,三结构组合,双向,16.0,0.6875,1.3389904945666753,14.0,0.42857142857142855,1.4497683312755651,12.649463823233305,2.429134870239129,6.0,0.6666666666666666,1.250617620831812,3.6467028739569747,10.0,0.7,1.3894688171306202,8.17083910425243,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 2.256703971003817, ""min_stop_pct"": 0.004672168567220459, ""max_hold"": 216, ""cooldown"": 37, ""session_start"": 3, ""session_end"": 13, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 30.71606890787581, ""rsi_long_min"": 45.439372792850584, ""rsi_long_max"": 70.78370347281971, ""relvol_min"": 1.1616942781271342, ""body_min"": 0.2518216112704863, ""close_loc_min"": 0.7069307204215113, ""wick_min"": 0.35598253006046876, ""eff_min"": 0.1780303455614702, ""chop_max"": 51.1122619721951, ""atr_rank_min"": 0.5965438110248462, ""vwap_dev_max"": 2.6502532934946847, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 11, ""trail_trigger"": 1.814810560412685, ""trail_lock"": 1.6447534819164487}"
3,1191.5987247405765,False,三结构组合,双向,16.0,0.625,1.5061577935666717,19.0,0.47368421052631576,1.4704555709755405,15.369806065155256,2.5204628583161144,6.0,0.6666666666666666,1.4338477554159084,4.705483403946218,10.0,0.6,1.5538933168022682,6.6794380398470325,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 2.0658409712457875, ""min_stop_pct"": 0.003860131167603186, ""max_hold"": 288, ""cooldown"": 49, ""session_start"": 3, ""session_end"": 15, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 17.89120357193562, ""rsi_long_min"": 51.993101521302435, ""rsi_long_max"": 73.97684261433032, ""relvol_min"": 1.49796517225162, ""body_min"": 0.323800349803581, ""close_loc_min"": 0.6894255673269398, ""wick_min"": 0.3746879463708477, ""eff_min"": 0.2471685388137706, ""chop_max"": 59.1315906937844, ""atr_rank_min"": 0.5160775123196584, ""vwap_dev_max"": 2.7630546534450113, ""pull_idx"": 1, ""sweep_idx"": 2, ""retest_idx"": 2, ""trail_trigger"": 1.9198173267322012, ""trail_lock"": 1.66561627249776}"
4,1111.7852906456035,False,三结构组合,双向,22.0,0.6363636363636364,1.3786526420859089,27.0,0.37037037037037035,1.365452246599428,9.929948192849295,2.4770545291588,8.0,0.625,1.345052844866423,4.614369508137754,14.0,0.6428571428571429,1.397872846561367,9.299781398780947,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 2.2678620236756486, ""min_stop_pct"": 0.004203246030883624, ""max_hold"": 432, ""cooldown"": 6, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 32.98992302656194, ""rsi_long_min"": 51.76207145332899, ""rsi_long_max"": 73.23920673896767, ""relvol_min"": 0.8892097326561059, ""body_min"": 0.5144387791357138, ""close_loc_min"": 0.8341235573060484, ""wick_min"": 0.42600381636574375, ""eff_min"": 0.2976222523611772, ""chop_max"": 52.717299762547704, ""atr_rank_min"": 0.3438615272945177, ""vwap_dev_max"": 2.361964380514754, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 16, ""trail_trigger"": 1.8160363728136404, ""trail_lock"": 1.7618130466465316}"
5,1052.2381336861572,False,扫单反转+突破回踩,双向,15.0,0.6,1.5470979410899148,21.0,0.2857142857142857,1.527983879049131,2.375350094616778,2.27038534327266,5.0,0.6,1.4682225473358035,2.7284744416998343,10.0,0.6,1.5865347551435631,6.262552154619008,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.6119493746617708, ""min_stop_pct"": 0.0074446474903715944, ""max_hold"": 432, ""cooldown"": 39, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 21.247706975339135, ""rsi_long_min"": 42.13120735527505, ""rsi_long_max"": 73.1912908287928, ""relvol_min"": 0.9019925273429646, ""body_min"": 0.3684604975449666, ""close_loc_min"": 0.7748762687607001, ""wick_min"": 0.34336573464764286, ""eff_min"": 0.21956423474496206, ""chop_max"": 58.97291517593547, ""atr_rank_min"": 0.7241021672720084, ""vwap_dev_max"": 1.7719355324511756, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 5, ""trail_trigger"": 1.8657939550342324, ""trail_lock"": 1.8008859978693617}"
6,997.986178749913,False,三结构组合,双向,16.0,0.6875,1.4631719913888315,7.0,0.2857142857142857,1.595346935176219,11.551601333067039,4.670443514716168,8.0,0.5,1.2155434802274345,1.0641962341311297,8.0,0.875,1.604186355091381,12.63158856061582,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 2.1349972703101536, ""min_stop_pct"": 0.004278310029331316, ""max_hold"": 288, ""cooldown"": 27, ""session_start"": 3, ""session_end"": 14, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 28.282742339153394, ""rsi_long_min"": 43.07070988969259, ""rsi_long_max"": 73.39340028671872, ""relvol_min"": 1.2409395679255235, ""body_min"": 0.4718731124774629, ""close_loc_min"": 0.8581420202908989, ""wick_min"": 0.2768965677446195, ""eff_min"": 0.23885892187035118, ""chop_max"": 53.9098132531075, ""atr_rank_min"": 0.29373425440704926, ""vwap_dev_max"": 2.5369571201217838, ""pull_idx"": 0, ""sweep_idx"": 0, ""retest_idx"": 9, ""trail_trigger"": 1.826928689350097, ""trail_lock"": 1.7351145918863382}"
7,908.1989695298565,False,三结构组合,双向,18.0,0.6111111111111112,1.377345652338676,16.0,0.3125,1.5281601882538525,6.436572021374605,3.854695686417079,5.0,0.6,1.4261867594669198,2.977395401993596,13.0,0.6153846153846154,1.3590936856424556,7.597167877986902,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.7626682025427134, ""min_stop_pct"": 0.003268592959624241, ""max_hold"": 576, ""cooldown"": 42, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 26.251099381650064, ""rsi_long_min"": 49.044757808392426, ""rsi_long_max"": 73.9368236080105, ""relvol_min"": 0.7524160426981037, ""body_min"": 0.2675857271847272, ""close_loc_min"": 0.6937700226648605, ""wick_min"": 0.5131639039326461, ""eff_min"": 0.3013923608812811, ""chop_max"": 61.94887784508863, ""atr_rank_min"": 0.4663587773357405, ""vwap_dev_max"": 2.2470491074111907, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 1, ""trail_trigger"": 2.0573659677610987, ""trail_lock"": 1.7117382364686393}"
8,907.7528508836768,False,三结构组合,双向,18.0,0.6111111111111112,1.381145689054212,17.0,0.29411764705882354,1.3123388488917065,3.430729238164669,2.4526633915593408,8.0,0.625,1.3013961825218028,4.299355834396288,10.0,0.6,1.4476035419170026,5.74487806281493,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.0393097833298477, ""min_stop_pct"": 0.004440180755417586, ""max_hold"": 576, ""cooldown"": 32, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 32.78413994741961, ""rsi_long_min"": 50.80632005839368, ""rsi_long_max"": 71.6043381227822, ""relvol_min"": 1.5954801874118596, ""body_min"": 0.34940857780526785, ""close_loc_min"": 0.7901581326863781, ""wick_min"": 0.37534246416953565, ""eff_min"": 0.20979678896375814, ""chop_max"": 49.81764951614675, ""atr_rank_min"": 0.7499915846128485, ""vwap_dev_max"": 2.7277293663755424, ""pull_idx"": 4, ""sweep_idx"": 1, ""retest_idx"": 16, ""trail_trigger"": 1.7152666752528503, ""trail_lock"": 1.5532954214929688}"
9,893.1588383583307,False,趋势回踩+流动性扫单,双向,15.0,0.6,1.417498453087502,14.0,0.14285714285714285,1.8291927571741664,-1.9219114300084192,2.42579871499548,5.0,0.6,1.422149031798482,2.7477259444807345,10.0,0.6,1.4151737066288907,5.445984199185243,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.3593765449414508, ""min_stop_pct"": 0.004720935823367011, ""max_hold"": 216, ""cooldown"": 31, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 0, ""adx_min"": 21.57771254851047, ""rsi_long_min"": 45.65247501714094, ""rsi_long_max"": 60.21097450875455, ""relvol_min"": 0.8959139402897982, ""body_min"": 0.667481736261728, ""close_loc_min"": 0.5823895669504087, ""wick_min"": 0.2901670629799728, ""eff_min"": 0.17639911642548997, ""chop_max"": 46.273133827843715, ""atr_rank_min"": 0.5208163343467304, ""vwap_dev_max"": 2.411751019012167, ""pull_idx"": 8, ""sweep_idx"": 0, ""retest_idx"": 0, ""trail_trigger"": 2.302643381547121, ""trail_lock"": 2.234578526427164}"
10,864.2853092229693,False,三结构组合,双向,17.0,0.6470588235294118,1.4936743377209358,15.0,0.26666666666666666,1.6001264701025468,7.298641433096633,2.440806799043747,6.0,0.5,1.4619906851381927,1.690439132485632,11.0,0.7272727272727273,1.5054060970097871,11.033296986530154,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 2.219166764602341, ""min_stop_pct"": 0.004559891156677901, ""max_hold"": 288, ""cooldown"": 46, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 19.407687577735707, ""rsi_long_min"": 50.081681820166445, ""rsi_long_max"": 73.65843400624374, ""relvol_min"": 0.923890596148653, ""body_min"": 0.49326567040505837, ""close_loc_min"": 0.6339924185834768, ""wick_min"": 0.6434562892680932, ""eff_min"": 0.340132404359641, ""chop_max"": 55.33623099207344, ""atr_rank_min"": 0.19659750787239474, ""vwap_dev_max"": 2.812007521794996, ""pull_idx"": 5, ""sweep_idx"": 0, ""retest_idx"": 11, ""trail_trigger"": 2.0595835900685504, ""trail_lock"": 1.6098067339985958}"
11,817.4532053522317,False,三结构组合,双向,15.0,0.6,1.444162195909288,14.0,0.14285714285714285,1.6243287148874617,-1.7223214290264948,2.566856520487687,5.0,0.6,1.1232556417675388,1.7579975818806948,10.0,0.6,1.6068987292574557,7.138737888368102,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.8054444025684668, ""min_stop_pct"": 0.0035369742036952777, ""max_hold"": 432, ""cooldown"": 45, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 30.738156053583467, ""rsi_long_min"": 42.44186668410534, ""rsi_long_max"": 72.23794540230654, ""relvol_min"": 0.8832077912297676, ""body_min"": 0.2685568487365395, ""close_loc_min"": 0.7506573785704281, ""wick_min"": 0.5097658713816002, ""eff_min"": 0.3718659601320254, ""chop_max"": 63.92502122443251, ""atr_rank_min"": 0.7308835912569704, ""vwap_dev_max"": 2.4059400132202495, ""pull_idx"": 2, ""sweep_idx"": 0, ""retest_idx"": 7, ""trail_trigger"": 2.0407062093819475, ""trail_lock"": 1.7253286753012493}"
12,777.3751253398674,False,扫单反转+突破回踩,双向,21.0,0.6190476190476191,1.337676446317542,21.0,0.23809523809523808,1.6199063732655636,2.1952986696170784,3.6473196145586204,7.0,0.5714285714285714,1.3536466776257294,2.993470878184298,14.0,0.6428571428571429,1.3320413770932358,8.561933808387414,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 2.369258813004005, ""min_stop_pct"": 0.004190292360429439, ""max_hold"": 216, ""cooldown"": 58, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 0, ""adx_min"": 27.281824921087793, ""rsi_long_min"": 46.44018269992663, ""rsi_long_max"": 68.0737906532114, ""relvol_min"": 0.8015634732019484, ""body_min"": 0.32131332530688117, ""close_loc_min"": 0.6712035938445414, ""wick_min"": 0.3847238370021798, ""eff_min"": 0.2570757285309829, ""chop_max"": 61.73362717360046, ""atr_rank_min"": 0.3546617728423156, ""vwap_dev_max"": 2.1968506027763532, ""pull_idx"": 0, ""sweep_idx"": 0, ""retest_idx"": 2, ""trail_trigger"": 1.92186872721734, ""trail_lock"": 1.823760089270805}"
13,762.4060989825167,False,三结构组合,双向,21.0,0.6190476190476191,1.2550014090326223,28.0,0.5,1.310262806040008,15.39711676553682,2.448717092430032,8.0,0.625,1.3044970340045594,4.313289474227139,13.0,0.6153846153846154,1.2240736420782041,5.8693467886014385,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.9819741485630546, ""min_stop_pct"": 0.004468689938559579, ""max_hold"": 576, ""cooldown"": 46, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 24.035185018686338, ""rsi_long_min"": 50.23454590188213, ""rsi_long_max"": 73.27326642111925, ""relvol_min"": 0.9017420043596348, ""body_min"": 0.3350132188933297, ""close_loc_min"": 0.6728038726404284, ""wick_min"": 0.3625819064078705, ""eff_min"": 0.3588649952111984, ""chop_max"": 51.01035787304273, ""atr_rank_min"": 0.6795043274540775, ""vwap_dev_max"": 2.2743480157736866, ""pull_idx"": 6, ""sweep_idx"": 2, ""retest_idx"": 16, ""trail_trigger"": 1.736664257763018, ""trail_lock"": 1.5545010966557196}"
14,761.1622197083261,False,三结构组合,双向,16.0,0.625,1.3742750778983963,16.0,0.3125,1.225726609409999,3.697700225222224,2.478737937037428,7.0,0.7142857142857143,1.3740559934911045,6.0333477888600875,9.0,0.5555555555555556,1.374602675809384,3.559959191657282,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 1.7624735265270173, ""min_stop_pct"": 0.0041977982401370136, ""max_hold"": 288, ""cooldown"": 56, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 28.160016343143898, ""rsi_long_min"": 54.83953904670612, ""rsi_long_max"": 67.49076521172393, ""relvol_min"": 1.1079273297854733, ""body_min"": 0.42989565460564333, ""close_loc_min"": 0.6772802515628106, ""wick_min"": 0.4493650036731789, ""eff_min"": 0.32078454152131314, ""chop_max"": 62.44059558976931, ""atr_rank_min"": 0.41018580181046005, ""vwap_dev_max"": 1.8389165977641366, ""pull_idx"": 7, ""sweep_idx"": 1, ""retest_idx"": 1, ""trail_trigger"": 1.8761963497513408, ""trail_lock"": 1.5019177100672099}"
15,738.4966325099165,False,扫单反转+突破回踩,双向,16.0,0.625,1.328900416131637,9.0,0.3333333333333333,1.2671273787272825,6.304520806655194,2.476443443257528,7.0,0.5714285714285714,1.2457916305590893,2.4549078361000607,9.0,0.6666666666666666,1.3842984099674942,6.568080056089697,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.4651958080769965, ""min_stop_pct"": 0.004217326328963631, ""max_hold"": 216, ""cooldown"": 31, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 18.37515366629736, ""rsi_long_min"": 47.1403111164132, ""rsi_long_max"": 64.64530966568103, ""relvol_min"": 1.2911269863122274, ""body_min"": 0.3013146973378489, ""close_loc_min"": 0.8687434116172674, ""wick_min"": 0.4003418293631512, ""eff_min"": 0.3456208878506153, ""chop_max"": 64.04715052735041, ""atr_rank_min"": 0.26711657840240255, ""vwap_dev_max"": 2.4466657388501907, ""pull_idx"": 8, ""sweep_idx"": 0, ""retest_idx"": 0, ""trail_trigger"": 1.759789040859623, ""trail_lock"": 1.7063964313081565}"
16,734.6871863643966,False,趋势回踩+流动性扫单,双向,15.0,0.6,1.406889717690762,10.0,0.3,1.0819094237690965,3.590928550027476,3.704031139704404,7.0,0.5714285714285714,1.3227077456095833,2.8291851797881966,8.0,0.625,1.474228090093854,5.398562448708982,"{""family_mask"": 3, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 1.2909613718845523, ""min_stop_pct"": 0.004268871054552227, ""max_hold"": 216, ""cooldown"": 49, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 24.98194939252768, ""rsi_long_min"": 53.42841525320119, ""rsi_long_max"": 69.75296758424972, ""relvol_min"": 1.102073445561186, ""body_min"": 0.3347868439568528, ""close_loc_min"": 0.5877207769685353, ""wick_min"": 0.27312477425895976, ""eff_min"": 0.4873080379631104, ""chop_max"": 51.334825222479665, ""atr_rank_min"": 0.6088519749138208, ""vwap_dev_max"": 2.5598057574893254, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 12, ""trail_trigger"": 1.9443067478455545, ""trail_lock"": 1.5581589467911579}"
17,721.4270921814605,False,流动性扫单反转,双向,15.0,0.6,1.8474998757800043,12.0,0.16666666666666666,1.9732544238205634,5.549880856874657,2.414236808313097,6.0,0.5,1.847007742403816,3.065493154085659,9.0,0.6666666666666666,1.8476019620338076,9.757530836396192,"{""family_mask"": 2, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 1.73669913201796, ""min_stop_pct"": 0.004853022361509925, ""max_hold"": 576, ""cooldown"": 7, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 34.00082831377932, ""rsi_long_min"": 52.61568567677347, ""rsi_long_max"": 59.963232278044615, ""relvol_min"": 0.837016685791819, ""body_min"": 0.6714781727563242, ""close_loc_min"": 0.5878051265145504, ""wick_min"": 0.3426149344034225, ""eff_min"": 0.4182092361037305, ""chop_max"": 59.5293322117299, ""atr_rank_min"": 0.21399006382200106, ""vwap_dev_max"": 2.88198323701046, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 4, ""trail_trigger"": 2.396658620026112, ""trail_lock"": 2.152530606096122}"
18,694.3369568905321,False,扫单反转+突破回踩,双向,16.0,0.5625,1.7558512582350225,15.0,0.2,1.8565167543216718,3.2590414187335557,2.555541371520011,5.0,0.6,1.8182591653322102,4.4108714770083095,11.0,0.5454545454545454,1.723595207992147,6.774320802772211,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.130729167254584, ""min_stop_pct"": 0.0036158202955717637, ""max_hold"": 216, ""cooldown"": 52, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 26.272027011526422, ""rsi_long_min"": 51.04877899824232, ""rsi_long_max"": 68.75366379756547, ""relvol_min"": 0.7954297157555835, ""body_min"": 0.42071153535794886, ""close_loc_min"": 0.8380312809642079, ""wick_min"": 0.2863412534026918, ""eff_min"": 0.16522902040586476, ""chop_max"": 64.69935655073317, ""atr_rank_min"": 0.6537369306562403, ""vwap_dev_max"": 1.6402867511601178, ""pull_idx"": 0, ""sweep_idx"": 0, ""retest_idx"": 11, ""trail_trigger"": 2.4199827709569526, ""trail_lock"": 2.174304768761692}"
19,677.3041028847613,False,扫单反转+突破回踩,双向,15.0,0.6,1.4093688663440815,11.0,0.2727272727272727,1.5934054163411508,4.418942543993708,2.4830081587279302,6.0,0.6666666666666666,1.4290629431362454,4.615562671903782,9.0,0.5555555555555556,1.3928316077132352,3.671819292331953,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 2.0581083896304655, ""min_stop_pct"": 0.00415122635069424, ""max_hold"": 288, ""cooldown"": 52, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 28.595288184468224, ""rsi_long_min"": 55.717412466856835, ""rsi_long_max"": 64.6266281707424, ""relvol_min"": 0.9952729610867126, ""body_min"": 0.35801274943957795, ""close_loc_min"": 0.7780814884770494, ""wick_min"": 0.267359305038793, ""eff_min"": 0.36140032797241983, ""chop_max"": 56.68369157901575, ""atr_rank_min"": 0.31896199003438586, ""vwap_dev_max"": 2.3222258546131114, ""pull_idx"": 2, ""sweep_idx"": 0, ""retest_idx"": 12, ""trail_trigger"": 1.944769818251295, ""trail_lock"": 1.7555760015069914}"
20,658.1502653296094,False,扫单反转+突破回踩,双向,15.0,0.6,1.36434282953361,20.0,0.55,1.4098775374032275,15.273377097412359,2.4013481503070606,7.0,0.5714285714285714,1.2961563018872335,2.6230239195961547,8.0,0.625,1.4189961142739813,4.9140614522906505,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.893217441370874, ""min_stop_pct"": 0.005008250668914653, ""max_hold"": 576, ""cooldown"": 29, ""session_start"": 3, ""session_end"": 13, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 24.573484566988782, ""rsi_long_min"": 47.608785602434736, ""rsi_long_max"": 73.32388689774578, ""relvol_min"": 0.9699196684522211, ""body_min"": 0.3703948289955665, ""close_loc_min"": 0.70241849593537, ""wick_min"": 0.6822070975413792, ""eff_min"": 0.306757677115266, ""chop_max"": 60.35549821960986, ""atr_rank_min"": 0.5069724280913829, ""vwap_dev_max"": 2.650973906367739, ""pull_idx"": 2, ""sweep_idx"": 0, ""retest_idx"": 8, ""trail_trigger"": 1.7869938434262906, ""trail_lock"": 1.5138510704263444}"
21,657.8064580917307,False,三结构组合,双向,24.0,0.5833333333333334,1.4245034963885324,21.0,0.3333333333333333,1.4243589299991921,6.920842105310067,3.512882732444327,9.0,0.5555555555555556,1.258688772935252,2.683713361589782,15.0,0.6,1.5165248958112196,8.954973560701294,"{""family_mask"": 7, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 1.5496626415182415, ""min_stop_pct"": 0.00588248012983266, ""max_hold"": 432, ""cooldown"": 35, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 20.341322173219375, ""rsi_long_min"": 45.53635184445202, ""rsi_long_max"": 71.94792041384557, ""relvol_min"": 0.9002560237569828, ""body_min"": 0.5748189862405051, ""close_loc_min"": 0.58169884827747, ""wick_min"": 0.3029757007313385, ""eff_min"": 0.2295442958018442, ""chop_max"": 56.64287284618534, ""atr_rank_min"": 0.6819148894310818, ""vwap_dev_max"": 2.765749201634586, ""pull_idx"": 0, ""sweep_idx"": 0, ""retest_idx"": 10, ""trail_trigger"": 1.7851777385012835, ""trail_lock"": 1.643788158690257}"
22,645.1079883359813,False,扫单反转+突破回踩,双向,17.0,0.5882352941176471,1.4707812995154623,12.0,0.5,1.5739514019330165,13.669815832260838,2.4817912551403656,8.0,0.625,1.143969032071978,3.374094429577355,9.0,0.5555555555555556,1.79792495493772,6.172334400563393,"{""family_mask"": 6, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 2.211395780914067, ""min_stop_pct"": 0.004170416597999512, ""max_hold"": 288, ""cooldown"": 15, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 24.821800478843947, ""rsi_long_min"": 53.42678865864798, ""rsi_long_max"": 66.07785332128586, ""relvol_min"": 1.6203975051570705, ""body_min"": 0.6216251667516217, ""close_loc_min"": 0.8107790352556684, ""wick_min"": 0.37601887319834076, ""eff_min"": 0.29151929426922474, ""chop_max"": 47.34198767993458, ""atr_rank_min"": 0.4849959391601186, ""vwap_dev_max"": 2.8328571701370726, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 8, ""trail_trigger"": 1.7184652480853364, ""trail_lock"": 1.6596874219606557}"
23,641.0792920698243,False,扫单反转+突破回踩,双向,17.0,0.5882352941176471,1.7749323516154873,23.0,0.30434782608695654,1.7505804308380606,8.86347942329847,2.47503637301363,6.0,0.5,1.66814626769322,2.4801392260965613,11.0,0.6363636363636364,1.8225763279996379,10.782041673419897,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 2.329553028712855, ""min_stop_pct"": 0.004221091464314236, ""max_hold"": 576, ""cooldown"": 38, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 26.56299906742025, ""rsi_long_min"": 55.76447312289939, ""rsi_long_max"": 68.97438303640362, ""relvol_min"": 0.9589351008172526, ""body_min"": 0.42676931489778247, ""close_loc_min"": 0.6009855657978865, ""wick_min"": 0.6035681485491229, ""eff_min"": 0.34867170733275316, ""chop_max"": 52.372027654576435, ""atr_rank_min"": 0.3972734231117714, ""vwap_dev_max"": 2.686322170692964, ""pull_idx"": 5, ""sweep_idx"": 0, ""retest_idx"": 5, ""trail_trigger"": 2.3153637465881705, ""trail_lock"": 2.0526141376317653}"
24,640.1708595513023,False,扫单反转+突破回踩,双向,21.0,0.6190476190476191,1.2653431371786816,22.0,0.36363636363636365,1.244047201929201,5.400004067476571,3.665688635129369,7.0,0.5714285714285714,1.281607938460207,2.5974710067282523,14.0,0.6428571428571429,1.2580981732076424,7.724583493712406,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.1738735176251922, ""min_stop_pct"": 0.004528962501976812, ""max_hold"": 216, ""cooldown"": 54, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 21.816050033736246, ""rsi_long_min"": 54.29777981574852, ""rsi_long_max"": 61.936853102668046, ""relvol_min"": 0.7534820988045334, ""body_min"": 0.5544594592401979, ""close_loc_min"": 0.6949937238399616, ""wick_min"": 0.3607848438070295, ""eff_min"": 0.2965278682755167, ""chop_max"": 48.8118976649196, ""atr_rank_min"": 0.32114417589812716, ""vwap_dev_max"": 2.510540337050613, ""pull_idx"": 5, ""sweep_idx"": 1, ""retest_idx"": 7, ""trail_trigger"": 1.7342134813134407, ""trail_lock"": 1.5734893487701846}"
