rank,score_train_only,diagnostic_qualified,family,direction,may_trades,may_win_rate,may_ratio,june_trades,june_win_rate,june_ratio,total_net_R,may_max_drawdown_R,first_half_trades,first_half_win_rate,first_half_ratio,first_half_net_R,second_half_trades,second_half_win_rate,second_half_ratio,second_half_net_R,config
101,210.51950546332415,False,扫单反转+突破回踩,双向,16.0,0.5625,1.4065864632158596,22.0,0.4090909090909091,1.268670287038485,5.009459932924305,3.6778678786495576,6.0,0.6666666666666666,1.2657562376642841,3.7534416770538597,10.0,0.5,1.5193313052384694,3.1828398302640957,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.2598284320953925, ""min_stop_pct"": 0.004447458500105472, ""max_hold"": 576, ""cooldown"": 53, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 15.279481848660494, ""rsi_long_min"": 52.722482118042066, ""rsi_long_max"": 65.90615725431358, ""relvol_min"": 0.9308148747879182, ""body_min"": 0.4260399653749116, ""close_loc_min"": 0.6886400622826804, ""wick_min"": 0.5048552344707953, ""eff_min"": 0.417771821520466, ""chop_max"": 45.35939247660582, ""atr_rank_min"": 0.5938844310876583, ""vwap_dev_max"": 2.4183289210728236, ""pull_idx"": 1, ""sweep_idx"": 1, ""retest_idx"": 16, ""trail_trigger"": 1.7524619311923801, ""trail_lock"": 1.6357357806853976}"
102,208.69555149499718,False,扫单反转+突破回踩,双向,16.0,0.625,1.1145939234553275,14.0,0.2857142857142857,1.2861855188352778,0.7921082629438954,2.769894168331434,7.0,0.5714285714285714,1.0853731981905994,1.8576696436501805,9.0,0.6666666666666666,1.1382673626248945,5.196982719386003,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.4861253579258935, ""min_stop_pct"": 0.0026041980477739114, ""max_hold"": 216, ""cooldown"": 27, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 22.457701502101308, ""rsi_long_min"": 46.33180867179016, ""rsi_long_max"": 63.26844459247548, ""relvol_min"": 1.3687552339897233, ""body_min"": 0.26938606440045754, ""close_loc_min"": 0.6398197855355392, ""wick_min"": 0.6324618665239043, ""eff_min"": 0.3291182845975025, ""chop_max"": 63.87876591007225, ""atr_rank_min"": 0.7231346471695451, ""vwap_dev_max"": 2.5594653511211, ""pull_idx"": 4, ""sweep_idx"": 0, ""retest_idx"": 8, ""trail_trigger"": 1.7489689092292802, ""trail_lock"": 1.5539996828504865}"
103,206.72983557344645,False,扫单反转+突破回踩,双向,15.0,0.5333333333333333,1.4884134702123248,13.0,0.3076923076923077,1.5189469704541614,2.5898655124964667,3.73761773497208,6.0,0.5,1.4608905081025299,1.7216236130094684,9.0,0.5555555555555556,1.5048728102756797,4.389995344773595,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.8460020301524334, ""min_stop_pct"": 0.004086572866577379, ""max_hold"": 576, ""cooldown"": 10, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 22.738644565041774, ""rsi_long_min"": 53.05583959034716, ""rsi_long_max"": 68.49212997272232, ""relvol_min"": 0.9867898955918248, ""body_min"": 0.46608922221002214, ""close_loc_min"": 0.7605905104020185, ""wick_min"": 0.44999178090063446, ""eff_min"": 0.21036251282432877, ""chop_max"": 49.226103802413505, ""atr_rank_min"": 0.6420393120301737, ""vwap_dev_max"": 1.8863530654267575, ""pull_idx"": 8, ""sweep_idx"": 1, ""retest_idx"": 2, ""trail_trigger"": 1.8858291334760058, ""trail_lock"": 1.7938684985500437}"
104,202.96907713349088,False,扫单反转+突破回踩,双向,15.0,0.6,1.2893924382863187,17.0,0.29411764705882354,1.3280048240688218,0.49770606597296774,2.477931001466394,5.0,0.8,1.3220303021563526,5.312580513141177,10.0,0.5,1.2631992338741627,1.630194489703267,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.9845896060965722, ""min_stop_pct"": 0.004204950249491773, ""max_hold"": 288, ""cooldown"": 32, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 17.423695104487525, ""rsi_long_min"": 49.54588383742632, ""rsi_long_max"": 68.89035369789721, ""relvol_min"": 1.0098960643317674, ""body_min"": 0.36519987287945754, ""close_loc_min"": 0.6049447492628578, ""wick_min"": 0.3958900632941837, ""eff_min"": 0.21673098315407768, ""chop_max"": 52.943917650249944, ""atr_rank_min"": 0.5469070835240395, ""vwap_dev_max"": 1.8518568317655744, ""pull_idx"": 4, ""sweep_idx"": 0, ""retest_idx"": 10, ""trail_trigger"": 1.868687165868329, ""trail_lock"": 1.5068469473887998}"
105,200.78372118374472,False,扫单反转+突破回踩,双向,21.0,0.5714285714285714,1.3426679368841652,22.0,0.4090909090909091,1.334758665991527,7.371331816385641,3.6094002448556086,8.0,0.5,1.3425047632170128,1.6475608705514522,13.0,0.6153846153846154,1.342686377067815,6.906564553460683,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.1376778778792185, ""min_stop_pct"": 0.004948506659905221, ""max_hold"": 432, ""cooldown"": 38, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 28.27000925761101, ""rsi_long_min"": 45.89282040862124, ""rsi_long_max"": 67.13530467154557, ""relvol_min"": 0.9570763133951463, ""body_min"": 0.2525186265796361, ""close_loc_min"": 0.6566990970229329, ""wick_min"": 0.38462387585167634, ""eff_min"": 0.1615575001703127, ""chop_max"": 62.71903966034454, ""atr_rank_min"": 0.4400490806280759, ""vwap_dev_max"": 2.5556032207029267, ""pull_idx"": 8, ""sweep_idx"": 2, ""retest_idx"": 2, ""trail_trigger"": 1.798004404429303, ""trail_lock"": 1.6341030968987467}"
106,196.10895043278225,False,三结构组合,双向,16.0,0.5625,1.3579446214922872,22.0,0.3181818181818182,1.4366830443008825,0.362389411888294,2.460301448439661,5.0,0.6,1.1016484749215933,1.604556616928652,11.0,0.5454545454545454,1.4860842055963372,4.817034678787423,"{""family_mask"": 7, ""direction"": 0, ""rr"": 3.0, ""sl_atr"": 0.8183528313818403, ""min_stop_pct"": 0.004366223617077192, ""max_hold"": 576, ""cooldown"": 12, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 18.32598587578824, ""rsi_long_min"": 46.7028528618485, ""rsi_long_max"": 68.71589711360085, ""relvol_min"": 0.9138490214314974, ""body_min"": 0.2511300133237222, ""close_loc_min"": 0.7685398159575103, ""wick_min"": 0.665058921543503, ""eff_min"": 0.27733697586562717, ""chop_max"": 59.78164438960473, ""atr_rank_min"": 0.4248635732622569, ""vwap_dev_max"": 1.9947978644111073, ""pull_idx"": 3, ""sweep_idx"": 0, ""retest_idx"": 16, ""trail_trigger"": 1.870217932762509, ""trail_lock"": 1.5849709547395854}"
107,191.7587953434359,False,三结构组合,双向,23.0,0.5652173913043478,1.350413984965381,32.0,0.4375,1.386277297040879,11.47679879211205,5.1572538882185,6.0,0.5,1.3989694889336772,1.5763726698947644,17.0,0.5882352941176471,1.3389393324709007,8.178661825244598,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 2.2580133247616985, ""min_stop_pct"": 0.003128353032002674, ""max_hold"": 576, ""cooldown"": 34, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 25.387679642422825, ""rsi_long_min"": 55.745950698156946, ""rsi_long_max"": 65.75355883379876, ""relvol_min"": 0.7537370692903246, ""body_min"": 0.33653458687654736, ""close_loc_min"": 0.6783617676408589, ""wick_min"": 0.5677922776311182, ""eff_min"": 0.18253790009755028, ""chop_max"": 62.08032438772443, ""atr_rank_min"": 0.38811060999350433, ""vwap_dev_max"": 2.4106174262090607, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 12, ""trail_trigger"": 1.7268433998483548, ""trail_lock"": 1.6473753752188032}"
108,189.93919651010316,False,三结构组合,双向,17.0,0.5882352941176471,1.3073130942252595,29.0,0.41379310344827586,1.2482874173907939,4.9013061928769925,2.4158839052081595,8.0,0.5,1.282861421395505,1.3664094234453392,9.0,0.6666666666666666,1.323468123517434,5.96908775980879,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.07757554323265, ""min_stop_pct"": 0.004821483907145213, ""max_hold"": 432, ""cooldown"": 11, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 15.573263467796785, ""rsi_long_min"": 43.662525353939145, ""rsi_long_max"": 67.32548342547528, ""relvol_min"": 1.1848388656328184, ""body_min"": 0.4378863637454734, ""close_loc_min"": 0.6517109677388441, ""wick_min"": 0.3546001744329945, ""eff_min"": 0.3200078754350605, ""chop_max"": 52.94436003428003, ""atr_rank_min"": 0.4069354386978645, ""vwap_dev_max"": 1.8583175316022689, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 8, ""trail_trigger"": 1.7777294906029326, ""trail_lock"": 1.6094816299630978}"
109,189.6419104325413,False,扫单反转+突破回踩,双向,20.0,0.55,1.2990421896439317,37.0,0.3783783783783784,1.3517962899663414,1.5107543738457732,3.722619044522438,9.0,0.5555555555555556,1.2211017164011966,2.6114885614147543,11.0,0.5454545454545454,1.363981155649205,3.9501185953133433,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 0.906800524250961, ""min_stop_pct"": 0.0041715702631807345, ""max_hold"": 288, ""cooldown"": 13, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 16.245155427442093, ""rsi_long_min"": 55.73892090375825, ""rsi_long_max"": 73.50004307740035, ""relvol_min"": 1.1081265664147684, ""body_min"": 0.35610746121887293, ""close_loc_min"": 0.719207654973399, ""wick_min"": 0.3858960148001591, ""eff_min"": 0.3007029821512366, ""chop_max"": 46.5038656442192, ""atr_rank_min"": 0.3651632483621797, ""vwap_dev_max"": 2.4473270707273196, ""pull_idx"": 1, ""sweep_idx"": 1, ""retest_idx"": 2, ""trail_trigger"": 1.7871823541866185, ""trail_lock"": 1.5916925023066824}"
110,188.3481954349154,False,扫单反转+突破回踩,双向,16.0,0.5625,1.2531767830149538,11.0,0.45454545454545453,1.3489575369880176,6.207546648507252,4.4129447810345415,9.0,0.5555555555555556,1.2705885257991114,2.9072132551402596,7.0,0.5714285714285714,1.2314084826909777,2.3796204973300066,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.0666465938839795, ""min_stop_pct"": 0.004255654444365417, ""max_hold"": 288, ""cooldown"": 13, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 21.704872314495855, ""rsi_long_min"": 42.52984993595351, ""rsi_long_max"": 65.31436561598245, ""relvol_min"": 1.1559287951558983, ""body_min"": 0.2894854044849472, ""close_loc_min"": 0.8774411857169269, ""wick_min"": 0.3413505115445147, ""eff_min"": 0.3414956897724191, ""chop_max"": 55.15295583797234, ""atr_rank_min"": 0.6886699052665698, ""vwap_dev_max"": 2.3595456417272045, ""pull_idx"": 7, ""sweep_idx"": 2, ""retest_idx"": 13, ""trail_trigger"": 1.8657125512647377, ""trail_lock"": 1.5138937195045596}"
111,183.57515096252206,False,三结构组合,双向,15.0,0.5333333333333333,1.4870983694037228,25.0,0.48,1.5646538804217598,12.253103268916385,2.3800616766351457,6.0,0.5,1.264919919507022,0.945655521128739,9.0,0.5555555555555556,1.620306643493222,4.882113747024294,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 0.8470074317376532, ""min_stop_pct"": 0.0052753119274327725, ""max_hold"": 216, ""cooldown"": 59, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 26.01168575159617, ""rsi_long_min"": 42.03189181833192, ""rsi_long_max"": 70.77501275305906, ""relvol_min"": 1.480878130701984, ""body_min"": 0.4765660417869352, ""close_loc_min"": 0.6996280423267922, ""wick_min"": 0.5206413444219806, ""eff_min"": 0.21482689233459248, ""chop_max"": 56.06993620315667, ""atr_rank_min"": 0.573259179232487, ""vwap_dev_max"": 2.9495693006345416, ""pull_idx"": 6, ""sweep_idx"": 2, ""retest_idx"": 13, ""trail_trigger"": 1.8538806693640728, ""trail_lock"": 1.6953935050751279}"
112,179.10911054071283,False,扫单反转+突破回踩,双向,19.0,0.5263157894736842,1.4733620467366164,23.0,0.34782608695652173,1.427519818485709,3.0018306967821413,2.7176307616118827,6.0,0.5,1.5808129908105402,2.366352274962331,13.0,0.5384615384615384,1.4273016902061586,5.422443335449897,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 0.8327046062379311, ""min_stop_pct"": 0.0027983594199209065, ""max_hold"": 288, ""cooldown"": 51, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 24.258501955470567, ""rsi_long_min"": 53.42459897191313, ""rsi_long_max"": 67.01877348480832, ""relvol_min"": 0.7618638205914277, ""body_min"": 0.4588038718415161, ""close_loc_min"": 0.672817213852665, ""wick_min"": 0.6425246210241753, ""eff_min"": 0.385847180263719, ""chop_max"": 57.948627871949476, ""atr_rank_min"": 0.6100575342652232, ""vwap_dev_max"": 2.514874274353536, ""pull_idx"": 4, ""sweep_idx"": 1, ""retest_idx"": 15, ""trail_trigger"": 2.1408823597134035, ""trail_lock"": 1.919022943191679}"
113,177.6855613386437,False,三结构组合,双向,18.0,0.5555555555555556,1.3924657094660686,21.0,0.38095238095238093,1.3365500640828953,4.478105766138276,3.6458867997300297,8.0,0.5,1.3734966874175727,1.8154842538328706,10.0,0.6,1.4050023980520003,5.385734430274507,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 2.1642883620258653, ""min_stop_pct"": 0.004653008572950666, ""max_hold"": 288, ""cooldown"": 6, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 19.737851767891193, ""rsi_long_min"": 51.89459223252722, ""rsi_long_max"": 67.68808068961147, ""relvol_min"": 1.023565065921318, ""body_min"": 0.5196436833700437, ""close_loc_min"": 0.5874279517380006, ""wick_min"": 0.6005934142668523, ""eff_min"": 0.351041544857708, ""chop_max"": 50.36833308230316, ""atr_rank_min"": 0.3336347268394966, ""vwap_dev_max"": 2.7873102297271326, ""pull_idx"": 1, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.757968327408701, ""trail_lock"": 1.5398079909977918}"
114,176.99508750940487,False,扫单反转+突破回踩,双向,16.0,0.5625,1.3830698254760365,9.0,0.2222222222222222,1.1733549812345156,0.9745252826914259,2.389306090895677,6.0,0.5,1.5012675570755383,1.7959479333032962,10.0,0.6,1.3239574889391634,4.710358435563247,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.8919970219721813, ""min_stop_pct"": 0.005164684805726917, ""max_hold"": 432, ""cooldown"": 37, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 29.626687880369758, ""rsi_long_min"": 42.79625965931844, ""rsi_long_max"": 70.9759570436603, ""relvol_min"": 0.8731739289375331, ""body_min"": 0.5741674010476503, ""close_loc_min"": 0.8140637034432753, ""wick_min"": 0.357956457390349, ""eff_min"": 0.1662239576637361, ""chop_max"": 57.402843490666264, ""atr_rank_min"": 0.26894016345016725, ""vwap_dev_max"": 2.5606797618397783, ""pull_idx"": 8, ""sweep_idx"": 2, ""retest_idx"": 12, ""trail_trigger"": 1.7014486527077848, ""trail_lock"": 1.5618401285122305}"
115,175.0576459395691,False,三结构组合,双向,19.0,0.5263157894736842,1.476661177453282,20.0,0.5,1.39595370732569,11.046135429520806,3.4080069496648067,6.0,0.5,1.6420331806752173,2.1867007925912514,13.0,0.5384615384615384,1.405787638081959,4.361516559463021,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 2.3681401116855145, ""min_stop_pct"": 0.007400106518094064, ""max_hold"": 432, ""cooldown"": 50, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 16.651533734168552, ""rsi_long_min"": 55.63637689373401, ""rsi_long_max"": 65.53680614406548, ""relvol_min"": 1.0387755153121643, ""body_min"": 0.5464111039881183, ""close_loc_min"": 0.7817465441542244, ""wick_min"": 0.4981659836497645, ""eff_min"": 0.2133284095030742, ""chop_max"": 45.4911604315412, ""atr_rank_min"": 0.6586361749144413, ""vwap_dev_max"": 2.578932475179551, ""pull_idx"": 6, ""sweep_idx"": 0, ""retest_idx"": 6, ""trail_trigger"": 1.7372044907826372, ""trail_lock"": 1.5298410593545066}"
116,170.08119294603324,False,三结构组合,双向,17.0,0.5294117647058824,1.4679418665879758,16.0,0.3125,1.3875238734701507,1.4401433380582627,2.467441084552262,6.0,0.5,1.4676324576111508,1.7297615416637084,11.0,0.5454545454545454,1.4680586407547835,4.69760702608006,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.2, ""sl_atr"": 1.3058034664588365, ""min_stop_pct"": 0.0042995164877715035, ""max_hold"": 216, ""cooldown"": 56, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 2, ""adx_min"": 15.59668293985833, ""rsi_long_min"": 54.847805859817285, ""rsi_long_max"": 71.74089547752816, ""relvol_min"": 0.896776117533629, ""body_min"": 0.5805507349418241, ""close_loc_min"": 0.640726912319586, ""wick_min"": 0.53260163865646, ""eff_min"": 0.25561224109024133, ""chop_max"": 53.254552101430185, ""atr_rank_min"": 0.19121165662425793, ""vwap_dev_max"": 2.253679875974923, ""pull_idx"": 4, ""sweep_idx"": 2, ""retest_idx"": 14, ""trail_trigger"": 1.9455050754564387, ""trail_lock"": 1.72907617874408}"
117,167.96455895763364,False,流动性扫单反转,双向,20.0,0.55,1.398148866129749,13.0,0.38461538461538464,1.2218661971651723,5.990631498185244,2.6572601042196027,8.0,0.5,1.262493618941062,1.3944200059144363,12.0,0.5833333333333334,1.4756376205117483,7.078592692406073,"{""family_mask"": 2, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.1992922806551523, ""min_stop_pct"": 0.0030558729053432538, ""max_hold"": 576, ""cooldown"": 15, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 0, ""adx_min"": 25.32927050331855, ""rsi_long_min"": 52.09724866956034, ""rsi_long_max"": 68.7443310905624, ""relvol_min"": 0.7763202453370015, ""body_min"": 0.49614351396666756, ""close_loc_min"": 0.5816559397630181, ""wick_min"": 0.33177070981670864, ""eff_min"": 0.38503643126250675, ""chop_max"": 65.68849604862447, ""atr_rank_min"": 0.3922610217856035, ""vwap_dev_max"": 2.021893517190863, ""pull_idx"": 4, ""sweep_idx"": 0, ""retest_idx"": 13, ""trail_trigger"": 1.9596898141941679, ""trail_lock"": 1.6106191393614815}"
118,167.96271768432007,False,流动性扫单反转,双向,15.0,0.6,1.563212416690091,9.0,0.4444444444444444,1.8350663902587045,13.523468467474883,3.9831815694074733,5.0,0.4,1.7112736935922217,0.5610276549447866,10.0,0.7,1.5334584229266084,10.025100797442505,"{""family_mask"": 2, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.0323183735011185, ""min_stop_pct"": 0.0030573167034191324, ""max_hold"": 288, ""cooldown"": 27, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 0, ""adx_min"": 17.721435139949477, ""rsi_long_min"": 44.36390438397012, ""rsi_long_max"": 67.49943931093395, ""relvol_min"": 0.7934963686393233, ""body_min"": 0.4800409312150051, ""close_loc_min"": 0.7791061448873365, ""wick_min"": 0.307349658475454, ""eff_min"": 0.39659876238021985, ""chop_max"": 58.79950798606531, ""atr_rank_min"": 0.6875260131599387, ""vwap_dev_max"": 1.8963720624317224, ""pull_idx"": 7, ""sweep_idx"": 0, ""retest_idx"": 2, ""trail_trigger"": 2.2132884151376073, ""trail_lock"": 1.5556955326185025}"
119,167.28618497270958,False,扫单反转+突破回踩,双向,17.0,0.5294117647058824,1.4678008189350231,12.0,0.25,1.2502655478181088,0.04236648277673738,3.6055524271962973,6.0,0.5,1.467488483719228,1.6850235572529788,11.0,0.5454545454545454,1.4679441841290821,4.575442041373413,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.6, ""sl_atr"": 2.0067752562196404, ""min_stop_pct"": 0.004979926531511163, ""max_hold"": 432, ""cooldown"": 53, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 23.924786868122112, ""rsi_long_min"": 53.517747868651966, ""rsi_long_max"": 71.38136447860265, ""relvol_min"": 0.8992768196765142, ""body_min"": 0.5461806520944159, ""close_loc_min"": 0.8414037174309489, ""wick_min"": 0.3974266182000245, ""eff_min"": 0.25914225337225993, ""chop_max"": 50.56920578100069, ""atr_rank_min"": 0.6324023046717787, ""vwap_dev_max"": 2.254043306555074, ""pull_idx"": 5, ""sweep_idx"": 0, ""retest_idx"": 14, ""trail_trigger"": 1.8945205847022013, ""trail_lock"": 1.6468447606992378}"
120,164.6812235782183,False,三结构组合,双向,17.0,0.5294117647058824,1.466822782339821,27.0,0.48148148148148145,1.2889248888283176,9.88449217487141,5.0097433252919945,6.0,0.5,1.4664137364347167,1.7518297083546763,11.0,0.5454545454545454,1.4669901812430919,4.761899144495718,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 1.2795904823173498, ""min_stop_pct"": 0.003975662914758119, ""max_hold"": 576, ""cooldown"": 16, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 2, ""adx_min"": 19.51255981296942, ""rsi_long_min"": 51.38365809902556, ""rsi_long_max"": 72.0472562372243, ""relvol_min"": 1.357555580323042, ""body_min"": 0.256996164488165, ""close_loc_min"": 0.6253635583673278, ""wick_min"": 0.539584567657599, ""eff_min"": 0.28040849587271255, ""chop_max"": 56.3008516143709, ""atr_rank_min"": 0.6819025702045327, ""vwap_dev_max"": 1.8833609659039934, ""pull_idx"": 3, ""sweep_idx"": 2, ""retest_idx"": 13, ""trail_trigger"": 1.7995168558337415, ""trail_lock"": 1.7328178054559231}"
121,147.03840738230792,False,扫单反转+突破回踩,双向,16.0,0.5625,1.6980640628971972,12.0,0.3333333333333333,1.8190040588519387,9.359839013185498,2.7852882973388073,7.0,0.42857142857142855,1.7476015924966297,1.5377205312298052,9.0,0.6666666666666666,1.6751740469332104,8.696159458351321,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.9546450658501504, ""min_stop_pct"": 0.00422455925390987, ""max_hold"": 576, ""cooldown"": 42, ""session_start"": 4, ""session_end"": 16, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 22.55871886361627, ""rsi_long_min"": 42.485099287407984, ""rsi_long_max"": 72.16863521142788, ""relvol_min"": 0.9870316337280576, ""body_min"": 0.3918137434393747, ""close_loc_min"": 0.8443052666891142, ""wick_min"": 0.3181953814212006, ""eff_min"": 0.2882771758351327, ""chop_max"": 58.83608647902837, ""atr_rank_min"": 0.6003037647228967, ""vwap_dev_max"": 2.990771608651151, ""pull_idx"": 2, ""sweep_idx"": 0, ""retest_idx"": 12, ""trail_trigger"": 2.238165756249254, ""trail_lock"": 1.8155865471082073}"
122,146.30498123380931,False,扫单反转+突破回踩,双向,15.0,0.5333333333333333,1.4585073794262597,26.0,0.34615384615384615,1.3756989555112389,0.058408747810870576,3.2815323851553626,8.0,0.5,1.3756055408769965,1.8794289179810941,7.0,0.5714285714285714,1.541322577942715,3.9607431421113883,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.8, ""sl_atr"": 0.9624448239489946, ""min_stop_pct"": 0.003987030308643318, ""max_hold"": 432, ""cooldown"": 51, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""htf_mode"": 1, ""adx_min"": 22.18175534747612, ""rsi_long_min"": 49.934870175287, ""rsi_long_max"": 73.14230706574934, ""relvol_min"": 1.2393398065581107, ""body_min"": 0.41460753777985904, ""close_loc_min"": 0.683964034862787, ""wick_min"": 0.2784187805389855, ""eff_min"": 0.40842289294766426, ""chop_max"": 65.55181304831709, ""atr_rank_min"": 0.466230858710425, ""vwap_dev_max"": 1.223238201958384, ""pull_idx"": 5, ""sweep_idx"": 0, ""retest_idx"": 5, ""trail_trigger"": 2.083517099072513, ""trail_lock"": 1.9727151865606505}"
123,141.79721269647888,False,三结构组合,双向,19.0,0.5789473684210527,1.2996471919683847,24.0,0.375,1.3731572090211113,4.441889293138432,3.628942944297491,8.0,0.5,1.2809800723862335,1.3589257051786543,11.0,0.6363636363636364,1.3102434455133616,6.254607020550386,"{""family_mask"": 7, ""direction"": 0, ""rr"": 2.0, ""sl_atr"": 1.3941961126080138, ""min_stop_pct"": 0.004794371751575077, ""max_hold"": 288, ""cooldown"": 14, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""htf_mode"": 1, ""adx_min"": 18.165707324591757, ""rsi_long_min"": 53.321181989679985, ""rsi_long_max"": 73.69283577898365, ""relvol_min"": 0.9014263453118366, ""body_min"": 0.2691166510157057, ""close_loc_min"": 0.8254287514867751, ""wick_min"": 0.36837677580380535, ""eff_min"": 0.31010039489581576, ""chop_max"": 58.37641254201459, ""atr_rank_min"": 0.5230534607237474, ""vwap_dev_max"": 2.7208873668542335, ""pull_idx"": 6, ""sweep_idx"": 1, ""retest_idx"": 6, ""trail_trigger"": 1.7232736217587554, ""trail_lock"": 1.5165937860727485}"
124,139.31918485535647,False,扫单反转+突破回踩,双向,16.0,0.5625,1.359833595950785,14.0,0.35714285714285715,1.4445167439762723,4.7403630110380215,4.014741075473859,6.0,0.5,1.404539355399018,1.6236490452100656,10.0,0.6,1.3374209482843544,5.386117839439553,"{""family_mask"": 6, ""direction"": 0, ""rr"": 2.4, ""sl_atr"": 1.494042153666007, ""min_stop_pct"": 0.0029656993996054716, ""max_hold"": 288, ""cooldown"": 20, ""session_start"": 6, ""session_end"": 12, ""weekday_mask"": 127, ""htf_mode"": 0, ""adx_min"": 22.32775738477569, ""rsi_long_min"": 48.7612099516095, ""rsi_long_max"": 72.87862602515827, ""relvol_min"": 0.8320813760583053, ""body_min"": 0.2766702441849209, ""close_loc_min"": 0.6448974612168772, ""wick_min"": 0.33392433841626895, ""eff_min"": 0.231332217966392, ""chop_max"": 48.91606319238353, ""atr_rank_min"": 0.6121309434848984, ""vwap_dev_max"": 2.760610324326473, ""pull_idx"": 2, ""sweep_idx"": 1, ""retest_idx"": 17, ""trail_trigger"": 1.9050791391494557, ""trail_lock"": 1.854616203998918}"
