expert_a,tier_a,expert_b,tier_b,signal_overlap,loss_overlap,return_correlation,compatible
区间扫低立即收回多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
区间扫低立即收回多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
区间扫低立即收回多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
区间扫低立即收回多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,扫低后确认K多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,扫高后确认K空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,区间二次测试不破多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,区间二次测试不破空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,扫低后站回VWAP多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
区间扫高立即跌回空头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,扫高后确认K空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,区间二次测试不破多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,区间二次测试不破空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,扫低后站回VWAP多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
扫低后确认K多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,区间二次测试不破多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,区间二次测试不破空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,扫低后站回VWAP多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
扫高后确认K空头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,区间二次测试不破空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,扫低后站回VWAP多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,扫低后站回VWAP多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
区间二次测试不破空头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,扫高后跌破VWAP空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
扫低后站回VWAP多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC弱于ETH背离修复多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
扫高后跌破VWAP空头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,BTC强于ETH背离修复空头,CANDIDATE,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
BTC弱于ETH背离修复多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,压缩后首次放量突破多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
BTC强于ETH背离修复空头,CANDIDATE,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,压缩后首次放量突破空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,向下假突破回区间多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
压缩后首次放量突破空头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,向上假突破回区间空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
向下假突破回区间多头,REJECTED,跨资产背离后VWAP收回多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,资金费率极端回归多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,资金费率极端回归空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,合约溢价极端修复多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,合约溢价极端修复空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,欧美开盘区间突破多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,欧美开盘区间突破空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,BTC强于ETH且溢价回落空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,BTC强于ETH且主动卖盘空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,BTC强于ETH欧美盘修复空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,ETH先跌BTC滞后补跌空头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,BTC弱于ETH且溢价回升多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,ETH先涨BTC滞后补涨多头,REJECTED,0.0,0.0,0.0,True
向上假突破回区间空头,REJECTED,跨资产背离后VWAP失守空头,REJECTED,0.0,0.0,0.0,True
