channel_id,channel_label,profile,is_baseline,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R,best_10pct_removed_net_R,checks_passed,checks_total,historical_research_gate_pass
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,baseline_1h_shared_v10_6,True,9,6,3,0.6666666666666666,2.0891149352430385,1.128264463625512,1.8516181290776232,3.703236258155246,9.149896220581692,3.3847933908765366,1.016655135620188,2.1681856360704774,6.757517332065313,5,6,False
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,False,93,29,64,0.3118279569892473,1.8596422746277539,1.124906073205747,1.6531533777999459,0.7490851243156005,-18.064362720962936,22.17676808106995,-0.19424045936519285,-1.0993270155059258,-37.25263856623255,1,6,False
mtf_4h_1h_direct_rr2_0,实验A·4H趋势+1H回踩/突破直接成交 RR2.0,mtf_4h_1h_direct,False,106,32,74,0.3018867924528302,1.865004621650026,1.1137230187515605,1.674567724873481,0.7241373945398837,-22.735355494814655,28.837652371064408,-0.21448448580013826,-1.0895195819749466,-43.79460460982216,1,6,False
