channel_id,channel_label,profile,direction_scope,source_component_id,source_component_label,reward_risk_target,stop_atr_multiple,max_holding_hours,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_price,target_price,exit_price,stop_distance,gross_r,fee_r,net_r,win,exit_reason,holding_5m_bars,signal_atr,signal_adx,signal_rsi,signal_plus_di,signal_minus_di,signal_ema_separation_atr,signal_ema_slope_3_atr,signal_volume_ratio,signal_clv,signal_channel_width_atr,signal_adx_change_3,signal_ema50_slope_6_atr,signal_price_extension_ema20_atr,signal_atr_ratio,signal_trend_age,month,phase,is_baseline,setup_type,trigger_type,setup_time_utc,mfe_R,mae_R,bars_to_mfe,bars_to_mae
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-04T17:00:00+00:00,2026-01-04T17:00:00+00:00,2026-01-04T19:10:00+00:00,1,91282.5,90879.28447925301,92088.93104149397,90879.08447925301,403.21552074698445,-1.0004960126525724,0.2258861267812635,-1.226382139433836,False,STOP,26,322.57241659758756,45.65526245269838,59.80629440839665,26.49248037301755,11.42181877347568,1.8948782706657101,0.23005856276433942,0.6086245094981675,0.32953509571560996,5.601222879059757,-1.624163909276902,0.6539199130638385,0.6249740563499316,0.0035337893172891956,29.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,EMA9_RECLAIM,2026-01-04T15:00:00+00:00,0.30107968010530034,1.2211831506083628,8,26
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-04T21:15:00+00:00,2026-01-04T21:15:00+00:00,2026-01-05T00:05:00+00:00,1,91312.3,90922.46554982157,92091.96890035686,92091.76890035687,389.83445017843076,1.999486961709243,0.23523327506895708,1.764253686640286,True,TARGET,34,311.8675601427446,38.30418566790882,58.25209818588719,23.331471443522283,18.335527501410674,1.744701855979873,0.07071198584032762,0.43063781733858314,0.8517857142856623,3.7964833516447576,-6.929221021868081,0.5693940488893701,0.49020811388812024,0.003416756889197966,33.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,EMA9_RECLAIM,2026-01-04T21:00:00+00:00,2.0424054355267196,0.5274033629041786,34,13
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-05T00:15:00+00:00,2026-01-05T00:15:00+00:00,2026-01-05T01:10:00+00:00,1,91866.59999999999,91479.2043961217,92641.39120775656,92641.19120775656,387.3956038782861,1.9994837318802887,0.23813872609887196,1.7613450057814168,True,TARGET,11,309.9164831026289,34.170067554686774,62.715963564326785,24.798819864340217,15.528340500745212,1.6505117672709473,0.16223631599406046,1.3943005453358888,0.8189119170984607,3.1931183204356546,-4.134118113222044,0.5162637961927343,1.0447985751336881,0.0033871727421156393,36.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_HIGH_BREAK,2026-01-05T00:00:00+00:00,2.676075798541398,0.5178169240738643,11,2
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-05T15:45:00+00:00,2026-01-05T15:45:00+00:00,2026-01-05T17:30:00+00:00,1,93805.3,93212.38200845094,94991.13598309814,93212.18200845094,592.9179915490691,-1.0003373147768262,0.15770940051915563,-1.158046715295982,False,STOP,21,474.3343932392553,35.492634212909486,70.2884800960606,31.750082533892293,15.10230150071227,1.75099374915089,0.41072584397429923,2.91386657276454,0.7967320772418116,5.4653426716463755,-1.9938564774527947,0.7737664878235605,2.0008207445082884,0.005079070491907648,51.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_HIGH_BREAK,2026-01-05T15:00:00+00:00,0.4035971304814061,1.0191965982027242,8,21
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-06T11:15:00+00:00,2026-01-06T11:15:00+00:00,2026-01-06T16:25:00+00:00,1,93742.7,93198.38051974754,94831.33896050492,93198.18051974755,544.3194802524579,-1.0003674312738149,0.17171981465098726,-1.1720872459248022,False,STOP,62,435.4555842019663,26.65627020569292,53.76978233861507,22.5190639043404,17.81663734979035,1.62191185229643,-0.07172104650914089,0.40232448693513,0.6767522022213827,5.487126785568546,-4.718129001933786,0.41009508390728294,0.11783108137361908,0.00465547155705289,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,EMA9_RECLAIM,2026-01-06T11:00:00+00:00,1.2358550895293987,1.0796967981513708,38,62
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-07T02:45:00+00:00,2026-01-07T02:45:00+00:00,2026-01-07T09:20:00+00:00,1,92890.8,92040.1217683453,94592.15646330941,92039.9217683453,850.6782316547044,-1.0002351065215422,0.1086960468052801,-1.1089311533268222,False,STOP,79,680.5425853237635,19.845230843382005,43.14065144762882,23.27159216260319,26.9005951570393,0.24707353495485235,-0.06842473160726617,0.8037510136975432,0.1953220457322313,4.711534691799737,-3.0516898293588675,0.043115351997376844,0.8998103873827065,0.007364725177383685,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_HIGH_BREAK,2026-01-07T00:00:00+00:00,0.2224107693833578,1.0060208056991606,8,79
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-14T15:15:00+00:00,2026-01-14T15:15:00+00:00,2026-01-15T02:40:00+00:00,1,96900.2,96101.64075504038,98497.31848991923,96101.44075504038,798.5592449596172,-1.0002504510482564,0.12084365810879844,-1.1210941091570548,False,STOP,137,638.8473959676937,54.92666880128358,72.06646071638639,39.601637701918165,7.63400882026769,1.8698451450297517,0.4046173940240389,4.094701323126469,0.8196578402528053,5.830813467365799,0.0124311953887144,0.6981705073252431,2.5897363464034537,0.006623680867273831,35.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_HIGH_BREAK,2026-01-14T15:00:00+00:00,1.2922021835113704,1.0729322907573764,60,137
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-15T09:30:00+00:00,2026-01-15T09:30:00+00:00,2026-01-15T14:45:00+00:00,1,96700.59999999999,95944.21187829658,98213.3762434068,95944.01187829659,756.3881217034067,-1.000264414517175,0.1273450800922519,-1.127609494609427,False,STOP,63,605.1104973627254,35.68890116289825,57.608659092795236,22.003767478363972,16.444835796203993,1.8453577977138431,0.10941280997077224,0.37950735665351953,0.8779272546088672,5.435536177830342,-5.70753193772746,0.5255101099233508,0.5088801001597828,0.006264330246559651,3.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_HIGH_BREAK,2026-01-15T08:00:00+00:00,0.6007497830302881,1.2361378678109591,6,63
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_long,实验B·4H趋势+1H确认+15M精确成交 RR2.0·多头组件,2.0,1.25,48,2026-01-15T17:30:00+00:00,2026-01-15T17:30:00+00:00,2026-01-15T18:45:00+00:00,1,96685.09999999999,95821.8001448518,98411.69971029637,95821.6001448518,863.2998551481883,-1.0002316692152826,0.1114946904003635,-1.1117263596156461,False,STOP,15,690.6398841185506,27.901729531879283,54.38692046742253,16.333900904762974,19.491344532616825,1.3169239031827884,0.0009214685402255006,1.8856739654309704,0.5927934908949997,3.660952774580856,-4.15516965034989,0.4050964105571919,0.279028117263907,0.007143217945740646,11.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,EMA9_RECLAIM,2026-01-15T16:00:00+00:00,0.4199004527086249,1.1410867198986099,3,15
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-21T07:45:00+00:00,2026-01-21T07:45:00+00:00,2026-01-21T14:35:00+00:00,-1,89181.1,89912.78945612306,87717.72108775389,89912.98945612306,731.6894561230583,-1.0002733400055495,0.12238394851626941,-1.122657288521819,False,STOP,82,585.3515648984467,48.13967803526032,41.903679148834996,18.265576796333843,25.44182137980151,2.2274878250285575,-0.11280541742310418,0.5367724634766249,0.6417021276595869,6.197813788418618,-6.666276543883832,-0.8049412634008555,0.3812951163062795,0.006531600261759267,56.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-21T07:00:00+00:00,1.4642824097492757,1.0727228517940905,54,82
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-21T17:15:00+00:00,2026-01-21T17:15:00+00:00,2026-01-21T18:50:00+00:00,-1,87279.2,88279.86540729145,85277.86918541709,88280.06540729145,1000.665407291451,-1.0001998670070358,0.08772126233607201,-1.0879211293431077,False,STOP,19,800.5323258331607,35.989829629970686,33.778039537465844,20.873980761527317,36.54876640191288,1.4199766436486805,-0.08542148518657737,3.8047837165740113,0.9912060301507538,3.51303739929937,-5.357124086839761,-0.5098978377883479,2.177548683943148,0.0091424314554684,1.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-21T17:00:00+00:00,0.06355770823750212,1.2648583540285738,1,19
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-22T03:00:00+00:00,2026-01-22T03:00:00+00:00,2026-01-23T17:30:00+00:00,-1,89901.7,90900.3297414529,87904.4405170942,90900.52974145289,998.6297414528951,-1.0002002744277445,0.09052515774185024,-1.0907254321695947,False,STOP,462,798.9037931623161,20.931830485379535,52.38689716819531,24.819794940914814,23.013204737626666,0.7761375495205409,0.17008392679020334,0.41097735828328863,0.8157441103236953,4.248321298570214,-4.638774229310165,-0.10724297963021387,0.4273928212164442,0.008886404868003935,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-22T00:00:00+00:00,1.438070528432916,1.0681636603853468,151,462
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-24T07:30:00+00:00,2026-01-24T07:30:00+00:00,2026-01-25T08:40:00+00:00,-1,89562.6,90086.02368437129,88515.75263125742,88515.95263125742,523.4236843712903,1.9996179003626264,0.17010937596868228,1.8295085243939442,True,TARGET,302,418.7389474970322,13.411398213954485,49.83260133605732,18.689296418700522,21.320812539307298,0.0976404358831526,0.06702814318420922,0.2020314745014428,0.9860907759883302,6.364347085289667,-2.4010377049441978,0.0046851998995514005,0.052879549049331565,0.004672779074068234,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-24T07:00:00+00:00,2.2975651196305864,0.20060230963014336,302,4
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-26T13:00:00+00:00,2026-01-26T13:00:00+00:00,2026-01-26T14:45:00+00:00,-1,87761.90000000001,88339.06501793349,86607.56996413304,88339.26501793349,577.1650179334863,-1.0003465213479323,0.15255703269097623,-1.1529035540389085,False,STOP,21,461.732014346789,29.23564993210679,48.65854826187208,18.482540023869113,21.951717872777326,1.0120836173291368,0.055630720498356066,0.26339717208091235,0.7158855246785464,5.1724808455803615,-5.227339355406997,-0.22053033823431414,0.06189578717501329,0.0052611778244457345,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,EMA9_REJECT,2026-01-26T10:00:00+00:00,0.6076251836185038,1.278837034584538,19,21
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-27T09:15:00+00:00,2026-01-27T09:15:00+00:00,2026-01-27T16:10:00+00:00,-1,87969.40000000001,88547.03173816486,86814.13652367031,88547.23173816486,577.6317381648499,-1.0003462413624251,0.15279339765761704,-1.1531396390200421,False,STOP,83,462.10539053187995,27.672446451349515,49.62276404312071,22.11677499563041,14.955806980025146,0.014621992601635804,0.025241844813510935,0.4861107920960368,0.8100142045454585,4.378438428669268,-0.4620115740701429,0.10707316867326157,0.1387568489429736,0.0052430054237059135,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-27T09:00:00+00:00,0.7606922732396825,1.039762811351246,70,83
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-01-31T07:45:00+00:00,2026-01-31T07:45:00+00:00,2026-01-31T14:30:00+00:00,-1,83442.3,84209.97539794004,81906.94920411993,81907.14920411992,767.675397940038,1.9997394732193667,0.10769489920337079,1.892044574015996,True,TARGET,81,614.1403183520304,39.915859276779926,46.963987830810076,10.439636154490097,24.743263293924354,1.2682312896920018,0.03138339992207883,0.4204299160972352,0.6628696073679015,4.505485012651348,-0.7788539770511278,-0.2909341924298027,0.1391668881987689,0.007333973237735184,0.0,2026-01,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-01-31T07:00:00+00:00,2.9775605759070363,0.20282009872636114,81,4
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-02-01T14:00:00+00:00,2026-02-01T14:00:00+00:00,2026-02-01T22:00:00+00:00,-1,78280.6,79263.06198389921,76315.67603220159,76315.87603220159,982.461983899211,1.9997964297822393,0.07867809572571788,1.9211183340565214,True,TARGET,96,785.9695871193687,58.26454196074318,36.64745292925853,8.717559166402644,27.8479421075873,2.2618060456788713,-0.2545826526320514,0.37896630698811,0.7744980264287029,6.370348270536292,-1.6126815758434176,-0.786327106998773,0.9510875955187305,0.010040400598351429,31.0,2026-02,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-02-01T11:00:00+00:00,2.0084237683871935,0.22331652887904724,96,11
mtf_4h_1h_15m_precision_rr2_0,实验B·4H趋势+1H确认+15M精确成交 RR2.0,mtf_4h_1h_15m_precision,BOTH,mtf_4h_1h_15m_precision_rr2_0_short,实验B·4H趋势+1H确认+15M精确成交 RR2.0·空头组件,2.0,1.25,48,2026-02-02T03:15:00+00:00,2026-02-02T03:15:00+00:00,2026-02-02T08:20:00+00:00,-1,75842.6,77149.9695190846,73227.86096183083,77150.1695190846,1307.3695190845867,-1.000152978937539,0.058511678330319845,-1.0586646572678589,False,STOP,61,1045.8956152676694,50.69919737816176,35.13821675332544,11.343380431215527,23.199276003752736,1.5883605281456163,-0.19059619851340315,0.9210696191192006,0.9611831586427456,3.394220176639206,-4.431915288866122,-0.607666478855021,1.21541647752498,0.013681280874481595,44.0,2026-02,evaluation_2026_h1,False,PULLBACK_END,LOCAL_LOW_BREAK,2026-02-02T03:00:00+00:00,0.9848783998739519,1.0059894932542814,6,61
