expert,family,policy_key,tier,month,raw_candidates,model_available,calibration_month,calibration_rows,calibration_brier,meta_brier,avg_win_r,avg_loss_r,sample_uncertainty_penalty,calibration_mean,calibration_utility_mean,eval_mean,eval_utility_mean,after_rank,meta_support,meta_neutral,meta_reject,after_soft_meta,after_positive_utility,after_cap
趋势回踩重新站稳多头,趋势回踩,e024946a7a7bbea6,CANDIDATE,2026-03,358,True,2026-02,165.0,0.18096755847914378,0.18317711882789922,1.7127982142772624,0.9721028173237822,0.042817441928883766,0.2424235601052774,-0.40655174081881584,0.23772987684952943,-0.4160686053342637,83.0,0.0,0.0,83.0,0.0,0.0,0.0
趋势回踩重新站稳多头,趋势回踩,e024946a7a7bbea6,CANDIDATE,2026-04,404,True,2026-03,358.0,0.15662429085400684,0.15828896169332796,1.7158315935606823,0.9679428275076318,0.02906840324199295,0.198274951577338,-0.5044321092335036,0.20096526663197983,-0.49888998438365106,77.0,0.0,0.0,77.0,0.0,0.0,0.0
趋势回踩重新站稳多头,趋势回踩,e024946a7a7bbea6,CANDIDATE,2026-05,269,True,2026-04,404.0,0.14957127777241241,0.1507664222854414,1.7125125586776835,1.0019367275623101,0.027363522730774706,0.1856364878295121,-0.5640825177636694,0.16710490697246963,-0.6021689272398273,31.0,0.0,0.0,31.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-05,263,True,2025-04,117.0,0.1468899594660899,0.14720868108433824,1.7550500788417271,0.9098097988107887,0.05084751798731267,0.1794892596835189,-0.5206721474006233,0.16737626690078192,-0.54493876474087,15.0,0.0,0.0,15.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-06,188,True,2025-05,263.0,0.23785231724397168,0.2382247673797373,1.714714116343996,0.8716966009094019,0.03391445287880141,0.3916488956686067,0.05861090360462586,0.3851294053678805,0.0458969078479645,19.0,0.0,19.0,0.0,19.0,19.0,2.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-07,87,True,2025-06,188.0,0.19457260019407718,0.19481367075546802,1.7154474394804586,0.8361229004279803,0.040112872661921005,0.26595769391798263,-0.24172410261977229,0.2567786111416626,-0.2592188587570618,4.0,0.0,0.0,4.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-08,327,True,2025-07,87.0,0.1495307239223443,0.150059342299882,1.508628125218379,0.8091292062799713,0.058966189416078715,0.18398908087808458,-0.48037676437533344,0.17424467126370957,-0.49730722167559954,30.0,0.0,0.0,30.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-09,226,True,2025-08,327.0,0.1500205436733176,0.15155079416743958,1.689464386267075,0.8807241491292832,0.03041506949851321,0.18654849191229653,-0.47041377124851624,0.16461737816493455,-0.5132575131212497,6.0,0.0,0.0,6.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-10,294,True,2025-09,226.0,0.12535951615814975,0.1300292333155043,1.5174599272771792,0.8689097959232399,0.03658545578807566,0.1549158542133652,-0.5712423145240495,0.15531608567448196,-0.5698047258393706,28.0,0.0,0.0,28.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-11,347,True,2025-10,294.0,0.20093987253160547,0.20101059202583912,1.7157418584677637,0.8726589938132198,0.032076651393589235,0.2789122286425587,-0.22759213800246347,0.2796621613064262,-0.22613363966963235,53.0,0.0,0.0,53.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2025-12,446,True,2025-11,347.0,0.18880704472646087,0.18904638161008247,1.7293020212822887,0.8549480252525197,0.029525546990226047,0.2536030875099096,-0.27249527114368494,0.26032574791280183,-0.25930433749668497,93.0,0.0,0.0,93.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2026-01,350,True,2025-12,446.0,0.10633324098645289,0.10635628292678248,1.7146325547214905,0.7771004689426301,0.026043254809570815,0.12115524684291376,-0.5339100069812038,0.1213286972545663,-0.5333465334056174,34.0,0.0,0.0,34.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2026-02,348,True,2026-01,350.0,0.20458795881383976,0.20511128785086052,1.6177656409828913,0.8943442993031524,0.029398736610366683,0.28856364594648426,-0.2440036594107589,0.29864525524816465,-0.22498611718878186,75.0,0.0,0.0,75.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2026-03,239,True,2026-02,348.0,0.2094693809617368,0.20914607064782137,1.6661884200547683,0.8983456174218848,0.029483094708039358,0.29885141832674433,-0.2071805830959273,0.3024043885343271,-0.19974948600969344,49.0,0.0,0.0,49.0,0.0,0.0,0.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2026-04,187,True,2026-03,239.0,0.21004550587334167,0.2137954533086468,1.714467845442116,0.9657646805840221,0.035576542504423304,0.3138511666683107,-0.20598279236956896,0.27691964088648874,-0.28260743958237383,14.0,0.0,14.0,0.0,14.0,1.0,1.0
趋势反抽失败空头,趋势回踩,da51c7f197a1b096,CANDIDATE,2026-05,299,True,2026-04,187.0,0.20057565515749431,0.2004935132417313,1.7144996796954237,0.8417731791413547,0.040219983326992184,0.27807578380925624,-0.21592657153188974,0.2824401581889627,-0.20802260165267727,57.0,0.0,0.0,57.0,0.0,0.0,0.0
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-05,3,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-06,1,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-07,0,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-08,0,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-09,0,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-10,1,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-11,2,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2025-12,2,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2026-01,0,False,,,,,,,,,,,,,,,,,,
EMA21回踩收回多头,均线回踩,57c6d8ed313f7b81,REJECTED,2026-02,1,False,,,,,,,,,,,,,,,,,,
