expert_id,expert,family,rank,selected,policy_key,tier,eligible,reasons,score,cluster_robust,cluster_positive_share,cluster_signal_consensus,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,shrunk_win_rate,wilson_lower,active_months,positive_months,worst_month_R,max_single_month_profit_share,max_trades_single_month
0,趋势回踩重新站稳多头,趋势回踩,1,True,e024946a7a7bbea6,CANDIDATE,False,总交易不足|活跃月份不足|收缩后胜率不足|利润过度集中,115.83145477323927,True,0.8333333333333334,0.6499999999999999,4,2,0.5,1.7126012590423616,0.7357114230102177,2.327816594222673,2.327816594222673,1.9537796720642875,1.4714228460204355,0.48844491801607187,0.5,0.276393202250021,2,2,0.0,0.8764831981350861,3
0,趋势回踩重新站稳多头,趋势回踩,2,False,4f78680cc446fc4d,CANDIDATE,False,总交易不足|活跃月份不足|收缩后胜率不足|利润过度集中,115.83145477323927,True,0.8333333333333334,0.6499999999999999,4,2,0.5,1.7126012590423616,0.7357114230102177,2.327816594222673,2.327816594222673,1.9537796720642875,1.4714228460204355,0.48844491801607187,0.5,0.276393202250021,2,2,0.0,0.8764831981350861,3
0,趋势回踩重新站稳多头,趋势回踩,3,False,1b33e623d700f1dd,CANDIDATE,False,总交易不足|活跃月份不足|正收益月份不足|收缩后胜率不足|盈利因子不足|利润过度集中,97.11224276860715,True,1.0,0.8666666666666667,3,1,0.3333333333333333,1.7124550554222264,0.7357114230102177,2.327617870082253,1.1638089350411265,0.24103220940179093,1.4714228460204355,0.08034406980059698,0.45454545454545453,0.13564322306091547,2,1,-1.4714228460204355,1.0,2
0,趋势回踩重新站稳多头,趋势回踩,4,False,cf61261d0d156ada,CANDIDATE,False,总交易不足|活跃月份不足|正收益月份不足|收缩后胜率不足|盈利因子不足|利润过度集中,97.11224276860715,True,1.0,0.8666666666666667,3,1,0.3333333333333333,1.7124550554222264,0.7357114230102177,2.327617870082253,1.1638089350411265,0.24103220940179093,1.4714228460204355,0.08034406980059698,0.45454545454545453,0.13564322306091547,2,1,-1.4714228460204355,1.0,2
0,趋势回踩重新站稳多头,趋势回踩,5,False,b64115b0307570f8,REJECTED,False,总交易不足,28.06783224570563,True,1.0,0.9,2,1,0.5,1.7124550554222264,0.7575122510686786,2.2606301785962395,2.2606301785962395,0.9549428043535478,0.7575122510686786,0.4774714021767739,0.5,0.21132486540518713,2,1,-0.7575122510686786,1.0,1
0,趋势回踩重新站稳多头,趋势回踩,6,False,d86f5e691767a819,REJECTED,False,总交易不足,28.06783224570563,True,1.0,0.9,2,1,0.5,1.7124550554222264,0.7575122510686786,2.2606301785962395,2.2606301785962395,0.9549428043535478,0.7575122510686786,0.4774714021767739,0.5,0.21132486540518713,2,1,-0.7575122510686786,1.0,1
0,趋势回踩重新站稳多头,趋势回踩,7,False,12eff90a29076783,REJECTED,False,盈利因子不足|累计净R不足|最差月份亏损过大,-11.366987758482718,False,0.3333333333333333,0.6499999999999999,4,1,0.25,1.7124550554222264,1.2857499935704115,1.3318724977527656,0.44395749925092187,-2.144794925289008,3.857249980711235,-0.536198731322252,0.4166666666666667,0.1,2,1,-3.857249980711235,1.0,3
0,趋势回踩重新站稳多头,趋势回踩,8,False,61a9c4464c24f1aa,REJECTED,False,盈利因子不足|累计净R不足|最差月份亏损过大,-11.366987758482718,False,0.3333333333333333,0.6499999999999999,4,1,0.25,1.7124550554222264,1.2857499935704115,1.3318724977527656,0.44395749925092187,-2.144794925289008,3.857249980711235,-0.536198731322252,0.4166666666666667,0.1,2,1,-3.857249980711235,1.0,3
0,趋势回踩重新站稳多头,趋势回踩,9,False,dea253e979ba4233,REJECTED,False,盈利因子不足|累计净R不足|最差月份亏损过大,3.1240819665758606,False,0.3333333333333333,0.8666666666666667,3,1,0.3333333333333333,1.7124550554222264,1.2857566266191882,1.331865626798295,0.6659328133991474,-0.85905819781615,2.5715132532383764,-0.28635273260538335,0.45454545454545453,0.13564322306091547,2,1,-2.5715132532383764,1.0,2
0,趋势回踩重新站稳多头,趋势回踩,10,False,507ffa897d874aa4,REJECTED,False,盈利因子不足|累计净R不足|最差月份亏损过大,3.1240819665758606,False,0.3333333333333333,0.8666666666666667,3,1,0.3333333333333333,1.7124550554222264,1.2857566266191882,1.331865626798295,0.6659328133991474,-0.85905819781615,2.5715132532383764,-0.28635273260538335,0.45454545454545453,0.13564322306091547,2,1,-2.5715132532383764,1.0,2
0,趋势回踩重新站稳多头,趋势回踩,11,False,027f1e6882c8e0ac,REJECTED,False,总交易不足,19.07031862017652,False,0.5,0.9,2,1,0.5,1.7124550554222264,1.2857574512297423,1.3318647726166206,1.3318647726166206,0.42669760419248415,1.2857574512297423,0.21334880209624207,0.5,0.21132486540518713,2,1,-1.2857574512297423,1.0,1
0,趋势回踩重新站稳多头,趋势回踩,12,False,2cc5288833a70fca,REJECTED,False,总交易不足,19.07031862017652,False,0.5,0.9,2,1,0.5,1.7124550554222264,1.2857574512297423,1.3318647726166206,1.3318647726166206,0.42669760419248415,1.2857574512297423,0.21334880209624207,0.5,0.21132486540518713,2,1,-1.2857574512297423,1.0,1
0,趋势回踩重新站稳多头,趋势回踩,13,False,5f6a7560061fafca,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,14,False,6e2c77bd09e9eb5f,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,15,False,edfb7369df95cb4f,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,16,False,fd0c8086e72deb39,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,17,False,9b3fd54c23e3a8be,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,18,False,0e677f5d9ed93755,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,19,False,d42befd25a2aecba,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,20,False,65af7b138fe0c3fc,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,21,False,9aaab087ee0edcb3,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,22,False,dbd1d70c5a727471,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,23,False,d638fc03935cf81c,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
0,趋势回踩重新站稳多头,趋势回踩,24,False,e1cd8092e9f51925,REJECTED,False,总交易不足|活跃月份不足|盈利因子不足|实际盈亏比不足|累计净R不足,11.0,False,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0
1,趋势反抽失败空头,趋势回踩,1,True,da51c7f197a1b096,CANDIDATE,False,总交易不足|活跃月份不足|正收益月份不足|收缩后胜率不足|盈利因子不足|利润过度集中,97.66972593869485,False,0.3333333333333333,0.7333333333333334,3,1,0.3333333333333333,1.714741469113497,0.7366079016041253,2.327889051121053,1.1639445255605265,0.2415256659052465,1.2870177022047267,0.08050855530174883,0.45454545454545453,0.13564322306091547,2,1,-1.2870177022047267,1.0,2
