channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,development,12,6,6,0.5,1.9755865469679348,1.1234103309522698,1.7585618473824336,1.7585618473824336,5.11305729609399,3.315568851439348,0.4260881080078325,-0.3841498572646073
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,validation,7,3,4,0.42857142857142855,2.288049648429988,1.1482834377547049,1.9925826439715302,1.4944369829786477,2.2710151942711447,3.4131391565114444,0.32443074203873495,-1.1044651836086912
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,historical_test,8,3,5,0.375,1.8800310202923713,1.130530482152262,1.6629635821169881,0.997778149270193,-0.012559349884194049,2.3061022540636924,-0.001569918735524256,-1.087885433493764
60m_long_recovery_rr2_0,多头独立策略·趋势恢复 RR2.0,development,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_long_recovery_rr2_0,多头独立策略·趋势恢复 RR2.0,validation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_long_recovery_rr2_0,多头独立策略·趋势恢复 RR2.0,historical_test,1,1,0,1.0,1.8939628855290167,0.0,999.0,999.0,1.8939628855290167,0.0,1.8939628855290167,1.8939628855290167
60m_long_recovery_rr2_5,多头独立策略·趋势恢复 RR2.5,development,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_long_recovery_rr2_5,多头独立策略·趋势恢复 RR2.5,validation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_long_recovery_rr2_5,多头独立策略·趋势恢复 RR2.5,historical_test,1,1,0,1.0,2.3937128855290153,0.0,999.0,999.0,2.3937128855290153,0.0,2.3937128855290153,2.3937128855290153
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,development,4,3,1,0.75,2.382629009766586,1.1229131643302268,2.121828370573721,6.365485111721163,6.024973864969532,1.1229131643302268,1.506243466242383,2.3767148207365127
