channel_id,channel_label,direction_scope,profile,is_baseline,baseline_channel_id,trades,retention_rate_vs_baseline,win_rate,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,historical_test_net_R,best_10pct_removed_net_R,delta_trades,delta_win_rate,delta_avg_win_loss_ratio,delta_profit_factor,delta_net_R,delta_max_drawdown_R,delta_historical_test_net_R,delta_best_10pct_removed_net_R,improves_recent_period,improves_tail_robustness,improves_primary_goals
60m_long_recovery_rr2_5,多头独立策略·趋势恢复 RR2.5,LONG,long_recovery,False,60m_long_quality_baseline_rr2_5,1,0.037037037037037035,1.0,999.0,999.0,2.3937128855290153,0.0,2.3937128855290153,0.0,-26,0.5555555555555556,997.207538159952,997.5660305279616,-4.977800254951922,-3.427843249085159,2.4062722354132093,-0.2656652845930072,True,False,False
60m_long_recovery_rr2_0,多头独立策略·趋势恢复 RR2.0,LONG,long_recovery,False,60m_long_quality_baseline_rr2_5,1,0.037037037037037035,1.0,999.0,999.0,1.8939628855290167,0.0,1.8939628855290167,0.0,-26,0.5555555555555556,997.207538159952,997.5660305279616,-5.477550254951921,-3.427843249085159,1.9065222354132108,-0.2656652845930072,True,False,False
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,SHORT,short_persistence_baseline,True,60m_short_persistence_baseline_rr2_5,7,1.0,0.5714285714285714,2.1196813773820535,2.8262418365094044,6.066310959216548,1.1229131643302268,0.0,3.671853571389814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
60m_split_portfolio_frozen,多空分离组合·冻结基线,BOTH,split_portfolio_frozen,True,60m_split_portfolio_frozen,34,1.0,0.47058823529411764,1.8694138613148443,1.6617012100576394,13.437824099697485,4.438482015769575,-0.012559349884194049,3.875012906308973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
60m_split_portfolio_balanced,多空分离组合·均衡版（多2.0/空2.5）,BOTH,split_portfolio_balanced,False,60m_split_portfolio_frozen,16,0.47058823529411764,0.375,2.1662175618639736,1.2997305371183845,3.1598873215590366,3.419821139055657,1.8939628855290167,-1.635243713386268,-18,-0.09558823529411764,0.2968037005491293,-0.3619706729392549,-10.277936778138448,-1.0186608767139176,1.9065222354132108,-5.510256619695241,True,False,False
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,LONG,long_quality_baseline,True,60m_long_quality_baseline_rr2_5,27,1.0,0.4444444444444444,1.7924618400479877,1.43396947203839,7.371513140480937,3.427843249085159,-0.012559349884194049,0.2656652845930072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
60m_split_portfolio_growth,多空分离组合·进取版（多2.5/空3.0）,BOTH,split_portfolio_growth,False,60m_split_portfolio_frozen,16,0.47058823529411764,0.375,2.1587646730749963,1.2952588038449981,3.112744399747284,4.154975107233161,2.3937128855290153,-2.668506297073205,-18,-0.09558823529411764,0.289350811760152,-0.36644240621264124,-10.325079699950201,-0.28350690853641325,2.4062722354132093,-6.5435192033821785,True,False,False
60m_short_continuation_rr2_5,空头独立策略·下跌延续 RR2.5,SHORT,short_continuation,False,60m_short_persistence_baseline_rr2_5,15,2.142857142857143,0.3333333333333333,2.2401580642282894,1.1200790321141445,1.2659244360300206,3.419821139055657,0.0,-3.5292065989152848,8,-0.23809523809523808,0.12047668684623591,-1.70616280439526,-4.800386523186527,2.29690797472543,0.0,-7.201060170305099,False,False,False
60m_short_continuation_rr3_0,空头独立策略·下跌延续 RR3.0,SHORT,short_continuation,False,60m_short_persistence_baseline_rr2_5,15,2.142857142857143,0.3333333333333333,2.1364072069856936,1.0682036034928468,0.7190315142182682,4.154975107233161,0.0,-5.06221918260222,8,-0.23809523809523808,0.016725829603640108,-1.7580382330165576,-5.3472794449982795,3.0320619429029345,0.0,-8.734072753992034,False,False,False
