month,model_id,model,family,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R
2026-05,1,趋势空头,趋势延续,3,0,0.0,0.0,0.7744605581128655,0.0,0.0,-2.3233816743385964,2.3233816743385964,-0.7744605581128655
2026-05,2,震荡多头反转,区间流动性反转,9,3,0.3333333333333333,1.6952174254060648,0.936806097598413,1.8095712973601557,0.9047856486800778,-0.5351843093722842,4.113692915789314,-0.059464923263587134
2026-06,1,趋势空头,趋势延续,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06,2,震荡多头反转,区间流动性反转,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
