lane,month,signal_i,exit_i,direction,policy_key,day,net_r,win,outcome_reason,reason,model_available,history_ready,base_probability,probability,online_percentile,rank_threshold,rank_pass,router,router_threshold,micro,meta_probability,meta_decision,meta_pass,expected_utility,brier_penalty,sample_uncertainty_penalty,total_penalty,utility,minimum_utility,utility_pass,cap_pass,selected,first_reject_stage,sample_uncertainty_changes_signal_selection,monthly_cap_enabled,cross_trade_cluster_dedup,allocation_rule,expert_id,expert,family,setup_group,rating_source_lane,rating_engine
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,72439,72480,-1,1de21fc96eaf5c68,2025-11-09,-1.2867753638267085,False,2,2,True,True,0.7381396173324928,0.40038747073475417,1.0,0.88,True,0.4552084178410667,0.34,0.5153962830123038,0.365151323392798,NEUTRAL,True,0.20385054040387152,0.04777148000314584,0.0,0.04777148000314584,0.15607906040072567,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,72749,72773,1,acb95ebbfdc22945,2025-11-10,-0.18630374702631888,False,2,2,True,True,0.17473636400436254,0.43212756598888297,0.9440559440559441,0.88,True,0.8690481517489197,0.34,0.5886412636812264,0.4496852836851903,NEUTRAL,True,0.31614883612309463,0.04925244488961919,0.0,0.04925244488961919,0.2668963912334754,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,4,VWAP重新站回多头,VWAP回归,VWAP收回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,73131,73140,-1,7dd21da10b8889b6,2025-11-11,-1.286771640723197,False,2,2,True,True,0.12459648467769024,0.41406327163376744,1.0,0.8,True,0.92,0.34,0.8314181472362319,0.3442738484958527,NEUTRAL,True,0.12648253818188016,0.04378439911600334,0.0,0.04378439911600334,0.08269813906587681,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,7,支撑转阻力确认空头,结构角色转换,支撑转阻力,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,73628,73639,-1,7dd21da10b8889b6,2025-11-13,-1.21060204462837,False,2,2,True,True,0.09806364470204422,0.4459224002956921,1.0,0.8,True,0.72,0.34,0.8135119403846864,0.30121870079014185,NEUTRAL,True,0.16120791339535379,0.04378439911600334,0.0,0.04378439911600334,0.11742351427935044,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,7,支撑转阻力确认空头,结构角色转换,支撑转阻力,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,73801,73807,-1,1de21fc96eaf5c68,2025-11-14,-1.2551219940575877,False,2,2,True,True,0.5084091075880002,0.3741059145254052,0.9523809523809523,0.88,True,0.46907530091418526,0.34,0.6329488420863436,0.358720971199944,NEUTRAL,True,0.15057902769578901,0.04777148000314584,0.0,0.04777148000314584,0.10280754769264316,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,74095,74108,-1,1de21fc96eaf5c68,2025-11-15,-1.2868109547600448,False,2,2,True,True,0.4485533514862663,0.3679260624093421,0.8926701570680629,0.88,True,0.44013750803200136,0.34,0.5778717922264633,0.3628206632797786,NEUTRAL,True,0.14155840940136238,0.04777148000314584,0.0,0.04777148000314584,0.09378692939821653,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,74384,74401,-1,1de21fc96eaf5c68,2025-11-16,1.7146867218808124,True,1,1,True,True,0.4786039213916447,0.371030592563384,0.9357326478149101,0.88,True,0.41007108652883506,0.34,0.5856475858872834,0.36385790632809223,NEUTRAL,True,0.14802460024579156,0.04777148000314584,0.0,0.04777148000314584,0.10025312024264571,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,75552,75557,-1,1de21fc96eaf5c68,2025-11-21,1.7146175210364716,True,1,1,True,True,0.483338813656762,0.3715188376446406,0.9245689655172413,0.88,True,0.4083547141145007,0.34,0.6920282687955923,0.35889846287679655,NEUTRAL,True,0.14584144753710748,0.04777148000314584,0.0,0.04777148000314584,0.09806996753396163,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,75835,75838,-1,1de21fc96eaf5c68,2025-11-22,-1.2868943852830066,False,2,2,True,True,0.5053170324482261,0.37378641371823607,0.9301848049281314,0.88,True,0.5102975203606068,0.34,0.6879997220784582,0.35391327834021336,NEUTRAL,True,0.14697687149289723,0.04777148000314584,0.0,0.04777148000314584,0.09920539148975138,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,11,欧美时段顺势延续空头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-11,77435,77440,1,acb95ebbfdc22945,2025-11-28,1.7126581552271538,True,1,1,True,True,0.18057167382529993,0.4311767167788411,0.9519230769230769,0.88,True,0.8697536257369503,0.34,0.657275833825149,0.452259119935198,NEUTRAL,True,0.3159761338424706,0.04925244488961919,0.0,0.04925244488961919,0.26672368895285137,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,4,VWAP重新站回多头,VWAP回归,VWAP收回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,78230,78234,-1,d9d64c6080c7757b,2025-12-01,-1.2868746698079492,False,2,2,True,True,0.48346920442819963,0.5093428607090681,0.9,0.8,True,0.6,0.34,0.6984952011169099,0.4704583120323421,NEUTRAL,True,0.6685080330701682,0.049560594866419394,0.0,0.049560594866419394,0.6189474382037488,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,34,BTC强于ETH欧美盘修复空头,跨资产时段,跨资产欧美修复,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,81022,81026,-1,d9d64c6080c7757b,2025-12-11,-1.2708058398936144,False,2,2,True,True,0.4209548372768854,0.49775526504242995,0.8275862068965517,0.8,True,0.5157050154972331,0.34,0.6574174020914147,0.47406949890959293,NEUTRAL,True,0.6506828758087133,0.049560594866419394,0.0,0.049560594866419394,0.6011222809422939,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,34,BTC强于ETH欧美盘修复空头,跨资产时段,跨资产欧美修复,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,81058,81084,-1,fca571982b7c88a0,2025-12-11,1.890496985958381,True,1,1,True,True,0.15798379423163658,0.4283965626961125,0.8113207547169812,0.8,True,0.5391596279699132,0.34,0.6219557484654006,0.3596012992306042,NEUTRAL,True,0.3494256299575372,0.046093411762780645,0.0,0.046093411762780645,0.30333221819475653,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,21,BTC强于ETH背离修复空头,跨资产背离,BTCETH背离,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,82528,82538,-1,d9d64c6080c7757b,2025-12-17,-1.2868742971282932,False,2,2,True,True,0.49979450957277943,0.5123357512242188,0.9333333333333333,0.8,True,0.46602532564695937,0.34,0.7257140637018118,0.47763681068549857,NEUTRAL,True,0.6777532756437836,0.049560594866419394,0.0,0.049560594866419394,0.6281926807773642,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,34,BTC强于ETH欧美盘修复空头,跨资产时段,跨资产欧美修复,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2025-12,85555,85582,-1,d9d64c6080c7757b,2025-12-29,1.7146344154267206,True,1,1,True,True,0.43373591781163995,0.50015099419625,0.8125,0.8,True,0.4722499685223462,0.34,0.5061885072474019,0.4739544152506343,NEUTRAL,True,0.6547295816585746,0.049560594866419394,0.0,0.049560594866419394,0.6051689867921553,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,34,BTC强于ETH欧美盘修复空头,跨资产时段,跨资产欧美修复,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,86524,86538,-1,fca571982b7c88a0,2026-01-02,1.8837997881465247,True,1,1,True,True,0.23630330347738768,0.3799471579399241,0.8695652173913043,0.8,True,0.5438746210242331,0.34,0.4412836233072719,0.3184094017426857,NEUTRAL,True,0.13013779587024232,0.044346237169198166,0.0,0.044346237169198166,0.08579155870104416,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,21,BTC强于ETH背离修复空头,跨资产背离,BTCETH背离,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,87305,87322,-1,fca571982b7c88a0,2026-01-05,1.8321953397565938,True,1,1,True,True,0.25431563669424473,0.3676039281546235,0.84,0.8,True,0.5333354570967384,0.34,0.5084309396820403,0.3207056607446053,NEUTRAL,True,0.10575717534776785,0.044346237169198166,0.0,0.044346237169198166,0.061410938178569685,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,21,BTC强于ETH背离修复空头,跨资产背离,BTCETH背离,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,89702,89704,-1,fca571982b7c88a0,2026-01-14,-1.2643270542932266,False,2,2,True,True,0.22995148717308547,0.38449573646316254,0.9032258064516129,0.8,True,0.5259893454180284,0.34,0.6872295488882065,0.32779272559141814,NEUTRAL,True,0.14630270538101053,0.044346237169198166,0.0,0.044346237169198166,0.10195646821181237,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,21,BTC强于ETH背离修复空头,跨资产背离,BTCETH背离,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-01,93990,93995,-1,fca571982b7c88a0,2026-01-30,-0.09074335126279931,False,2,2,True,True,0.20565326908854037,0.40297311424849513,0.925,0.8,True,0.8272523311050863,0.34,0.4727694930034963,0.3114158059888896,NEUTRAL,True,0.17371693818909506,0.044346237169198166,0.0,0.044346237169198166,0.1293707010198969,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,21,BTC强于ETH背离修复空头,跨资产背离,BTCETH背离,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,96357,96374,1,792c97e8b4c0b8eb,2026-02-08,-1.256824068753823,False,2,2,True,True,0.21399270343484056,0.48872497384202124,0.8953488372093024,0.88,True,0.45184727141354863,0.34,0.7665706466878255,0.383174489485881,NEUTRAL,True,0.29083123238328346,0.04447034188086335,0.0,0.04447034188086335,0.2463608905024201,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,97626,97633,-1,77df21d40787c7a0,2026-02-13,-0.20389217791760067,False,2,2,True,True,0.12733525183832028,0.4391973733906187,1.0,0.8,True,0.8292347158785369,0.34,0.6377104216905884,0.31042503993876797,NEUTRAL,True,0.1180157522150162,0.04476727776187397,0.0,0.04476727776187397,0.07324847445314223,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,13,区间扫高立即跌回空头,流动性反转,扫高立即跌回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,97788,97829,1,792c97e8b4c0b8eb,2026-02-13,-0.1865944308092246,False,2,2,True,True,0.21726202967544542,0.48393195410299983,0.8900523560209425,0.88,True,0.47813813047448506,0.34,0.695597977903629,0.3780999802266314,NEUTRAL,True,0.2779433250311132,0.04447034188086335,0.0,0.04447034188086335,0.23347298315024984,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,97869,97897,1,e024946a7a7bbea6,2026-02-14,1.7124550554222264,True,1,1,True,True,0.18666094230978833,0.44742822004812904,0.9801324503311258,0.8,True,0.864978671639417,0.34,0.6891919585927107,0.3184089059603231,NEUTRAL,True,0.16740119441465062,0.038543490190723485,0.0,0.038543490190723485,0.12885770422392714,0.08,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,0,趋势回踩重新站稳多头,趋势回踩,趋势回踩,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,97904,97935,1,792c97e8b4c0b8eb,2026-02-14,1.7124662965841884,True,1,1,True,True,0.1811787270912587,0.5396756500591291,0.9540816326530612,0.88,True,0.5487575349187499,0.34,0.7780247832237353,0.41392777493025296,NEUTRAL,True,0.4124689812781749,0.04447034188086335,0.0,0.04447034188086335,0.36799863939731153,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,99527,99531,1,792c97e8b4c0b8eb,2026-02-20,-1.2860528318628826,False,2,2,True,True,0.1879272984943121,0.5287643281255016,0.948936170212766,0.88,True,0.7490079502366488,0.34,0.7090093218847835,0.4274378467192364,NEUTRAL,True,0.399733232293357,0.04447034188086335,0.0,0.04447034188086335,0.35526289041249365,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,99802,99814,1,792c97e8b4c0b8eb,2026-02-21,-1.2860517056569394,False,2,2,True,True,0.11884135815525414,0.6516469018348932,0.9960629921259843,0.88,True,0.695380677554175,0.34,0.7815676785485477,0.4760197833445821,NEUTRAL,True,0.6761461269379683,0.04447034188086335,0.0,0.04447034188086335,0.6316757850571049,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-02,100925,100934,1,792c97e8b4c0b8eb,2026-02-25,1.7862100143852342,True,1,1,True,True,0.20658576871509732,0.4997697547531185,0.9188191881918819,0.88,True,0.6,0.34,0.7599435052967056,0.40396991769328006,NEUTRAL,True,0.32655947896455473,0.04447034188086335,0.0,0.04447034188086335,0.2820891370836914,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,10,欧美时段顺势延续多头,时段延续,时段延续,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,101850,101856,-1,add1fc0880238799,2026-03-01,-0.13802011761605687,False,2,2,True,True,0.44425213022993487,0.38626591094558915,0.9329268292682927,0.8,True,0.7444624839618783,0.34,0.5631984266743537,0.31453931384437506,NEUTRAL,True,0.07546205515470217,0.04585157611143093,0.0,0.04585157611143093,0.029610479043271236,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,102191,102197,-1,add1fc0880238799,2026-03-02,-0.2038945050558503,False,2,2,True,True,0.4625808066126663,0.3952516463060791,0.9548022598870056,0.8,True,0.8020248749301335,0.34,0.5327859798704528,0.31877234960389933,NEUTRAL,True,0.09563923932609841,0.04585157611143093,0.0,0.04585157611143093,0.04978766321466748,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,102474,102478,-1,16e8ea0e0b751d8b,2026-03-03,-1.2760972810781723,False,2,2,True,True,0.25364319406768276,0.36692674226020694,0.8695652173913043,0.8,True,0.5332712772639963,0.34,0.7323955159955353,0.3191905468066285,NEUTRAL,True,0.10328357459931592,0.04480194245077801,0.0,0.04480194245077801,0.05848163214853791,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,33,BTC强于ETH且主动卖盘空头,跨资产订单流,跨资产主动卖盘,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,102687,102690,-1,16e8ea0e0b751d8b,2026-03-04,-1.2870529486195934,False,2,2,True,True,0.23620864212967663,0.37865904899436825,0.8775510204081632,0.8,True,0.7066822786937927,0.34,0.5850859745060244,0.3107970854748233,NEUTRAL,True,0.12056191297897689,0.04480194245077801,0.0,0.04480194245077801,0.07575997052819888,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,33,BTC强于ETH且主动卖盘空头,跨资产订单流,跨资产主动卖盘,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,102839,102842,-1,add1fc0880238799,2026-03-04,-0.1599884764604342,False,2,2,True,True,0.4578493212275231,0.3929306032724219,0.9526315789473684,0.8,True,0.8288562972428183,0.34,0.6082312692167557,0.3220382843253731,NEUTRAL,True,0.09324749859215709,0.04585157611143093,0.0,0.04585157611143093,0.04739592248072615,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,103123,103147,-1,77df21d40787c7a0,2026-03-05,1.6971219202291914,True,1,1,True,True,0.21952925942356416,0.3918080853134423,0.8405797101449275,0.8,True,0.7978064146337991,0.34,0.6990020552534006,0.39129850022862356,NEUTRAL,True,0.1432696648723496,0.04876908283836745,0.0,0.04876908283836745,0.09450058203398215,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,13,区间扫高立即跌回空头,流动性反转,扫高立即跌回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,103565,103581,-1,77df21d40787c7a0,2026-03-07,-0.20387195695331545,False,2,2,True,True,0.21317507786031234,0.39200425375783987,0.9166666666666666,0.8,True,0.8281400208986404,0.34,0.7880031733935489,0.39511894893147603,NEUTRAL,True,0.14609412765252983,0.04876908283836745,0.0,0.04876908283836745,0.09732504481416238,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,13,区间扫高立即跌回空头,流动性反转,扫高立即跌回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,104092,104098,-1,add1fc0880238799,2026-03-09,-1.304419958592522,False,2,2,True,True,0.5278152910534331,0.4275174726403894,0.9900990099009901,0.8,True,0.8255647181922428,0.34,0.7603218470460409,0.32809426775047223,NEUTRAL,True,0.16428861470955058,0.04585157611143093,0.0,0.04585157611143093,0.11843703859811966,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,104105,104108,-1,16e8ea0e0b751d8b,2026-03-09,-1.2203384020997508,False,2,2,True,True,0.2251487481600149,0.3864974254165433,0.9215686274509803,0.8,True,0.5491546785327815,0.34,0.8097804680290854,0.3179852390232699,NEUTRAL,True,0.14035419845985742,0.04480194245077801,0.0,0.04480194245077801,0.0955522560090794,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,33,BTC强于ETH且主动卖盘空头,跨资产订单流,跨资产主动卖盘,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,104487,104492,-1,77df21d40787c7a0,2026-03-11,-0.20384521709017286,False,2,2,True,True,0.21944810327503173,0.3918105645164914,0.8378378378378378,0.8,True,0.8119402985074637,0.34,0.7202370757771706,0.39235113028931673,NEUTRAL,True,0.14394876509735954,0.04876908283836745,0.0,0.04876908283836745,0.0951796822589921,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,13,区间扫高立即跌回空头,流动性反转,扫高立即跌回,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,105670,105701,-1,add1fc0880238799,2026-03-15,1.6971255873033468,True,1,1,True,True,0.43667412286189805,0.3825532431368786,0.9213973799126638,0.8,True,0.803764947080069,0.34,0.5828439924164903,0.31881509367677835,NEUTRAL,True,0.07102283502996509,0.04585157611143093,0.0,0.04585157611143093,0.02517125891853416,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,106077,106085,-1,16e8ea0e0b751d8b,2026-03-16,-0.18642951565535593,False,2,2,True,True,0.2724839970196121,0.3550073075510314,0.8103448275862069,0.8,True,0.5363428148435492,0.34,0.7292246737146089,0.31848079464033247,NEUTRAL,True,0.0797751378810051,0.04480194245077801,0.0,0.04480194245077801,0.03497319543022709,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,33,BTC强于ETH且主动卖盘空头,跨资产订单流,跨资产主动卖盘,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,106577,106579,-1,1988519d498cd703,2026-03-18,-1.2818410562414286,False,2,2,True,True,0.21934380335334827,0.38682632703243486,0.9933444259567388,0.8,True,0.8147173027164207,0.34,0.8821131649415757,0.34941444690927204,NEUTRAL,True,0.08950181665120238,0.04577832984861886,0.0,0.04577832984861886,0.04372348680258352,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,35,ETH先跌BTC滞后补跌空头,跨资产领先滞后,ETH领先下跌,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.9_FROZEN_EXTENDED_ORIGINAL
V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,2026-03,107203,107254,-1,add1fc0880238799,2026-03-21,-0.20383753161026744,False,2,2,True,True,0.5391483511387679,0.43320443098116035,0.996031746031746,0.8,True,0.7953975791487848,0.34,0.6777282289833806,0.32451688569018616,NEUTRAL,True,0.17301117999633087,0.04585157611143093,0.0,0.04585157611143093,0.12715960388489994,0.02,True,True,True,SELECTED,False,False,False,NO_MONTHLY_CAP_NO_CROSS_TRADE_CLUSTER,17,区间二次测试不破空头,二次测试,二次测试,V9.6.7_NO_MONTHLY_BUDGET_ORIGINAL,V9.6.1_REFERENCE
