rank,score,qualified,may_trades,may_win_rate,may_ratio,june_trades,june_win_rate,june_ratio,net_R,max_drawdown_R,config
31,558.9882406250896,False,1.0,1.0,0.0,2.0,1.0,0.0,1.4882406250895868,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.7915992188009913, ""min_stop_pct"": 0.007107271483554835, ""max_hold"": 18, ""cooldown"": 4, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 127, ""adx_min"": 18.64980445577356, ""rsi_long_min"": 43.77167767280362, ""rsi_long_max"": 68.76292628618297, ""volz_min"": 1.2399683221014028, ""body_min"": 0.24673028873974165, ""close_loc_min"": 0.5701661810694538, ""ret3_min"": -0.0005579902333120209, ""bb_min"": 0.3883986952374531, ""bb_max"": 0.9483000839722264, ""pull_idx"": 4, ""don_idx"": 0, ""score_need"": 7, ""weights"": [1, 0, 0, 1, 1, 1, 2, 3, 2, 2, 2, 1, 3, 1, 0, 0]}"
32,558.9264689375253,False,1.0,1.0,0.0,2.0,1.0,0.0,1.4264689375252835,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.5133902458534538, ""min_stop_pct"": 0.008112126698646993, ""max_hold"": 36, ""cooldown"": 7, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 120, ""adx_min"": 15.52154506213951, ""rsi_long_min"": 37.23884960192922, ""rsi_long_max"": 66.04768352017084, ""volz_min"": 0.2716659554713614, ""body_min"": 0.6064016730275914, ""close_loc_min"": 0.7279119637343368, ""ret3_min"": -0.0003844374402641056, ""bb_min"": 0.1811619924555563, ""bb_max"": 1.0119453662084372, ""pull_idx"": 6, ""don_idx"": 1, ""score_need"": 7, ""weights"": [2, 0, 1, 0, 1, 1, 3, 3, 0, 1, 1, 3, 1, 1, 2, 0]}"
33,558.7317137530875,False,1.0,1.0,0.0,1.0,1.0,0.0,3.7317137530875897,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.0345214262320086, ""min_stop_pct"": 0.0074206825792834455, ""max_hold"": 96, ""cooldown"": 4, ""session_start"": 7, ""session_end"": 12, ""weekday_mask"": 60, ""adx_min"": 15.42320118020739, ""rsi_long_min"": 52.58986791251369, ""rsi_long_max"": 59.902804001719666, ""volz_min"": 1.6071762042460478, ""body_min"": 0.3350660051575465, ""close_loc_min"": 0.5710894446896662, ""ret3_min"": 0.0013369238818136367, ""bb_min"": 0.2335559478850698, ""bb_max"": 0.7274283772283691, ""pull_idx"": 0, ""don_idx"": 0, ""score_need"": 5, ""weights"": [1, 2, 2, 0, 0, 2, 1, 0, 0, 1, 1, 0, 0, 3, 0, 3]}"
34,558.5784610440667,False,2.0,1.0,0.0,1.0,1.0,0.0,1.0784610440666431,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.4141282336407541, ""min_stop_pct"": 0.005777476102270371, ""max_hold"": 18, ""cooldown"": 64, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 30, ""adx_min"": 27.487347486166364, ""rsi_long_min"": 53.452264161601825, ""rsi_long_max"": 66.38063244344755, ""volz_min"": 1.2647587318311497, ""body_min"": 0.6604700112870536, ""close_loc_min"": 0.7499291211740482, ""ret3_min"": 0.0002808588453246739, ""bb_min"": 0.3048293957145541, ""bb_max"": 0.6357014301467993, ""pull_idx"": 1, ""don_idx"": 0, ""score_need"": 5, ""weights"": [1, 1, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1, 3, 3]}"
35,558.5729799564767,False,1.0,1.0,0.0,1.0,1.0,0.0,3.5729799564767557,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.2242060046818175, ""min_stop_pct"": 0.004718852136755039, ""max_hold"": 96, ""cooldown"": 49, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 124, ""adx_min"": 12.667009027885735, ""rsi_long_min"": 43.24914262703597, ""rsi_long_max"": 59.20066091232778, ""volz_min"": 1.2824621823982743, ""body_min"": 0.2526168012522785, ""close_loc_min"": 0.7236368962129838, ""ret3_min"": 0.003479015118098709, ""bb_min"": 0.393708635852778, ""bb_max"": 0.7399010134617028, ""pull_idx"": 0, ""don_idx"": 0, ""score_need"": 6, ""weights"": [0, 1, 0, 1, 1, 0, 1, 2, 0, 3, 1, 0, 0, 1, 1, 2]}"
36,558.5445605297286,False,1.0,1.0,0.0,1.0,1.0,0.0,3.5445605297285976,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.6053304033705307, ""min_stop_pct"": 0.00396334762856849, ""max_hold"": 72, ""cooldown"": 13, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 34.367942518873434, ""rsi_long_min"": 35.18522901355678, ""rsi_long_max"": 62.22421874628451, ""volz_min"": -0.5216163868979882, ""body_min"": 0.23797148518617892, ""close_loc_min"": 0.765700743566011, ""ret3_min"": -0.0005979899640993538, ""bb_min"": 0.427748618496956, ""bb_max"": 0.6145325402642895, ""pull_idx"": 8, ""don_idx"": 0, ""score_need"": 14, ""weights"": [1, 0, 0, 3, 1, 1, 3, 3, 2, 3, 1, 1, 1, 0, 2, 0]}"
37,558.4925779493042,False,1.0,1.0,0.0,2.0,1.0,0.0,0.9925779493041218,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.046590621571245, ""min_stop_pct"": 0.00509885080202792, ""max_hold"": 18, ""cooldown"": 33, ""session_start"": 3, ""session_end"": 10, ""weekday_mask"": 62, ""adx_min"": 23.005176096563908, ""rsi_long_min"": 54.212635104744464, ""rsi_long_max"": 77.71035238421436, ""volz_min"": -0.7221561641979056, ""body_min"": 0.7001051293258713, ""close_loc_min"": 0.6979336171841379, ""ret3_min"": 0.0007599424618789945, ""bb_min"": 0.23898705491847597, ""bb_max"": 1.0171518578423635, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 7, ""weights"": [0, 0, 3, 1, 1, 1, 1, 1, 0, 3, 1, 3, 0, 0, 0, 3]}"
38,558.4198333799743,False,2.0,1.0,0.0,1.0,1.0,0.0,0.9198333799743434,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 1.0787601092731178, ""min_stop_pct"": 0.005904786748178649, ""max_hold"": 24, ""cooldown"": 6, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 22.443135561755867, ""rsi_long_min"": 48.12804612380059, ""rsi_long_max"": 62.1547351794441, ""volz_min"": 0.3303197830825473, ""body_min"": 0.6565751697906762, ""close_loc_min"": 0.8300764881845926, ""ret3_min"": 0.0012969410138578296, ""bb_min"": 0.4657624152237658, ""bb_max"": 0.6912898984610714, ""pull_idx"": 1, ""don_idx"": 0, ""score_need"": 8, ""weights"": [1, 3, 3, 3, 1, 2, 3, 2, 0, 0, 0, 0, 1, 1, 2, 0]}"
39,558.2020689426374,False,1.0,1.0,0.0,1.0,1.0,0.0,3.2020689426374505,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 2.350991605754948, ""min_stop_pct"": 0.0029257472069185017, ""max_hold"": 24, ""cooldown"": 23, ""session_start"": 12, ""session_end"": 18, ""weekday_mask"": 30, ""adx_min"": 20.263116502853162, ""rsi_long_min"": 44.31618267223009, ""rsi_long_max"": 68.9334672808264, ""volz_min"": -0.7503241666553946, ""body_min"": 0.7100958331176067, ""close_loc_min"": 0.850159384846455, ""ret3_min"": 0.002235695797998102, ""bb_min"": 0.15268036520774264, ""bb_max"": 0.9433758709481592, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 8, ""weights"": [1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 0, 2, 1, 0, 3]}"
40,558.1651137006407,False,1.0,1.0,0.0,1.0,1.0,0.0,3.165113700640788,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 2.9520722726166184, ""min_stop_pct"": 0.004905270411969501, ""max_hold"": 48, ""cooldown"": 36, ""session_start"": 12, ""session_end"": 17, ""weekday_mask"": 30, ""adx_min"": 27.105929450633518, ""rsi_long_min"": 53.82737359176149, ""rsi_long_max"": 61.423747656488, ""volz_min"": 1.7599878813589342, ""body_min"": 0.3312644439564413, ""close_loc_min"": 0.7159816888902935, ""ret3_min"": 0.00059636390100505, ""bb_min"": 0.19773650449517316, ""bb_max"": 0.6620628931620182, ""pull_idx"": 8, ""don_idx"": 0, ""score_need"": 6, ""weights"": [2, 1, 0, 1, 0, 1, 1, 3, 0, 1, 1, 1, 1, 2, 2, 2]}"
41,557.9563475516173,False,1.0,1.0,0.0,1.0,1.0,0.0,2.956347551617327,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.1678924569461655, ""min_stop_pct"": 0.0037013795508616656, ""max_hold"": 96, ""cooldown"": 63, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 30, ""adx_min"": 16.459906527160417, ""rsi_long_min"": 50.16988108938975, ""rsi_long_max"": 65.96815081192631, ""volz_min"": 0.3510456459923257, ""body_min"": 0.4101708753679305, ""close_loc_min"": 0.645484519061682, ""ret3_min"": -0.0001861681044527388, ""bb_min"": 0.3479160717183294, ""bb_max"": 0.759980190902116, ""pull_idx"": 4, ""don_idx"": 0, ""score_need"": 11, ""weights"": [3, 0, 1, 1, 1, 2, 2, 1, 0, 3, 3, 2, 0, 2, 2, 2]}"
42,557.8631341183738,False,1.0,1.0,0.0,1.0,1.0,0.0,2.863134118373774,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.898448522006694, ""min_stop_pct"": 0.0062376663408286424, ""max_hold"": 18, ""cooldown"": 41, ""session_start"": 3, ""session_end"": 17, ""weekday_mask"": 30, ""adx_min"": 30.206081307236758, ""rsi_long_min"": 50.10041946292957, ""rsi_long_max"": 73.02087717880636, ""volz_min"": -0.1612578439311637, ""body_min"": 0.6653395152736501, ""close_loc_min"": 0.583508777670133, ""ret3_min"": 0.002684881486383072, ""bb_min"": 0.26175136787304754, ""bb_max"": 1.101718299383473, ""pull_idx"": 0, ""don_idx"": 1, ""score_need"": 5, ""weights"": [1, 0, 1, 3, 3, 3, 2, 0, 0, 1, 0, 1, 0, 1, 1, 0]}"
43,557.8618349758709,False,1.0,1.0,0.0,1.0,1.0,0.0,2.8618349758709476,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.586945420056646, ""min_stop_pct"": 0.0031514401765977453, ""max_hold"": 36, ""cooldown"": 66, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 30, ""adx_min"": 19.729946183593405, ""rsi_long_min"": 53.41397699574355, ""rsi_long_max"": 71.33405154735917, ""volz_min"": 0.23863887146491503, ""body_min"": 0.6929511635538562, ""close_loc_min"": 0.5742685149612319, ""ret3_min"": -0.0005963527983847757, ""bb_min"": 0.16085087129355377, ""bb_max"": 0.9379805065258551, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 9, ""weights"": [1, 2, 2, 1, 0, 2, 3, 0, 2, 0, 2, 0, 3, 3, 3, 2]}"
44,557.8107983017253,False,1.0,1.0,0.0,1.0,1.0,0.0,2.810798301725267,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.0211990322721063, ""min_stop_pct"": 0.002910583685222128, ""max_hold"": 36, ""cooldown"": 39, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 124, ""adx_min"": 33.40330701254957, ""rsi_long_min"": 46.64079559331046, ""rsi_long_max"": 58.0142393181138, ""volz_min"": -0.5675805494271199, ""body_min"": 0.6540080023766015, ""close_loc_min"": 0.7973454439497568, ""ret3_min"": -0.0007423054906822476, ""bb_min"": 0.24175376028696846, ""bb_max"": 0.7659267756232786, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 10, ""weights"": [0, 0, 0, 1, 2, 2, 3, 3, 2, 1, 3, 1, 3, 1, 0, 1]}"
45,557.7855299005494,False,1.0,1.0,0.0,1.0,1.0,0.0,2.7855299005493457,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.3921776702869344, ""min_stop_pct"": 0.0028004079268664547, ""max_hold"": 72, ""cooldown"": 61, ""session_start"": 7, ""session_end"": 15, ""weekday_mask"": 120, ""adx_min"": 22.21649390935494, ""rsi_long_min"": 41.50880825641108, ""rsi_long_max"": 67.15758574563277, ""volz_min"": 0.9719817981143808, ""body_min"": 0.6986576576038181, ""close_loc_min"": 0.6744162595402687, ""ret3_min"": 0.001431876644126286, ""bb_min"": 0.23004037898634627, ""bb_max"": 0.9248222383144185, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 3, ""weights"": [1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0]}"
46,557.780719403124,False,1.0,1.0,0.0,1.0,1.0,0.0,2.780719403123997,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.0755507694969104, ""min_stop_pct"": 0.0048022021037305625, ""max_hold"": 48, ""cooldown"": 9, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 25.192580387460332, ""rsi_long_min"": 40.47696992264091, ""rsi_long_max"": 65.16456456148988, ""volz_min"": 0.5879816203641626, ""body_min"": 0.4741469642876539, ""close_loc_min"": 0.5807486741378545, ""ret3_min"": 0.00023015144920705984, ""bb_min"": 0.27588140383329873, ""bb_max"": 1.1350395664099735, ""pull_idx"": 3, ""don_idx"": 1, ""score_need"": 11, ""weights"": [0, 0, 1, 3, 0, 1, 2, 0, 1, 3, 2, 1, 1, 1, 2, 1]}"
47,557.707366530932,False,1.0,1.0,0.0,1.0,1.0,0.0,2.7073665309319206,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.7215711924583394, ""min_stop_pct"": 0.00355691810434072, ""max_hold"": 12, ""cooldown"": 57, ""session_start"": 5, ""session_end"": 15, ""weekday_mask"": 31, ""adx_min"": 27.25208288667707, ""rsi_long_min"": 46.866542844294706, ""rsi_long_max"": 72.32874835334533, ""volz_min"": 1.1960374354116958, ""body_min"": 0.49121339572596356, ""close_loc_min"": 0.8132975290821949, ""ret3_min"": 0.0032433302050999518, ""bb_min"": 0.30781958268546267, ""bb_max"": 0.5831608908956875, ""pull_idx"": 3, ""don_idx"": 0, ""score_need"": 9, ""weights"": [1, 1, 2, 1, 2, 1, 1, 1, 0, 3, 3, 0, 1, 0, 3, 1]}"
48,557.6416445337597,False,1.0,1.0,0.0,1.0,1.0,0.0,2.6416445337597034,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 2.3055830947468565, ""min_stop_pct"": 0.005597735789750062, ""max_hold"": 96, ""cooldown"": 6, ""session_start"": 5, ""session_end"": 17, ""weekday_mask"": 127, ""adx_min"": 32.04318887301848, ""rsi_long_min"": 46.57174257267778, ""rsi_long_max"": 76.24162996178862, ""volz_min"": -0.5084288457582086, ""body_min"": 0.6818139322025696, ""close_loc_min"": 0.7937412924211271, ""ret3_min"": -0.0007312407472608736, ""bb_min"": 0.389327861254364, ""bb_max"": 0.6444972257727813, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 11, ""weights"": [0, 2, 0, 3, 1, 2, 1, 3, 2, 3, 1, 0, 1, 2, 0, 1]}"
49,557.6235157035778,False,1.0,1.0,0.0,1.0,1.0,0.0,2.6235157035778047,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.808217219124034, ""min_stop_pct"": 0.007842806955633259, ""max_hold"": 36, ""cooldown"": 6, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 30, ""adx_min"": 27.16502907008454, ""rsi_long_min"": 50.01802715507036, ""rsi_long_max"": 74.00139764671235, ""volz_min"": 0.42316078915550515, ""body_min"": 0.28135059323401923, ""close_loc_min"": 0.8667788474285363, ""ret3_min"": -0.0009068293413837744, ""bb_min"": 0.2070958246196196, ""bb_max"": 0.76684019683804, ""pull_idx"": 2, ""don_idx"": 1, ""score_need"": 8, ""weights"": [0, 0, 0, 1, 3, 0, 0, 2, 2, 3, 1, 3, 0, 1, 1, 0]}"
50,557.5883606209885,False,1.0,1.0,0.0,1.0,1.0,0.0,2.58836062098855,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.9610518515503421, ""min_stop_pct"": 0.007935899818756904, ""max_hold"": 18, ""cooldown"": 8, ""session_start"": 7, ""session_end"": 21, ""weekday_mask"": 120, ""adx_min"": 34.78590088788444, ""rsi_long_min"": 41.437117235858324, ""rsi_long_max"": 59.97877921966104, ""volz_min"": -0.09755021197632496, ""body_min"": 0.46820397901853306, ""close_loc_min"": 0.7770291048014685, ""ret3_min"": 0.003482686449690813, ""bb_min"": 0.3608443221773089, ""bb_max"": 0.556493804749366, ""pull_idx"": 4, ""don_idx"": 1, ""score_need"": 5, ""weights"": [0, 2, 2, 3, 0, 1, 0, 0, 2, 0, 0, 2, 0, 0, 3, 0]}"
51,557.5803586489392,False,1.0,1.0,0.0,1.0,1.0,0.0,2.5803586489391277,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.8453939568186737, ""min_stop_pct"": 0.0031085082068526768, ""max_hold"": 36, ""cooldown"": 18, ""session_start"": 18, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 33.260048403275306, ""rsi_long_min"": 52.97452435909772, ""rsi_long_max"": 61.84581564704195, ""volz_min"": 1.340108539171046, ""body_min"": 0.25899883359499265, ""close_loc_min"": 0.5999607571623266, ""ret3_min"": 0.003336053480948546, ""bb_min"": 0.546324909085322, ""bb_max"": 0.9451128364181237, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 5, ""weights"": [0, 1, 3, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 2, 0, 0]}"
52,557.5749008898649,False,1.0,1.0,0.0,1.0,1.0,0.0,2.574900889864865,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 2.3083519430051407, ""min_stop_pct"": 0.0033770685111287175, ""max_hold"": 36, ""cooldown"": 34, ""session_start"": 4, ""session_end"": 13, ""weekday_mask"": 31, ""adx_min"": 12.775717539622683, ""rsi_long_min"": 46.16407026730635, ""rsi_long_max"": 75.71711475164705, ""volz_min"": 1.1735153485337149, ""body_min"": 0.3381087689934522, ""close_loc_min"": 0.6238850951280996, ""ret3_min"": -0.00043732828025779013, ""bb_min"": 0.27094673852368445, ""bb_max"": 0.7761057160812668, ""pull_idx"": 5, ""don_idx"": 0, ""score_need"": 9, ""weights"": [1, 0, 0, 3, 0, 2, 2, 2, 0, 3, 1, 3, 0, 1, 0, 0]}"
53,557.5095852527623,False,1.0,1.0,0.0,1.0,1.0,0.0,2.509585252762304,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.1533232100616866, ""min_stop_pct"": 0.004077713141797086, ""max_hold"": 48, ""cooldown"": 40, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 30.62049105708157, ""rsi_long_min"": 39.39248490263282, ""rsi_long_max"": 65.63210306825006, ""volz_min"": -0.4017352647129729, ""body_min"": 0.22087560115533525, ""close_loc_min"": 0.6085678648304225, ""ret3_min"": 0.0028382642125302704, ""bb_min"": 0.33422760714236743, ""bb_max"": 1.03323824999555, ""pull_idx"": 6, ""don_idx"": 0, ""score_need"": 12, ""weights"": [3, 1, 2, 2, 1, 0, 2, 2, 2, 3, 1, 1, 1, 1, 2, 3]}"
54,557.4473119940742,False,1.0,1.0,0.0,1.0,1.0,0.0,2.447311994074248,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.7947271916951344, ""min_stop_pct"": 0.003638949122302791, ""max_hold"": 36, ""cooldown"": 12, ""session_start"": 17, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 24.90565770660738, ""rsi_long_min"": 54.35806729114412, ""rsi_long_max"": 70.64052695494047, ""volz_min"": -0.7544900818304876, ""body_min"": 0.689797229253057, ""close_loc_min"": 0.7478712503697209, ""ret3_min"": -0.0008527630930799248, ""bb_min"": 0.3093832613291279, ""bb_max"": 0.5695489604636438, ""pull_idx"": 7, ""don_idx"": 1, ""score_need"": 10, ""weights"": [0, 2, 2, 1, 1, 0, 0, 1, 1, 0, 3, 1, 3, 0, 3, 1]}"
55,557.3096361447492,False,1.0,1.0,0.0,1.0,1.0,0.0,2.3096361447492177,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 2.2694908410677557, ""min_stop_pct"": 0.008261978962767667, ""max_hold"": 72, ""cooldown"": 50, ""session_start"": 4, ""session_end"": 9, ""weekday_mask"": 62, ""adx_min"": 34.077914680772835, ""rsi_long_min"": 47.33184654192872, ""rsi_long_max"": 68.76031319086759, ""volz_min"": -0.5560487037062843, ""body_min"": 0.2462395133158062, ""close_loc_min"": 0.6263193826611113, ""ret3_min"": 0.0018787846850234703, ""bb_min"": 0.2712716555773048, ""bb_max"": 0.9421700111090473, ""pull_idx"": 7, ""don_idx"": 0, ""score_need"": 5, ""weights"": [1, 0, 1, 2, 3, 0, 2, 0, 2, 0, 1, 2, 0, 2, 0, 1]}"
56,557.2028600653209,False,1.0,1.0,0.0,1.0,1.0,0.0,2.2028600653208663,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.4590487755164951, ""min_stop_pct"": 0.007603540673941955, ""max_hold"": 96, ""cooldown"": 39, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 127, ""adx_min"": 30.569094405467006, ""rsi_long_min"": 36.316684073224636, ""rsi_long_max"": 65.44375937036321, ""volz_min"": 0.5739809845056569, ""body_min"": 0.29855067998765905, ""close_loc_min"": 0.6172970192166704, ""ret3_min"": 0.002968056125128663, ""bb_min"": 0.2662297426469551, ""bb_max"": 0.6327893685939375, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 16, ""weights"": [0, 3, 1, 3, 2, 2, 0, 1, 1, 3, 3, 3, 0, 3, 1, 2]}"
57,557.1153442658903,False,1.0,1.0,0.0,1.0,1.0,0.0,2.1153442658902915,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.354669608649752, ""min_stop_pct"": 0.00422410462059246, ""max_hold"": 72, ""cooldown"": 17, ""session_start"": 14, ""session_end"": 19, ""weekday_mask"": 127, ""adx_min"": 23.999585182577825, ""rsi_long_min"": 47.9429975758122, ""rsi_long_max"": 69.461857667776, ""volz_min"": 0.1567354957368603, ""body_min"": 0.34093987815578086, ""close_loc_min"": 0.8261156682346094, ""ret3_min"": 0.0010462509317525023, ""bb_min"": 0.38776873863986033, ""bb_max"": 0.8493497526767391, ""pull_idx"": 3, ""don_idx"": 0, ""score_need"": 6, ""weights"": [1, 1, 1, 2, 1, 0, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0]}"
58,557.0761298290669,False,1.0,1.0,0.0,1.0,1.0,0.0,2.076129829066898,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.9962640867188441, ""min_stop_pct"": 0.007739346259902333, ""max_hold"": 48, ""cooldown"": 8, ""session_start"": 4, ""session_end"": 16, ""weekday_mask"": 120, ""adx_min"": 16.030243503558417, ""rsi_long_min"": 54.390319742490036, ""rsi_long_max"": 64.70617312361551, ""volz_min"": 0.8492569609506413, ""body_min"": 0.3067201575809082, ""close_loc_min"": 0.7461181248448553, ""ret3_min"": 0.0021298654770798425, ""bb_min"": 0.5387598027276709, ""bb_max"": 0.8958885224802129, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 9, ""weights"": [0, 2, 2, 3, 0, 2, 2, 0, 3, 2, 2, 2, 2, 1, 1, 1]}"
59,556.9886085402105,False,1.0,1.0,0.0,1.0,1.0,0.0,1.9886085402104978,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.3060025968787572, ""min_stop_pct"": 0.005541207171286741, ""max_hold"": 36, ""cooldown"": 29, ""session_start"": 18, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 32.83641280487348, ""rsi_long_min"": 46.58253145429724, ""rsi_long_max"": 70.32139574977597, ""volz_min"": 0.9223509519811677, ""body_min"": 0.5947602706190698, ""close_loc_min"": 0.6771045809960816, ""ret3_min"": 0.0006879628085252486, ""bb_min"": 0.3273056558668219, ""bb_max"": 0.7095145450491303, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 3, ""weights"": [1, 1, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 2, 1, 1]}"
60,556.9821491775299,False,1.0,1.0,0.0,1.0,1.0,0.0,1.9821491775299251,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 2.0484049022259323, ""min_stop_pct"": 0.00794124861756982, ""max_hold"": 72, ""cooldown"": 50, ""session_start"": 16, ""session_end"": 22, ""weekday_mask"": 120, ""adx_min"": 22.52534299937271, ""rsi_long_min"": 38.22507526545412, ""rsi_long_max"": 75.77496663292163, ""volz_min"": 0.7657700101505802, ""body_min"": 0.44473934987385066, ""close_loc_min"": 0.845956482447994, ""ret3_min"": 0.001956479433830602, ""bb_min"": 0.278760462598447, ""bb_max"": 0.7827908110375085, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 6, ""weights"": [0, 0, 1, 2, 0, 0, 0, 0, 0, 3, 1, 2, 0, 3, 0, 1]}"
61,556.9467650440719,False,1.0,1.0,0.0,1.0,1.0,0.0,1.946765044071843,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 1.117566221927205, ""min_stop_pct"": 0.0029890881187664064, ""max_hold"": 72, ""cooldown"": 64, ""session_start"": 0, ""session_end"": 24, ""weekday_mask"": 30, ""adx_min"": 23.30857106898704, ""rsi_long_min"": 52.39987820062183, ""rsi_long_max"": 74.90280680864417, ""volz_min"": -0.5747310160235526, ""body_min"": 0.6729575281024697, ""close_loc_min"": 0.6172292854478107, ""ret3_min"": 0.003601773628417867, ""bb_min"": 0.3862434337203028, ""bb_max"": 1.1056058779837805, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 9, ""weights"": [0, 2, 2, 2, 0, 1, 3, 2, 1, 2, 1, 3, 3, 3, 0, 3]}"
62,556.883956637645,False,1.0,1.0,0.0,1.0,1.0,0.0,1.8839566376449968,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.9905161300529342, ""min_stop_pct"": 0.004276569863824568, ""max_hold"": 36, ""cooldown"": 35, ""session_start"": 12, ""session_end"": 24, ""weekday_mask"": 127, ""adx_min"": 12.017873060704893, ""rsi_long_min"": 51.156992660114796, ""rsi_long_max"": 59.37243701512945, ""volz_min"": 1.3024398161054036, ""body_min"": 0.6870149601567772, ""close_loc_min"": 0.6552482387720713, ""ret3_min"": 0.0025643352132015637, ""bb_min"": 0.3096511304741858, ""bb_max"": 0.9667220038727624, ""pull_idx"": 6, ""don_idx"": 0, ""score_need"": 5, ""weights"": [0, 2, 0, 1, 2, 1, 1, 2, 0, 2, 1, 0, 0, 1, 2, 0]}"
