rank,score,qualified,may_trades,may_win_rate,may_ratio,june_trades,june_win_rate,june_ratio,net_R,max_drawdown_R,config
63,556.8505631788332,False,1.0,1.0,0.0,1.0,1.0,0.0,1.850563178833274,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 2.266095925282258, ""min_stop_pct"": 0.00810372925301565, ""max_hold"": 96, ""cooldown"": 26, ""session_start"": 6, ""session_end"": 16, ""weekday_mask"": 62, ""adx_min"": 21.378498552332857, ""rsi_long_min"": 45.93164828070054, ""rsi_long_max"": 63.16391635813419, ""volz_min"": 0.008649298023402863, ""body_min"": 0.3765892268883847, ""close_loc_min"": 0.7469364780796022, ""ret3_min"": -0.0009273260024054571, ""bb_min"": 0.19875863294692095, ""bb_max"": 0.6604976826413248, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 6, ""weights"": [0, 3, 0, 0, 1, 3, 2, 1, 0, 0, 0, 0, 1, 3, 2, 0]}"
64,556.8251859311124,False,1.0,1.0,0.0,1.0,1.0,0.0,1.82518593111245,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.8463625260367187, ""min_stop_pct"": 0.0073045680043043095, ""max_hold"": 18, ""cooldown"": 11, ""session_start"": 19, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 15.108067536733703, ""rsi_long_min"": 39.10066265940166, ""rsi_long_max"": 68.03285103665502, ""volz_min"": 0.21502515961355972, ""body_min"": 0.6829583879828536, ""close_loc_min"": 0.8756939023017396, ""ret3_min"": -0.0008599681843352383, ""bb_min"": 0.2572413979336276, ""bb_max"": 0.7307583620353703, ""pull_idx"": 6, ""don_idx"": 1, ""score_need"": 10, ""weights"": [0, 0, 2, 3, 1, 1, 0, 1, 1, 1, 3, 2, 0, 2, 2, 0]}"
65,556.7761800004895,False,1.0,1.0,0.0,1.0,1.0,0.0,1.776180000489507,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.304088011145534, ""min_stop_pct"": 0.004123813065904182, ""max_hold"": 36, ""cooldown"": 66, ""session_start"": 1, ""session_end"": 14, ""weekday_mask"": 31, ""adx_min"": 29.665797636056595, ""rsi_long_min"": 54.360488796866065, ""rsi_long_max"": 72.20539303332887, ""volz_min"": -0.6477386504531064, ""body_min"": 0.6224826395274785, ""close_loc_min"": 0.7574315237469038, ""ret3_min"": -0.0005435824281145765, ""bb_min"": 0.40401538452785535, ""bb_max"": 0.5514362189514816, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 6, ""weights"": [1, 1, 2, 1, 3, 0, 2, 2, 0, 2, 0, 0, 0, 1, 0, 2]}"
66,556.7567854591992,False,1.0,1.0,0.0,1.0,1.0,0.0,1.7567854591992647,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 2.8093586957740913, ""min_stop_pct"": 0.006179172465412435, ""max_hold"": 72, ""cooldown"": 15, ""session_start"": 13, ""session_end"": 19, ""weekday_mask"": 124, ""adx_min"": 27.369883721259434, ""rsi_long_min"": 45.13207498217045, ""rsi_long_max"": 77.53792249313534, ""volz_min"": 1.0738736549044459, ""body_min"": 0.5283595304949181, ""close_loc_min"": 0.7625368564419093, ""ret3_min"": -0.0009049013464311226, ""bb_min"": 0.5100966035452978, ""bb_max"": 0.9748130715222587, ""pull_idx"": 0, ""don_idx"": 1, ""score_need"": 7, ""weights"": [0, 0, 3, 1, 1, 0, 2, 3, 1, 2, 1, 1, 2, 0, 0, 0]}"
67,556.7430373602849,False,1.0,1.0,0.0,1.0,1.0,0.0,1.7430373602849107,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.891760742779924, ""min_stop_pct"": 0.005905377343675073, ""max_hold"": 48, ""cooldown"": 64, ""session_start"": 18, ""session_end"": 24, ""weekday_mask"": 62, ""adx_min"": 23.96805641120206, ""rsi_long_min"": 39.69918035697652, ""rsi_long_max"": 77.68823102559732, ""volz_min"": 0.7483783846852929, ""body_min"": 0.389763349185946, ""close_loc_min"": 0.7266197881173976, ""ret3_min"": 0.00035684605656635974, ""bb_min"": 0.30213867832855035, ""bb_max"": 0.6214786017449934, ""pull_idx"": 7, ""don_idx"": 0, ""score_need"": 7, ""weights"": [1, 1, 2, 0, 0, 1, 2, 0, 3, 3, 2, 0, 2, 1, 0, 1]}"
68,556.7268138291403,False,1.0,1.0,0.0,1.0,1.0,0.0,1.7268138291402915,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.2195377768159203, ""min_stop_pct"": 0.005457872774395172, ""max_hold"": 36, ""cooldown"": 61, ""session_start"": 1, ""session_end"": 13, ""weekday_mask"": 62, ""adx_min"": 30.93593292747562, ""rsi_long_min"": 52.07096098718603, ""rsi_long_max"": 59.27398520178358, ""volz_min"": 0.6130378975609694, ""body_min"": 0.5286274303722984, ""close_loc_min"": 0.650851185310571, ""ret3_min"": -0.0006925751254943527, ""bb_min"": 0.33188839576213147, ""bb_max"": 0.7018794123063916, ""pull_idx"": 0, ""don_idx"": 0, ""score_need"": 7, ""weights"": [2, 1, 2, 3, 1, 0, 3, 1, 2, 0, 1, 0, 1, 0, 1, 3]}"
69,556.6319829793453,False,1.0,1.0,0.0,1.0,1.0,0.0,1.6319829793452714,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.650074979082803, ""min_stop_pct"": 0.004439279362915344, ""max_hold"": 18, ""cooldown"": 37, ""session_start"": 4, ""session_end"": 11, ""weekday_mask"": 120, ""adx_min"": 33.94623589791544, ""rsi_long_min"": 35.145998945559086, ""rsi_long_max"": 72.6089515030792, ""volz_min"": 0.6314467477190593, ""body_min"": 0.6471544123901015, ""close_loc_min"": 0.8380552680401323, ""ret3_min"": 0.003259284900420269, ""bb_min"": 0.41884914765928727, ""bb_max"": 0.7449607140213024, ""pull_idx"": 0, ""don_idx"": 0, ""score_need"": 7, ""weights"": [0, 0, 1, 3, 0, 1, 2, 1, 2, 0, 1, 1, 0, 1, 1, 0]}"
70,556.5557339410495,False,1.0,1.0,0.0,1.0,1.0,0.0,1.5557339410494944,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.4549304632086137, ""min_stop_pct"": 0.0049723819698772945, ""max_hold"": 36, ""cooldown"": 69, ""session_start"": 18, ""session_end"": 24, ""weekday_mask"": 127, ""adx_min"": 16.23056240813983, ""rsi_long_min"": 47.71608591452826, ""rsi_long_max"": 75.57738151332495, ""volz_min"": 0.16365441777614476, ""body_min"": 0.28951339370417384, ""close_loc_min"": 0.584763386826481, ""ret3_min"": 0.002414945811126317, ""bb_min"": 0.48764074603595897, ""bb_max"": 1.111750598456973, ""pull_idx"": 8, ""don_idx"": 0, ""score_need"": 10, ""weights"": [1, 3, 0, 2, 2, 3, 2, 0, 1, 2, 2, 0, 1, 1, 2, 2]}"
71,556.3906111544395,False,1.0,1.0,0.0,1.0,1.0,0.0,1.3906111544394943,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.75, ""sl_atr"": 1.7649079190158594, ""min_stop_pct"": 0.005172097723951529, ""max_hold"": 24, ""cooldown"": 54, ""session_start"": 8, ""session_end"": 17, ""weekday_mask"": 30, ""adx_min"": 13.996604549500656, ""rsi_long_min"": 36.69483453525483, ""rsi_long_max"": 58.35880304900318, ""volz_min"": 1.6759168043341137, ""body_min"": 0.38161177785392597, ""close_loc_min"": 0.6170541818892485, ""ret3_min"": -5.0974878404309756e-05, ""bb_min"": 0.2723959153231984, ""bb_max"": 0.7801388979645296, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 10, ""weights"": [1, 1, 3, 1, 1, 3, 2, 0, 1, 0, 0, 0, 1, 0, 3, 1]}"
72,556.3453144011261,False,1.0,1.0,0.0,1.0,1.0,0.0,1.3453144011260725,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 2.455092755296562, ""min_stop_pct"": 0.003112371289634111, ""max_hold"": 18, ""cooldown"": 30, ""session_start"": 17, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 22.72060675979362, ""rsi_long_min"": 35.91097257604019, ""rsi_long_max"": 69.30856059355727, ""volz_min"": -0.4141186876018504, ""body_min"": 0.5202371376484043, ""close_loc_min"": 0.6193430375853164, ""ret3_min"": 0.0022590960669298023, ""bb_min"": 0.47708907443728565, ""bb_max"": 1.112393190827923, ""pull_idx"": 5, ""don_idx"": 0, ""score_need"": 6, ""weights"": [0, 3, 0, 2, 0, 0, 0, 0, 1, 0, 1, 3, 2, 2, 1, 3]}"
73,556.3296782882111,False,1.0,1.0,0.0,1.0,1.0,0.0,1.3296782882111327,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.3320720344591617, ""min_stop_pct"": 0.003440368068210666, ""max_hold"": 24, ""cooldown"": 56, ""session_start"": 10, ""session_end"": 20, ""weekday_mask"": 120, ""adx_min"": 16.0733352163335, ""rsi_long_min"": 37.33464989760206, ""rsi_long_max"": 70.33090899988402, ""volz_min"": 1.703739098850724, ""body_min"": 0.6137155319294488, ""close_loc_min"": 0.820444799860623, ""ret3_min"": 0.0033522769995750204, ""bb_min"": 0.4121998157419364, ""bb_max"": 1.0762282763791928, ""pull_idx"": 0, ""don_idx"": 0, ""score_need"": 5, ""weights"": [1, 3, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 3, 1, 1, 0]}"
74,556.28864835935,False,1.0,1.0,0.0,1.0,1.0,0.0,1.2886483593499105,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 0.9762095948018192, ""min_stop_pct"": 0.008671333387702306, ""max_hold"": 18, ""cooldown"": 55, ""session_start"": 10, ""session_end"": 20, ""weekday_mask"": 31, ""adx_min"": 23.32555264901839, ""rsi_long_min"": 45.203111104380184, ""rsi_long_max"": 60.70877386014276, ""volz_min"": -0.6788686930869714, ""body_min"": 0.30807421527684664, ""close_loc_min"": 0.7702215473690294, ""ret3_min"": -0.00034653404306861726, ""bb_min"": 0.4957965337269009, ""bb_max"": 0.8728628274010239, ""pull_idx"": 0, ""don_idx"": 1, ""score_need"": 7, ""weights"": [1, 0, 1, 2, 0, 1, 3, 0, 0, 2, 0, 1, 0, 3, 2, 0]}"
75,556.2363888170963,False,1.0,1.0,0.0,1.0,1.0,0.0,1.2363888170963204,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.9162610802775144, ""min_stop_pct"": 0.0048026137152058015, ""max_hold"": 48, ""cooldown"": 20, ""session_start"": 15, ""session_end"": 21, ""weekday_mask"": 127, ""adx_min"": 26.116847601348933, ""rsi_long_min"": 54.72721141973056, ""rsi_long_max"": 59.862943884470965, ""volz_min"": -0.6841685185530239, ""body_min"": 0.5935403287022573, ""close_loc_min"": 0.8778680069260418, ""ret3_min"": 0.0013200230156919942, ""bb_min"": 0.34797535699225024, ""bb_max"": 0.8331810201579061, ""pull_idx"": 6, ""don_idx"": 1, ""score_need"": 7, ""weights"": [1, 3, 1, 1, 3, 0, 3, 0, 0, 3, 0, 1, 1, 0, 1, 0]}"
76,556.1835468997764,False,1.0,1.0,0.0,1.0,1.0,0.0,1.1835468997763385,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.8483273347448657, ""min_stop_pct"": 0.003783111236602141, ""max_hold"": 18, ""cooldown"": 33, ""session_start"": 2, ""session_end"": 7, ""weekday_mask"": 30, ""adx_min"": 28.117746190492635, ""rsi_long_min"": 48.0261897299182, ""rsi_long_max"": 69.82740551125602, ""volz_min"": 1.0397625498084329, ""body_min"": 0.7073940751668709, ""close_loc_min"": 0.7569827371159047, ""ret3_min"": 0.001342726624699973, ""bb_min"": 0.24026013739239188, ""bb_max"": 0.9581452849974379, ""pull_idx"": 5, ""don_idx"": 0, ""score_need"": 6, ""weights"": [2, 0, 1, 3, 0, 0, 1, 1, 0, 3, 1, 0, 2, 0, 3, 2]}"
77,556.0531653536245,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0531653536245038,0.0,"{""direction"": 1, ""trigger"": 2, ""rr"": 1.5, ""sl_atr"": 1.3439886583253478, ""min_stop_pct"": 0.007639243165722924, ""max_hold"": 96, ""cooldown"": 28, ""session_start"": 8, ""session_end"": 13, ""weekday_mask"": 60, ""adx_min"": 21.44707558353763, ""rsi_long_min"": 40.41356106885294, ""rsi_long_max"": 76.75974760732859, ""volz_min"": 0.2751815602473704, ""body_min"": 0.6714718051343008, ""close_loc_min"": 0.5857562449696504, ""ret3_min"": 0.0017490522916590997, ""bb_min"": 0.16163443358543036, ""bb_max"": 0.5568807638073761, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 23, ""weights"": [2, 3, 1, 1, 1, 3, 3, 1, 1, 1, 3, 2, 3, 0, 3, 2]}"
78,556.0470576891826,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0470576891825658,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.6646335760671416, ""min_stop_pct"": 0.007893584626923918, ""max_hold"": 48, ""cooldown"": 10, ""session_start"": 17, ""session_end"": 24, ""weekday_mask"": 62, ""adx_min"": 28.37125390654743, ""rsi_long_min"": 38.29279863786247, ""rsi_long_max"": 58.929326107169025, ""volz_min"": 0.5175699164216054, ""body_min"": 0.6628606486039471, ""close_loc_min"": 0.6795302229435038, ""ret3_min"": 0.0013108301271301625, ""bb_min"": 0.28766148636206285, ""bb_max"": 0.8537626347038374, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 6, ""weights"": [1, 0, 3, 0, 0, 0, 0, 3, 1, 3, 1, 1, 1, 2, 0, 1]}"
79,556.0419922750531,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0419922750531128,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.3381519257010293, ""min_stop_pct"": 0.008121203715646938, ""max_hold"": 18, ""cooldown"": 6, ""session_start"": 2, ""session_end"": 12, ""weekday_mask"": 31, ""adx_min"": 16.992805220815377, ""rsi_long_min"": 49.41977158520179, ""rsi_long_max"": 70.57751975499328, ""volz_min"": 0.38366622146733853, ""body_min"": 0.4024244085003227, ""close_loc_min"": 0.7024659465707476, ""ret3_min"": 0.0028501407180807695, ""bb_min"": 0.4461821546564769, ""bb_max"": 0.9339689709102688, ""pull_idx"": 1, ""don_idx"": 1, ""score_need"": 8, ""weights"": [0, 0, 1, 1, 3, 1, 2, 0, 1, 2, 2, 0, 1, 0, 3, 3]}"
80,556.0358554361026,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0358554361025112,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.4940714031711484, ""min_stop_pct"": 0.007567035516397225, ""max_hold"": 96, ""cooldown"": 38, ""session_start"": 17, ""session_end"": 23, ""weekday_mask"": 60, ""adx_min"": 26.879460702110553, ""rsi_long_min"": 42.254202416061695, ""rsi_long_max"": 58.02658606594836, ""volz_min"": 0.8979497411421731, ""body_min"": 0.5346189504478601, ""close_loc_min"": 0.631226096276007, ""ret3_min"": 0.0020728394377654406, ""bb_min"": 0.35491392180147474, ""bb_max"": 0.6817640013678898, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 6, ""weights"": [0, 3, 1, 3, 0, 0, 0, 1, 0, 0, 2, 0, 1, 2, 0, 0]}"
81,556.0274920930838,False,1.0,1.0,0.0,1.0,1.0,0.0,1.027492093083794,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.950306293912069, ""min_stop_pct"": 0.004806037446247087, ""max_hold"": 36, ""cooldown"": 47, ""session_start"": 13, ""session_end"": 24, ""weekday_mask"": 62, ""adx_min"": 25.067965273154826, ""rsi_long_min"": 37.54853921716156, ""rsi_long_max"": 63.67700082947338, ""volz_min"": -0.20448408599819357, ""body_min"": 0.3428885652816326, ""close_loc_min"": 0.6957266672631088, ""ret3_min"": 0.002506552972554809, ""bb_min"": 0.4007040229857951, ""bb_max"": 0.9358780516671505, ""pull_idx"": 2, ""don_idx"": 1, ""score_need"": 8, ""weights"": [0, 1, 2, 0, 1, 1, 3, 1, 2, 1, 2, 0, 1, 3, 1, 0]}"
82,555.819159064986,False,1.0,1.0,0.0,1.0,1.0,0.0,0.819159064986072,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.970175796900226, ""min_stop_pct"": 0.006544468149566083, ""max_hold"": 24, ""cooldown"": 18, ""session_start"": 18, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 27.71061436751458, ""rsi_long_min"": 53.41686948122215, ""rsi_long_max"": 67.82360095379727, ""volz_min"": 1.2849545875313038, ""body_min"": 0.6889693957491422, ""close_loc_min"": 0.8734787921574929, ""ret3_min"": 0.0012931641707872423, ""bb_min"": 0.1671883162687049, ""bb_max"": 0.7641759275100428, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 7, ""weights"": [1, 1, 1, 1, 2, 0, 3, 0, 1, 2, 2, 2, 2, 0, 3, 1]}"
83,555.8153493328887,False,1.0,1.0,0.0,1.0,1.0,0.0,0.8153493328886968,0.0,"{""direction"": 2, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.266383841906623, ""min_stop_pct"": 0.006995841699193475, ""max_hold"": 36, ""cooldown"": 21, ""session_start"": 0, ""session_end"": 8, ""weekday_mask"": 30, ""adx_min"": 25.21082471948851, ""rsi_long_min"": 41.60789418001946, ""rsi_long_max"": 65.10178574063593, ""volz_min"": 1.6138612651498223, ""body_min"": 0.3030036923782812, ""close_loc_min"": 0.7383794214981552, ""ret3_min"": 0.002206230147353523, ""bb_min"": 0.5481770865472757, ""bb_max"": 0.6135853862641121, ""pull_idx"": 4, ""don_idx"": 0, ""score_need"": 5, ""weights"": [0, 1, 1, 3, 0, 0, 1, 2, 0, 1, 0, 0, 0, 1, 3, 1]}"
84,555.741705923377,False,1.0,1.0,0.0,1.0,1.0,0.0,0.7417059233770217,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 1.1010472878124624, ""min_stop_pct"": 0.008909639690095207, ""max_hold"": 48, ""cooldown"": 71, ""session_start"": 3, ""session_end"": 15, ""weekday_mask"": 62, ""adx_min"": 28.739644941204123, ""rsi_long_min"": 41.744953149703875, ""rsi_long_max"": 74.38137058757405, ""volz_min"": -0.3784850426714513, ""body_min"": 0.32061054568281, ""close_loc_min"": 0.7258174951202152, ""ret3_min"": 0.003358453710791919, ""bb_min"": 0.37999030236789066, ""bb_max"": 0.9657580744052161, ""pull_idx"": 8, ""don_idx"": 0, ""score_need"": 10, ""weights"": [1, 3, 3, 3, 0, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 1]}"
85,555.7399338029915,False,1.0,1.0,0.0,1.0,1.0,0.0,0.7399338029914386,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.6472670505644342, ""min_stop_pct"": 0.0035901519685554457, ""max_hold"": 48, ""cooldown"": 64, ""session_start"": 19, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 26.375631993494995, ""rsi_long_min"": 51.818398910292146, ""rsi_long_max"": 69.33257999309866, ""volz_min"": -0.38827324239141026, ""body_min"": 0.5243727729319723, ""close_loc_min"": 0.7459947861681125, ""ret3_min"": 0.0017438656383817843, ""bb_min"": 0.2143695618051446, ""bb_max"": 0.5719711185400359, ""pull_idx"": 3, ""don_idx"": 0, ""score_need"": 6, ""weights"": [0, 1, 0, 1, 1, 0, 0, 3, 1, 2, 2, 2, 0, 3, 0, 2]}"
86,555.7161309988579,False,1.0,1.0,0.0,1.0,1.0,0.0,0.7161309988579431,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.5703391315820037, ""min_stop_pct"": 0.008442452882506293, ""max_hold"": 36, ""cooldown"": 44, ""session_start"": 12, ""session_end"": 24, ""weekday_mask"": 31, ""adx_min"": 13.862358369815972, ""rsi_long_min"": 52.6405552933209, ""rsi_long_max"": 60.301637926607974, ""volz_min"": 1.2085511907252544, ""body_min"": 0.7150620858386396, ""close_loc_min"": 0.7980188043065741, ""ret3_min"": -0.00013918523245785928, ""bb_min"": 0.4599363279406685, ""bb_max"": 0.9838657745635712, ""pull_idx"": 0, ""don_idx"": 1, ""score_need"": 7, ""weights"": [0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 2, 0, 0, 1, 0, 0]}"
87,555.7104781586738,False,1.0,1.0,0.0,1.0,1.0,0.0,0.7104781586738331,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 0.9625667581852821, ""min_stop_pct"": 0.0078044993367436775, ""max_hold"": 24, ""cooldown"": 4, ""session_start"": 17, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 24.83303213238773, ""rsi_long_min"": 38.00894103680931, ""rsi_long_max"": 65.26274958730814, ""volz_min"": 0.6346986187184582, ""body_min"": 0.4227390367623014, ""close_loc_min"": 0.5649324337764694, ""ret3_min"": -0.0005648191921157639, ""bb_min"": 0.5366207299597916, ""bb_max"": 0.9649544535252905, ""pull_idx"": 2, ""don_idx"": 0, ""score_need"": 10, ""weights"": [2, 0, 3, 1, 0, 0, 3, 2, 0, 2, 2, 0, 0, 1, 0, 2]}"
88,555.7072733815661,False,1.0,1.0,0.0,1.0,1.0,0.0,0.7072733815661298,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.3429882604764167, ""min_stop_pct"": 0.006548917850413829, ""max_hold"": 18, ""cooldown"": 33, ""session_start"": 14, ""session_end"": 21, ""weekday_mask"": 31, ""adx_min"": 18.462681410986626, ""rsi_long_min"": 51.39534754597752, ""rsi_long_max"": 66.60964083460046, ""volz_min"": 1.0887311048612063, ""body_min"": 0.6041674749884504, ""close_loc_min"": 0.8293656344634949, ""ret3_min"": -0.00019949318003430379, ""bb_min"": 0.2513844327155336, ""bb_max"": 1.0391780030029034, ""pull_idx"": 3, ""don_idx"": 0, ""score_need"": 8, ""weights"": [2, 2, 2, 1, 0, 3, 1, 1, 0, 2, 3, 1, 0, 1, 1, 0]}"
89,555.7032551746026,False,1.0,1.0,0.0,1.0,1.0,0.0,0.703255174602598,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 1.8411507607149487, ""min_stop_pct"": 0.0042269382542994265, ""max_hold"": 12, ""cooldown"": 42, ""session_start"": 13, ""session_end"": 22, ""weekday_mask"": 30, ""adx_min"": 25.3482779040763, ""rsi_long_min"": 42.85513956385726, ""rsi_long_max"": 70.05513210666683, ""volz_min"": -0.17785926506908645, ""body_min"": 0.45324530126782425, ""close_loc_min"": 0.7296145036972405, ""ret3_min"": 0.0003653867615073605, ""bb_min"": 0.4056864740607752, ""bb_max"": 0.9799256886619592, ""pull_idx"": 3, ""don_idx"": 0, ""score_need"": 9, ""weights"": [0, 3, 3, 1, 1, 2, 1, 3, 0, 2, 2, 1, 3, 1, 3, 2]}"
90,555.5069862748503,False,1.0,1.0,0.0,1.0,1.0,0.0,0.5069862748502909,0.0,"{""direction"": 1, ""trigger"": 2, ""rr"": 2.25, ""sl_atr"": 2.322168948445078, ""min_stop_pct"": 0.00324387033994622, ""max_hold"": 18, ""cooldown"": 32, ""session_start"": 5, ""session_end"": 11, ""weekday_mask"": 120, ""adx_min"": 33.728258173303686, ""rsi_long_min"": 41.75631018305269, ""rsi_long_max"": 76.9486916896313, ""volz_min"": 1.1725158944119545, ""body_min"": 0.5741548644291774, ""close_loc_min"": 0.8467612623455938, ""ret3_min"": 0.0005704282977049726, ""bb_min"": 0.48528846083741684, ""bb_max"": 0.5528635574667947, ""pull_idx"": 5, ""don_idx"": 0, ""score_need"": 14, ""weights"": [1, 2, 0, 1, 0, 0, 3, 2, 0, 2, 1, 3, 3, 0, 0, 3]}"
91,555.4914038881024,False,1.0,1.0,0.0,1.0,1.0,0.0,0.4914038881023941,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.5, ""sl_atr"": 1.0070969716007354, ""min_stop_pct"": 0.0073353756225228404, ""max_hold"": 24, ""cooldown"": 57, ""session_start"": 16, ""session_end"": 24, ""weekday_mask"": 60, ""adx_min"": 22.39156055766127, ""rsi_long_min"": 48.997697115099335, ""rsi_long_max"": 66.49985359096144, ""volz_min"": 0.7533910938577577, ""body_min"": 0.35717586102533605, ""close_loc_min"": 0.6736421089055757, ""ret3_min"": 0.0024367562016032753, ""bb_min"": 0.2847658179989369, ""bb_max"": 0.7484077789458139, ""pull_idx"": 8, ""don_idx"": 0, ""score_need"": 9, ""weights"": [3, 3, 1, 1, 2, 0, 1, 0, 1, 2, 3, 1, 1, 1, 3, 0]}"
92,555.4384042727546,False,1.0,1.0,0.0,1.0,1.0,0.0,0.43840427275459176,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 2.0, ""sl_atr"": 2.9928527429285054, ""min_stop_pct"": 0.008114089322354778, ""max_hold"": 12, ""cooldown"": 72, ""session_start"": 17, ""session_end"": 24, ""weekday_mask"": 120, ""adx_min"": 34.68300204368546, ""rsi_long_min"": 50.4680001252582, ""rsi_long_max"": 58.935405949282504, ""volz_min"": 0.5490072165316806, ""body_min"": 0.2929943002302733, ""close_loc_min"": 0.6900718860743174, ""ret3_min"": 0.0011569573091066102, ""bb_min"": 0.3298021057640963, ""bb_max"": 0.570206929593016, ""pull_idx"": 7, ""don_idx"": 0, ""score_need"": 5, ""weights"": [1, 0, 1, 2, 2, 0, 1, 0, 2, 2, 0, 0, 1, 1, 1, 1]}"
93,555.437891072709,False,1.0,1.0,0.0,1.0,1.0,0.0,0.43789107270903216,0.0,"{""direction"": 1, ""trigger"": 3, ""rr"": 1.6, ""sl_atr"": 1.7319390267461294, ""min_stop_pct"": 0.008552221767326252, ""max_hold"": 18, ""cooldown"": 33, ""session_start"": 13, ""session_end"": 20, ""weekday_mask"": 62, ""adx_min"": 12.585315731893628, ""rsi_long_min"": 38.163619997805085, ""rsi_long_max"": 64.74440731609178, ""volz_min"": 0.18843961074893578, ""body_min"": 0.3817033515658993, ""close_loc_min"": 0.6573302920507983, ""ret3_min"": 0.003665038521354639, ""bb_min"": 0.44639205454339825, ""bb_max"": 1.1179369411946172, ""pull_idx"": 8, ""don_idx"": 1, ""score_need"": 6, ""weights"": [2, 2, 1, 1, 0, 1, 2, 3, 0, 0, 1, 1, 0, 1, 1, 1]}"
94,555.427099046024,False,1.0,1.0,0.0,1.0,1.0,0.0,0.42709904602391097,0.0,"{""direction"": 0, ""trigger"": 3, ""rr"": 2.25, ""sl_atr"": 2.296041173014031, ""min_stop_pct"": 0.008302493026350402, ""max_hold"": 24, ""cooldown"": 48, ""session_start"": 17, ""session_end"": 22, ""weekday_mask"": 30, ""adx_min"": 24.812087689953778, ""rsi_long_min"": 54.39365512780882, ""rsi_long_max"": 68.65000064449465, ""volz_min"": 1.3338453793219804, ""body_min"": 0.5970246332497143, ""close_loc_min"": 0.7013914200012622, ""ret3_min"": 0.001832850037369999, ""bb_min"": 0.33014403787008073, ""bb_max"": 0.5865663574447717, ""pull_idx"": 3, ""don_idx"": 1, ""score_need"": 4, ""weights"": [0, 0, 1, 2, 1, 3, 2, 0, 1, 0, 0, 2, 0, 0, 2, 0]}"
