rank,combination_key,aggregate_score,active_experts,expert_policy_keys,2025-12_trades,2025-12_wins,2025-12_win_rate,2025-12_avg_win_R,2025-12_avg_loss_R,2025-12_avg_win_loss_ratio,2025-12_profit_factor,2025-12_net_R,2025-12_max_drawdown_R,2025-12_expectancy_R,2026-01_trades,2026-01_wins,2026-01_win_rate,2026-01_avg_win_R,2026-01_avg_loss_R,2026-01_avg_win_loss_ratio,2026-01_profit_factor,2026-01_net_R,2026-01_max_drawdown_R,2026-01_expectancy_R,2026-02_trades,2026-02_wins,2026-02_win_rate,2026-02_avg_win_R,2026-02_avg_loss_R,2026-02_avg_win_loss_ratio,2026-02_profit_factor,2026-02_net_R,2026-02_max_drawdown_R,2026-02_expectancy_R,2026-03_trades,2026-03_wins,2026-03_win_rate,2026-03_avg_win_R,2026-03_avg_loss_R,2026-03_avg_win_loss_ratio,2026-03_profit_factor,2026-03_net_R,2026-03_max_drawdown_R,2026-03_expectancy_R,2026-04_trades,2026-04_wins,2026-04_win_rate,2026-04_avg_win_R,2026-04_avg_loss_R,2026-04_avg_win_loss_ratio,2026-04_profit_factor,2026-04_net_R,2026-04_max_drawdown_R,2026-04_expectancy_R,2026-05_trades,2026-05_wins,2026-05_win_rate,2026-05_avg_win_R,2026-05_avg_loss_R,2026-05_avg_win_loss_ratio,2026-05_profit_factor,2026-05_net_R,2026-05_max_drawdown_R,2026-05_expectancy_R
1,ece20c9226382d6bc5a7,-10170.717705617775,趋势空头|高波动空头突破,趋势空头=a0055b8cbf2be79a|高波动空头突破=54aac46f4cd7987f,1,0,0.0,0.0,1.3346060881403976,0.0,0.0,-1.3346060881403976,1.3346060881403976,-1.3346060881403976,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.8,1.5215886391622973,0.24085533044312948,6.317438091832363,25.269752367329453,5.845499226206059,0.24085533044312957,1.1690998452412118,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.25423184420436634,0.0,0.0,-0.25423184420436634,0.25423184420436634,-0.25423184420436634,2,0,0.0,0.0,0.7387533208230941,0.0,0.0,-1.4775066416461882,1.4775066416461882,-0.7387533208230941
2,04c2df12d4ec25644bb3,-20626.357623513024,趋势多头,趋势多头=7dd7b22beac3d1ca,3,1,0.3333333333333333,1.6858241384640045,0.2132439880098081,7.9056115682214,3.9528057841107,1.2593361624443884,0.4264879760196161,0.4197787208147961,2,0,0.0,0.0,1.3126608473186465,0.0,0.0,-2.625321694637293,2.625321694637293,-1.3126608473186465,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.312842018473169,0.0,0.0,-1.312842018473169,1.312842018473169,-1.312842018473169,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,1.312770143390103,0.0,0.0,-2.625540286780206,2.625540286780206,-1.312770143390103
3,7ddbbff60e99221d8ea8,-22502.48037792196,趋势空头|高波动多头突破|高波动空头突破,趋势空头=a0055b8cbf2be79a|高波动多头突破=17e31d6b1da9871b|高波动空头突破=54aac46f4cd7987f,1,0,0.0,0.0,1.3346060881403976,0.0,0.0,-1.3346060881403976,1.3346060881403976,-1.3346060881403976,5,2,0.4,1.6127154314390304,0.5528823811826706,2.9169231762988557,1.944615450865904,1.566783719330049,1.4722480507587283,0.31335674386600976,5,4,0.8,1.5215886391622973,0.24085533044312948,6.317438091832363,25.269752367329453,5.845499226206059,0.24085533044312957,1.1690998452412118,1,0,0.0,0.0,1.2858207323671202,0.0,0.0,-1.2858207323671202,1.2858207323671202,-1.2858207323671202,1,0,0.0,0.0,0.25423184420436634,0.0,0.0,-0.25423184420436634,0.25423184420436634,-0.25423184420436634,2,0,0.0,0.0,0.7387533208230941,0.0,0.0,-1.4775066416461882,1.4775066416461882,-0.7387533208230941
4,a3aa2cd5ede18fd03e70,-25102.51705187539,趋势多头|高波动空头突破,趋势多头=7dd7b22beac3d1ca|高波动空头突破=54aac46f4cd7987f,3,1,0.3333333333333333,1.6858241384640045,0.2132439880098081,7.9056115682214,3.9528057841107,1.2593361624443884,0.4264879760196161,0.4197787208147961,2,0,0.0,0.0,1.3126608473186465,0.0,0.0,-2.625321694637293,2.625321694637293,-1.3126608473186465,3,3,1.0,1.5399470369369261,0.0,0.0,0.0,4.619841110810778,0.0,1.5399470369369261,1,0,0.0,0.0,1.312842018473169,0.0,0.0,-1.312842018473169,1.312842018473169,-1.312842018473169,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,1.2829467789374391,0.0,0.0,-3.8488403368123176,3.8488403368123176,-1.2829467789374391
5,dc9428c93bb134f6980a,-27060.34264398599,高波动多头突破|高波动空头突破,高波动多头突破=17e31d6b1da9871b|高波动空头突破=54aac46f4cd7987f,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.4,1.6127154314390304,0.5528823811826706,2.9169231762988557,1.944615450865904,1.566783719330049,1.4722480507587283,0.31335674386600976,3,3,1.0,1.5399470369369261,0.0,0.0,0.0,4.619841110810778,0.0,1.5399470369369261,1,0,0.0,0.0,1.2858207323671202,0.0,0.0,-1.2858207323671202,1.2858207323671202,-1.2858207323671202,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.2233000500321116,0.0,0.0,-1.2233000500321116,1.2233000500321116,-1.2233000500321116
6,6aac1b326a615e04a956,-27272.05418283095,趋势空头|高波动多头突破,趋势空头=a0055b8cbf2be79a|高波动多头突破=17e31d6b1da9871b,1,0,0.0,0.0,1.3346060881403976,0.0,0.0,-1.3346060881403976,1.3346060881403976,-1.3346060881403976,5,2,0.4,1.6127154314390304,0.5528823811826706,2.9169231762988557,1.944615450865904,1.566783719330049,1.4722480507587283,0.31335674386600976,2,1,0.5,1.4665134458384104,0.24085533044312948,6.088773053684531,6.088773053684531,1.2256581153952808,0.24085533044312948,0.6128290576976404,1,0,0.0,0.0,1.2858207323671202,0.0,0.0,-1.2858207323671202,1.2858207323671202,-1.2858207323671202,1,0,0.0,0.0,0.25423184420436634,0.0,0.0,-0.25423184420436634,0.25423184420436634,-0.25423184420436634,1,0,0.0,0.0,0.25420659161407666,0.0,0.0,-0.25420659161407666,0.25420659161407666,-0.25420659161407666
7,29be8debfd5af9574dc3,-27278.858724824368,震荡空头反转|高波动多头突破|高波动空头突破,震荡空头反转=bf8b5cdb33cfe05c|高波动多头突破=17e31d6b1da9871b|高波动空头突破=54aac46f4cd7987f,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.4,1.6127154314390304,0.5528823811826706,2.9169231762988557,1.944615450865904,1.566783719330049,1.4722480507587283,0.31335674386600976,3,3,1.0,1.5399470369369261,0.0,0.0,0.0,4.619841110810778,0.0,1.5399470369369261,3,2,0.6666666666666666,1.2426679591066199,1.2858207323671202,0.9664395104432181,1.9328790208864361,1.1995151858461197,1.2858207323671202,0.3998383952820399,2,1,0.5,1.2425908457405874,1.358563893672463,0.9146355585688518,0.9146355585688518,-0.11597304793187568,1.358563893672463,-0.05798652396593784,1,0,0.0,0.0,1.2233000500321116,0.0,0.0,-1.2233000500321116,1.2233000500321116,-1.2233000500321116
8,f46709dbaf85edd64c2d,-27825.66992983001,趋势空头|震荡空头反转|高波动空头突破,趋势空头=a0055b8cbf2be79a|震荡空头反转=bf8b5cdb33cfe05c|高波动空头突破=54aac46f4cd7987f,1,0,0.0,0.0,1.3346060881403976,0.0,0.0,-1.3346060881403976,1.3346060881403976,-1.3346060881403976,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,0.8,1.5215886391622973,0.24085533044312948,6.317438091832363,25.269752367329453,5.845499226206059,0.24085533044312957,1.1690998452412118,2,2,1.0,1.2426679591066199,0.0,0.0,0.0,2.4853359182132397,0.0,1.2426679591066199,3,1,0.3333333333333333,1.2425908457405874,0.8063978689384147,1.540915339194039,0.7704576695970194,-0.37020489213624197,1.6127957378768294,-0.12340163071208066,2,0,0.0,0.0,0.7387533208230941,0.0,0.0,-1.4775066416461882,1.4775066416461882,-0.7387533208230941
9,4ec93766fe16cb44aff9,-28115.574401046397,趋势多头|震荡空头反转,趋势多头=7dd7b22beac3d1ca|震荡空头反转=bf8b5cdb33cfe05c,3,1,0.3333333333333333,1.6858241384640045,0.2132439880098081,7.9056115682214,3.9528057841107,1.2593361624443884,0.4264879760196161,0.4197787208147961,2,0,0.0,0.0,1.3126608473186465,0.0,0.0,-2.625321694637293,2.625321694637293,-1.3126608473186465,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.6666666666666666,1.2426679591066199,1.312842018473169,0.9465479788282817,1.8930959576565634,1.172493899740071,1.312842018473169,0.39083129991335697,2,1,0.5,1.2425908457405874,1.358563893672463,0.9146355585688518,0.9146355585688518,-0.11597304793187568,1.358563893672463,-0.05798652396593784,2,0,0.0,0.0,1.312770143390103,0.0,0.0,-2.625540286780206,2.625540286780206,-1.312770143390103
10,011665beb1a4ad9365f4,-28530.53185669805,高波动多头突破,高波动多头突破=17e31d6b1da9871b,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.4,1.6127154314390304,0.5528823811826706,2.9169231762988557,1.944615450865904,1.566783719330049,1.4722480507587283,0.31335674386600976,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.2858207323671202,0.0,0.0,-1.2858207323671202,1.2858207323671202,-1.2858207323671202,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
