expert,family,tier,month,calibration_mean,eval_mean,probability_drift,calibration_utility_mean,eval_utility_mean,utility_drift
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-05,0.1713142371435226,0.17158002836112804,0.0002657912176054489,-0.46660546274856834,-0.46606101387319976,0.0005444488753685861
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-06,0.37209476259721985,0.3840484625276982,0.011953699930478345,-0.024876907549320683,-0.00022689675000641004,0.024650010799314274
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-07,0.22713178223193906,0.22898410315223533,0.0018523209202962743,-0.4405162141354115,-0.43725196225391016,0.003264251881501312
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-08,0.19330343585576346,0.20427026652882438,0.010966830673060923,-0.6438073314150313,-0.6200117058455441,0.023795625569487222
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-09,0.1299133533607879,0.12957427411804903,-0.0003390792427388767,-0.727436756500526,-0.7284589237722016,-0.0010221672716755892
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-10,0.20659531514873383,0.20130988887657691,-0.005285426272156918,-0.37132117337579185,-0.38208591501806993,-0.010764741642278086
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-11,0.34264459770777395,0.3320941366566478,-0.01055046105112617,-0.07836750582173864,-0.09955415770255867,-0.02118665188082003
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2025-12,0.2962977899076659,0.28939865489890926,-0.006899135008756663,-0.2219257323405959,-0.23650627175089095,-0.014580539410295051
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2026-01,0.2755351397372885,0.25878172137007305,-0.016753418367215445,-0.23789412075486038,-0.271322404796072,-0.03342828404121162
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2026-02,0.21811666474896255,0.20252369171077023,-0.01559297303819232,-0.3918310334380104,-0.4272633802454534,-0.035432346807443005
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2026-03,0.2424235601052774,0.23772987684952945,-0.004693683255747955,-0.3637342988899321,-0.37325116340538,-0.00951686451544792
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2026-04,0.198274951577338,0.20096526663197983,0.0026903150546418453,-0.4753637059915106,-0.46982158114165823,0.005542124849852392
趋势回踩重新站稳多头,趋势回踩,CANDIDATE,2026-05,0.18563648782951211,0.16710490697246963,-0.018531580857042484,-0.5367189950328946,-0.5748054045090526,-0.038086409476158045
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-05,0.17948925968351886,0.16737626690078192,-0.012112992782736948,-0.46982462941331066,-0.49409124675355737,-0.02426661734024671
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-06,0.39164889566860667,0.3851294053678805,-0.006519490300726183,0.09252535648342745,0.0798113607267661,-0.01271399575666135
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-07,0.26595769391798263,0.25677861114166256,-0.009179082776320069,-0.20161122995785125,-0.2191059860951408,-0.01749475613728954
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-08,0.18398908087808458,0.17424467126370957,-0.009744409614375005,-0.4214105749592547,-0.4383410322595207,-0.01693045730026599
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-09,0.18654849191229653,0.16461737816493455,-0.02193111374736198,-0.43999870175000305,-0.4828424436227364,-0.04284374187273332
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-10,0.1549158542133652,0.15531608567448196,0.0004002314611167568,-0.5346568587359739,-0.5332192700512948,0.0014375886846791364
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-11,0.2789122286425587,0.27966216130642607,0.0007499326638673587,-0.1955154866088743,-0.19405698827604326,0.001458498332831043
趋势反抽失败空头,趋势回踩,CANDIDATE,2025-12,0.2536030875099096,0.26032574791280183,0.006722660402892211,-0.2429697241534589,-0.22977879050645889,0.013190933647000025
趋势反抽失败空头,趋势回踩,CANDIDATE,2026-01,0.12115524684291377,0.1213286972545663,0.00017345041165252317,-0.507866752171633,-0.5073032785960466,0.0005634735755863929
趋势反抽失败空头,趋势回踩,CANDIDATE,2026-02,0.28856364594648426,0.29864525524816454,0.010081609301680283,-0.21460492280039234,-0.19558738057841538,0.019017542221976963
趋势反抽失败空头,趋势回踩,CANDIDATE,2026-03,0.29885141832674433,0.3024043885343271,0.003552970207582773,-0.17769748838788796,-0.17026639130165405,0.0074310970862339065
