channel_id,channel_label,window_months,window_start_month,window_end_month,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-01,2020-12,23,11,12,0.4782608695652174,1.9542278953424095,1.1451237351407288,1.7065648325787663,1.5643510965305356,7.755022027077757,4.682917839446073,0.3371748707425112,-1.0646350474293222
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-02,2021-01,21,11,10,0.5238095238095238,1.9636056592655349,1.1540550023852059,1.7014835993147175,1.871631959246189,10.059112228068827,4.682917839446073,0.4790053441937537,0.09596118847406812
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-03,2021-02,23,12,11,0.5217391304347826,2.003008837533166,1.1455819421209812,1.7484640459893306,1.9074153228974513,11.434704687067201,4.682917839446073,0.4971610733507479,0.09596118847406812
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-04,2021-03,25,13,12,0.52,1.891987673672996,1.134508938418925,1.6676710157169046,1.80664360035998,10.981732496721852,4.682917839446073,0.4392692998688741,0.09596118847406812
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-05,2021-04,25,12,13,0.48,1.8523345642238886,1.1296840365221557,1.6396926081442067,1.5135624075177292,7.54212229589864,4.682917839446073,0.3016848918359456,-1.0416203420914134
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-06,2021-05,23,10,13,0.43478260869565216,1.74075713648227,1.1285701554057872,1.542444772391102,1.1864959787623863,2.7361593445474695,4.78041535782578,0.11896344976293345,-1.0608513394787347
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-07,2021-06,26,11,15,0.4230769230769231,1.8048859281642164,1.1192860260041246,1.6125332455080301,1.182524380039222,3.064454819744515,6.898293727612415,0.11786364691325057,-1.0580772043909925
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-08,2021-07,23,10,13,0.43478260869565216,1.7651344871418506,1.1070087080522137,1.594508222295389,1.2265447863810683,3.2602316667397266,6.8982937276124145,0.14174920290172724,-1.0553030693032501
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-09,2021-08,22,9,13,0.4090909090909091,1.6926023870567606,1.0951670570161767,1.5455198147288312,1.0699752563507292,0.9962497423005485,6.898293727612415,0.04528407919547948,-1.0549545970063443
60m_long_frozen_adx45_rr2_5,V10.6冻结多头·延伸保护+ADX≤45 RR2.5,12,2020-10,2021-09,20,8,12,0.4,1.606857370655836,1.0946143851528376,1.4679666122161144,0.9786444081440763,-0.28051365658736427,6.898293727612415,-0.014025682829368214,-1.0549545970063443
