channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_trend_pullback_quality_rr2_5,V10.1冻结基线·1小时趋势回踩质量过滤 RR2.5,development,30,13,17,0.43333333333333335,2.1668452264369007,1.1304845091703006,1.9167403081243624,1.4657425885656887,8.950751287784596,4.591739029550602,0.2983583762594865,-1.0945810193143601
60m_trend_pullback_quality_rr2_5,V10.1冻结基线·1小时趋势回踩质量过滤 RR2.5,validation,17,7,10,0.4117647058823529,2.3161301345943026,1.0604079588135373,2.184187807479076,1.5289314652353532,5.608831354024742,5.562721711012729,0.3299312561191025,-1.044901543579395
60m_trend_pullback_quality_rr2_5,V10.1冻结基线·1小时趋势回踩质量过滤 RR2.5,historical_test,10,3,7,0.3,1.8800310202923713,1.1263799409131825,1.669091353640572,0.7153248658459594,-2.2445665255151637,3.4136317522181194,-0.22445665255151637,-1.098639815070535
60m_trend_pullback_quality_rr3_0,V10.1冻结基线·1小时趋势回踩质量过滤 RR3.0,development,29,12,17,0.41379310344827586,2.3665622782658877,1.1327371485741216,2.0892422229154337,1.4747592161756002,9.14221581343059,4.591739029550602,0.31524882115277897,-1.100383931881594
60m_trend_pullback_quality_rr3_0,V10.1冻结基线·1小时趋势回踩质量过滤 RR3.0,validation,17,7,10,0.4117647058823529,2.8161658488800176,1.0604079588135373,2.655738129343118,1.8590166905401824,9.109081354024749,5.562721711012729,0.5358283149426323,-1.044901543579395
60m_trend_pullback_quality_rr3_0,V10.1冻结基线·1小时趋势回踩质量过滤 RR3.0,historical_test,10,3,7,0.3,2.213197686959028,1.1263799409131825,1.9648766873145282,0.8420900088490835,-1.2450665255151936,3.4136317522181194,-0.12450665255151935,-1.098639815070535
60m_trend_pullback_anti_exhaustion_rr2_5,1小时趋势回踩·防趋势衰竭 RR2.5,development,5,1,4,0.2,2.3795018361769196,1.1405146037819511,2.086340524081394,0.5215851310203485,-2.182556578950885,3.43288650919434,-0.436511315790177,-1.1229131643302268
60m_trend_pullback_anti_exhaustion_rr2_5,1小时趋势回踩·防趋势衰竭 RR2.5,validation,2,1,1,0.5,2.240169625334335,1.0907912695148967,2.0537106300186987,2.0537106300186987,1.1493783558194381,1.0907912695148967,0.5746891779097191,0.5746891779097191
60m_trend_pullback_anti_exhaustion_rr2_5,1小时趋势回踩·防趋势衰竭 RR2.5,historical_test,1,1,0,1.0,1.2448320277977196,0.0,999.0,999.0,1.2448320277977196,0.0,1.2448320277977196,1.2448320277977196
60m_trend_pullback_anti_exhaustion_rr3_0,1小时趋势回踩·防趋势衰竭 RR3.0,development,5,1,4,0.2,2.8797518361769225,1.1405146037819511,2.5249583184885607,0.6312395796221402,-1.682306578950882,3.43288650919434,-0.3364613157901764,-1.1229131643302268
