channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_trend_pullback_anti_exhaustion_rr3_0,1小时趋势回踩·防趋势衰竭 RR3.0,validation,2,1,1,0.5,2.7404196253343125,1.0907912695148967,2.5123226614685397,2.5123226614685397,1.6496283558194158,1.0907912695148967,0.8248141779097079,0.8248141779097079
60m_trend_pullback_anti_exhaustion_rr3_0,1小时趋势回踩·防趋势衰竭 RR3.0,historical_test,1,1,0,1.0,1.2448320277977196,0.0,999.0,999.0,1.2448320277977196,0.0,1.2448320277977196,1.2448320277977196
60m_trend_pullback_balanced_rr2_5,1小时趋势回踩·均衡趋势区间 RR2.5,development,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_trend_pullback_balanced_rr2_5,1小时趋势回踩·均衡趋势区间 RR2.5,validation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_trend_pullback_balanced_rr2_5,1小时趋势回踩·均衡趋势区间 RR2.5,historical_test,1,1,0,1.0,1.296700028955958,0.0,999.0,999.0,1.296700028955958,0.0,1.296700028955958,1.296700028955958
60m_trend_pullback_balanced_rr3_0,1小时趋势回踩·均衡趋势区间 RR3.0,development,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_trend_pullback_balanced_rr3_0,1小时趋势回踩·均衡趋势区间 RR3.0,validation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60m_trend_pullback_balanced_rr3_0,1小时趋势回踩·均衡趋势区间 RR3.0,historical_test,1,1,0,1.0,1.296700028955958,0.0,999.0,999.0,1.296700028955958,0.0,1.296700028955958,1.296700028955958
60m_trend_pullback_persistence_rr2_5,1小时趋势回踩·趋势持续性 RR2.5,development,4,3,1,0.75,2.382629009766586,1.1229131643302268,2.121828370573721,6.365485111721163,6.024973864969532,1.1229131643302268,1.506243466242383,2.3767148207365127
60m_trend_pullback_persistence_rr2_5,1小时趋势回踩·趋势持续性 RR2.5,validation,3,1,2,0.3333333333333333,2.240169625334335,1.0994162655436595,2.0375991292311606,1.0187995646155803,0.041337094247015926,1.1080412615724222,0.013779031415671975,-1.0907912695148967
60m_trend_pullback_persistence_rr2_5,1小时趋势回踩·趋势持续性 RR2.5,historical_test,2,1,1,0.5,2.3979143701078605,1.0967575347967387,2.1863668988171248,2.1863668988171248,1.3011568353111218,1.0967575347967387,0.6505784176555609,0.6505784176555609
60m_trend_pullback_persistence_rr3_0,1小时趋势回踩·趋势持续性 RR3.0,development,4,3,1,0.75,1.6910185578871981,1.1229131643302268,1.5059210378888235,4.51776311366647,3.950142509331368,1.1229131643302268,0.987535627332842,1.096651918742336
60m_trend_pullback_persistence_rr3_0,1小时趋势回踩·趋势持续性 RR3.0,validation,3,1,2,0.3333333333333333,2.7404196253343125,1.0994162655436595,2.492613317831149,1.2463066589155745,0.5415870942469936,1.1080412615724222,0.18052903141566454,-1.0907912695148967
60m_trend_pullback_persistence_rr3_0,1小时趋势回踩·趋势持续性 RR3.0,historical_test,2,1,1,0.5,1.4449146864844422,1.0967575347967387,1.3174422245954547,1.3174422245954547,0.34815715168770356,1.0967575347967387,0.17407857584385178,0.17407857584385178
