channel_id,channel_label,loss_class,trades,avg_net_R,avg_mfe_R,avg_mae_R,median_holding_bars,share_of_channel_losses
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,FAST_REVERSAL_LE_2H,2,-1.1440179280398985,0.11175357886823167,1.08773133617339,11.5,0.6666666666666666
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,GAVE_BACK_0_5_TO_1R,1,-1.0967575347967387,0.8972594395939735,1.1303509500617248,110.0,0.3333333333333333
state_15m_pullback_reclaim_rr2_0,实验C·严格状态机+15M回踩重新确认 RR2.0,GAVE_BACK_AT_LEAST_1R,1,-1.1412017555039808,1.2422241084659429,1.0585496595902215,304.0,0.5
state_15m_pullback_reclaim_rr2_0,实验C·严格状态机+15M回踩重新确认 RR2.0,NORMAL_FAILED_SETUP,1,-1.1233657293837833,0.13259178323684656,1.133968898501242,66.0,0.5
state_direct_after_1h_confirmation_rr2_0,实验A·严格状态机1H确认后直接成交 RR2.0,NORMAL_FAILED_SETUP,4,-1.1331620930162691,0.2772941795336872,1.1064966866727823,73.0,1.0
