channel_id,channel_label,setup_type,trigger_type,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,V10_6_FROZEN_1H,DIRECT_1H_CLOSE,9,6,3,0.6666666666666666,2.0891149352430385,1.128264463625512,1.8516181290776232,3.703236258155246,9.149896220581692,3.3847933908765366,1.016655135620188,2.1681856360704774
state_15m_pullback_reclaim_rr2_0,实验C·严格状态机+15M回踩重新确认 RR2.0,IMPULSE_PULLBACK_CONFIRM,PULLBACK_TOUCH_THEN_RECLAIM_HIGH,1,1,0,1.0,1.899889279507761,0.0,999.0,999.0,1.899889279507761,0.0,1.899889279507761,1.899889279507761
state_15m_pullback_reclaim_rr2_0,实验C·严格状态机+15M回踩重新确认 RR2.0,IMPULSE_PULLBACK_CONFIRM,PULLBACK_TOUCH_THEN_RECLAIM_LOW,2,0,2,0.0,0.0,1.132283742443882,0.0,0.0,-2.264567484887764,2.264567484887764,-1.132283742443882,-1.132283742443882
state_15m_single_local_break_rr2_0,实验B·严格状态机+15M单一局部突破 RR2.0,IMPULSE_PULLBACK_CONFIRM,SINGLE_LOCAL_HIGH_BREAK,1,1,0,1.0,1.899889279507761,0.0,999.0,999.0,1.899889279507761,0.0,1.899889279507761,1.899889279507761
state_direct_after_1h_confirmation_rr2_0,实验A·严格状态机1H确认后直接成交 RR2.0,IMPULSE_PULLBACK_CONFIRM,DIRECT_AFTER_CLOSED_1H_CONFIRMATION,6,2,4,0.3333333333333333,1.8595679431111332,1.1331620930162691,1.6410431963544643,0.8205215981772321,-0.8135124858428104,2.310622699898553,-0.13558541430713508,-1.1110128360832618
