channel_id,channel_label,profile,is_baseline,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R,best_10pct_removed_net_R,checks_passed,checks_total,historical_research_gate_pass
state_15m_single_local_break_rr2_0,实验B·严格状态机+15M单一局部突破 RR2.0,state_15m_single_local_break,False,1,1,0,1.0,1.899889279507761,0.0,999.0,999.0,1.899889279507761,0.0,1.899889279507761,1.899889279507761,0.0,4,6,False
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,baseline_1h_shared_v10_6,True,9,6,3,0.6666666666666666,2.0891149352430385,1.128264463625512,1.8516181290776232,3.703236258155246,9.149896220581692,3.3847933908765366,1.016655135620188,2.1681856360704774,6.757517332065313,5,6,False
state_15m_pullback_reclaim_rr2_0,实验C·严格状态机+15M回踩重新确认 RR2.0,state_15m_pullback_reclaim,False,3,1,2,0.3333333333333333,1.899889279507761,1.132283742443882,1.677926837849942,0.838963418924971,-0.36467820538000306,1.1412017555039808,-0.12155940179333435,-1.1233657293837833,-2.264567484887764,1,6,False
state_direct_after_1h_confirmation_rr2_0,实验A·严格状态机1H确认后直接成交 RR2.0,state_direct_after_1h_confirmation,False,6,2,4,0.3333333333333333,1.8595679431111332,1.1331620930162691,1.6410431963544643,0.8205215981772321,-0.8135124858428104,2.310622699898553,-0.13558541430713508,-1.1110128360832618,-2.7040895928985695,1,6,False
