setup_id,setup_time_utc,signal_time_utc,direction,environment_leg_id,cycle_number,channel_id,channel_label,entry_mode,direction_variant,management_mode,reward_risk,signal_emitted,trade_executed,net_R,win,exit_reason,entry_time_utc,exit_time_utc,mfe_R,mae_R
LEG0092-C01-20260122T2200,2026-01-22T22:00:00+00:00,2026-01-22T22:45:00+00:00,-1,92,1,matrix_pullback_reclaim_15m_shared_fixed_rr1_5,批量·15M回踩重确认·多空共享·固定 RR1.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,1.5,True,True,-1.1233657293837833,False,STOP,2026-01-22T22:45:00+00:00,2026-01-23T04:15:00+00:00,0.13259178323684656,1.133968898501242
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T05:00:00+00:00,1,106,1,matrix_pullback_reclaim_15m_shared_fixed_rr1_5,批量·15M回踩重确认·多空共享·固定 RR1.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,1.5,True,True,1.400139279507755,True,TARGET,2026-04-10T05:00:00+00:00,2026-04-10T15:25:00+00:00,1.5995882853149608,0.9691857023134819
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T11:15:00+00:00,1,106,2,matrix_pullback_reclaim_15m_shared_fixed_rr1_5,批量·15M回踩重确认·多空共享·固定 RR1.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,1.5,True,True,1.3289174708920417,True,TARGET,2026-04-11T11:15:00+00:00,2026-04-11T18:40:00+00:00,2.034587815303766,0.8765311257493508
LEG0116-C01-20260519T0200,2026-05-19T02:00:00+00:00,2026-05-19T05:30:00+00:00,-1,116,1,matrix_pullback_reclaim_15m_shared_fixed_rr1_5,批量·15M回踩重确认·多空共享·固定 RR1.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,1.5,True,True,-1.1412017555039808,False,STOP,2026-05-19T05:30:00+00:00,2026-05-20T06:50:00+00:00,1.2422241084659429,1.0585496595902215
LEG0116-C02-20260519T2300,2026-05-19T23:00:00+00:00,2026-05-20T00:00:00+00:00,-1,116,2,matrix_pullback_reclaim_15m_shared_fixed_rr1_5,批量·15M回踩重确认·多空共享·固定 RR1.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,1.5,True,False,,,,,,,
LEG0092-C01-20260122T2200,2026-01-22T22:00:00+00:00,2026-01-22T22:45:00+00:00,-1,92,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_0,批量·15M回踩重确认·多空共享·固定 RR2.0,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.0,True,True,-1.1233657293837833,False,STOP,2026-01-22T22:45:00+00:00,2026-01-23T04:15:00+00:00,0.13259178323684656,1.133968898501242
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T05:00:00+00:00,1,106,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_0,批量·15M回踩重确认·多空共享·固定 RR2.0,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.0,True,True,1.899889279507761,True,TARGET,2026-04-10T05:00:00+00:00,2026-04-11T18:40:00+00:00,2.208739802556277,0.9691857023134819
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T11:15:00+00:00,1,106,2,matrix_pullback_reclaim_15m_shared_fixed_rr2_0,批量·15M回踩重确认·多空共享·固定 RR2.0,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.0,True,False,,,,,,,
LEG0116-C01-20260519T0200,2026-05-19T02:00:00+00:00,2026-05-19T05:30:00+00:00,-1,116,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_0,批量·15M回踩重确认·多空共享·固定 RR2.0,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.0,True,True,-1.1412017555039808,False,STOP,2026-05-19T05:30:00+00:00,2026-05-20T06:50:00+00:00,1.2422241084659429,1.0585496595902215
LEG0116-C02-20260519T2300,2026-05-19T23:00:00+00:00,2026-05-20T00:00:00+00:00,-1,116,2,matrix_pullback_reclaim_15m_shared_fixed_rr2_0,批量·15M回踩重确认·多空共享·固定 RR2.0,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.0,True,False,,,,,,,
LEG0092-C01-20260122T2200,2026-01-22T22:00:00+00:00,2026-01-22T22:45:00+00:00,-1,92,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_5,批量·15M回踩重确认·多空共享·固定 RR2.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.5,True,True,-1.1233657293837833,False,STOP,2026-01-22T22:45:00+00:00,2026-01-23T04:15:00+00:00,0.13259178323684656,1.133968898501242
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T05:00:00+00:00,1,106,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_5,批量·15M回踩重确认·多空共享·固定 RR2.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.5,True,True,-1.0986107204922355,False,STOP,2026-04-10T05:00:00+00:00,2026-04-12T01:50:00+00:00,2.3093738817043947,1.0817477990173199
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T11:15:00+00:00,1,106,2,matrix_pullback_reclaim_15m_shared_fixed_rr2_5,批量·15M回踩重确认·多空共享·固定 RR2.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.5,True,False,,,,,,,
LEG0116-C01-20260519T0200,2026-05-19T02:00:00+00:00,2026-05-19T05:30:00+00:00,-1,116,1,matrix_pullback_reclaim_15m_shared_fixed_rr2_5,批量·15M回踩重确认·多空共享·固定 RR2.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.5,True,True,-1.1412017555039808,False,STOP,2026-05-19T05:30:00+00:00,2026-05-20T06:50:00+00:00,1.2422241084659429,1.0585496595902215
LEG0116-C02-20260519T2300,2026-05-19T23:00:00+00:00,2026-05-20T00:00:00+00:00,-1,116,2,matrix_pullback_reclaim_15m_shared_fixed_rr2_5,批量·15M回踩重确认·多空共享·固定 RR2.5,pullback_reclaim_15m,shared,FIXED_STOP_TARGET,2.5,True,False,,,,,,,
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T02:00:00+00:00,1,106,1,matrix_direct_1h_long_be1_rr2_0,影子·1H确认直接成交·多头·1R后保本 RR2.0,direct_1h,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.0986589809770586,False,STOP,2026-04-10T02:00:00+00:00,2026-04-10T07:55:00+00:00,0.17933157428576502,1.0174461871365572
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T10:00:00+00:00,1,106,2,matrix_direct_1h_long_be1_rr2_0,影子·1H确认直接成交·多头·1R后保本 RR2.0,direct_1h,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,1.8285587791665072,True,TARGET,2026-04-11T10:00:00+00:00,2026-04-11T19:10:00+00:00,2.0970972196945916,0.9852228512946528
LEG0107-C02-20260417T0000,2026-04-17T00:00:00+00:00,2026-04-17T00:00:00+00:00,1,107,2,matrix_direct_1h_long_be1_rr2_0,影子·1H确认直接成交·多头·1R后保本 RR2.0,direct_1h,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-0.10842289294423371,False,BREAK_EVEN_FIRST_CONSERVATIVE,2026-04-17T00:00:00+00:00,2026-04-17T10:30:00+00:00,1.789605679289517,0.9027214488451546
LEG0092-C01-20260122T2200,2026-01-22T22:00:00+00:00,2026-01-22T22:00:00+00:00,-1,92,1,matrix_direct_1h_short_be1_rr2_0,影子·1H确认直接成交·空头·1R后保本 RR2.0,direct_1h,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.1233666911894649,False,STOP,2026-01-22T22:00:00+00:00,2026-01-23T04:15:00+00:00,0.17381202673016674,1.133007092819735
LEG0116-C01-20260519T0200,2026-05-19T02:00:00+00:00,2026-05-19T02:00:00+00:00,-1,116,1,matrix_direct_1h_short_be1_rr2_0,影子·1H确认直接成交·空头·1R后保本 RR2.0,direct_1h,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.1409246903651793,False,STOP,2026-05-19T02:00:00+00:00,2026-05-19T07:20:00+00:00,0.33609682734571233,1.0117629343044816
LEG0116-C02-20260519T2300,2026-05-19T23:00:00+00:00,2026-05-19T23:00:00+00:00,-1,116,2,matrix_direct_1h_short_be1_rr2_0,影子·1H确认直接成交·空头·1R后保本 RR2.0,direct_1h,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.1696980095333738,False,STOP,2026-05-19T23:00:00+00:00,2026-05-20T05:15:00+00:00,0.4199362897731045,1.2637705324303548
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T05:00:00+00:00,1,106,1,matrix_local_break_15m_long_be1_rr2_0,影子·15M局部突破·多头·1R后保本 RR2.0,local_break_15m,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,1.899889279507761,True,TARGET,2026-04-10T05:00:00+00:00,2026-04-11T18:40:00+00:00,2.208739802556277,0.9691857023134819
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T12:00:00+00:00,1,106,2,matrix_local_break_15m_long_be1_rr2_0,影子·15M局部突破·多头·1R后保本 RR2.0,local_break_15m,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,False,,,,,,,
LEG0106-C01-20260410T0200,2026-04-10T02:00:00+00:00,2026-04-10T05:00:00+00:00,1,106,1,matrix_pullback_reclaim_15m_long_be1_rr2_0,影子·15M回踩重确认·多头·1R后保本 RR2.0,pullback_reclaim_15m,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,1.899889279507761,True,TARGET,2026-04-10T05:00:00+00:00,2026-04-11T18:40:00+00:00,2.208739802556277,0.9691857023134819
LEG0106-C02-20260411T1000,2026-04-11T10:00:00+00:00,2026-04-11T11:15:00+00:00,1,106,2,matrix_pullback_reclaim_15m_long_be1_rr2_0,影子·15M回踩重确认·多头·1R后保本 RR2.0,pullback_reclaim_15m,long,BE_AT_1R_NEXT_5M_BAR,2.0,True,False,,,,,,,
LEG0092-C01-20260122T2200,2026-01-22T22:00:00+00:00,2026-01-22T22:45:00+00:00,-1,92,1,matrix_pullback_reclaim_15m_short_be1_rr2_0,影子·15M回踩重确认·空头·1R后保本 RR2.0,pullback_reclaim_15m,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.1233657293837833,False,STOP,2026-01-22T22:45:00+00:00,2026-01-23T04:15:00+00:00,0.13259178323684656,1.133968898501242
LEG0116-C01-20260519T0200,2026-05-19T02:00:00+00:00,2026-05-19T05:30:00+00:00,-1,116,1,matrix_pullback_reclaim_15m_short_be1_rr2_0,影子·15M回踩重确认·空头·1R后保本 RR2.0,pullback_reclaim_15m,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-0.14070175550397748,False,BREAK_EVEN_FIRST_CONSERVATIVE,2026-05-19T05:30:00+00:00,2026-05-19T16:50:00+00:00,1.2422241084659429,0.9220274572915564
LEG0116-C02-20260519T2300,2026-05-19T23:00:00+00:00,2026-05-20T00:00:00+00:00,-1,116,2,matrix_pullback_reclaim_15m_short_be1_rr2_0,影子·15M回踩重确认·空头·1R后保本 RR2.0,pullback_reclaim_15m,short,BE_AT_1R_NEXT_5M_BAR,2.0,True,True,-1.1699709241032472,False,STOP,2026-05-20T00:00:00+00:00,2026-05-20T05:35:00+00:00,0.6928508596466064,1.1009021600864908
