entry_mode,direction_variant,fixed_channel_id,be1_channel_id,trades_fixed,trades_be1,trades_delta_be1_minus_fixed,win_rate_fixed,win_rate_be1,win_rate_delta_be1_minus_fixed,avg_win_loss_ratio_fixed,avg_win_loss_ratio_be1,avg_win_loss_ratio_delta_be1_minus_fixed,profit_factor_fixed,profit_factor_be1,profit_factor_delta_be1_minus_fixed,net_R_fixed,net_R_be1,net_R_delta_be1_minus_fixed,max_drawdown_R_fixed,max_drawdown_R_be1,max_drawdown_R_delta_be1_minus_fixed,max_consecutive_losses_fixed,max_consecutive_losses_be1,max_consecutive_losses_delta_be1_minus_fixed
direct_1h,long,matrix_direct_1h_long_fixed_rr2_0,matrix_direct_1h_long_be1_rr2_0,3.0,3.0,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1.6925797497758437,3.029717898465831,1.3371381486899871,3.3851594995516874,1.5148589492329154,-1.870300550318772,2.6204769052452077,0.6214769052452149,-1.9989999999999928,1.0986589809770586,1.0986589809770586,0.0,1.0,1.0,0.0
direct_1h,short,matrix_direct_1h_short_fixed_rr2_0,matrix_direct_1h_short_be1_rr2_0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4339893910880175,-3.4339893910880175,0.0,3.4339893910880175,3.4339893910880175,0.0,3.0,3.0,0.0
local_break_15m,long,matrix_local_break_15m_long_fixed_rr2_0,matrix_local_break_15m_long_be1_rr2_0,1.0,1.0,0.0,1.0,1.0,0.0,999.0,999.0,0.0,999.0,999.0,0.0,1.899889279507761,1.899889279507761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
local_break_15m,short,matrix_local_break_15m_short_fixed_rr2_0,matrix_local_break_15m_short_be1_rr2_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pullback_reclaim_15m,long,matrix_pullback_reclaim_15m_long_fixed_rr2_0,matrix_pullback_reclaim_15m_long_be1_rr2_0,1.0,1.0,0.0,1.0,1.0,0.0,999.0,999.0,0.0,999.0,999.0,0.0,1.899889279507761,1.899889279507761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pullback_reclaim_15m,short,matrix_pullback_reclaim_15m_short_fixed_rr2_0,matrix_pullback_reclaim_15m_short_be1_rr2_0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.264567484887764,-2.4340384089910083,-0.16947092410324416,2.264567484887764,2.4340384089910083,0.16947092410324416,2.0,3.0,1.0
