channel_id,channel_label,direction,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,-1,3,2,1,0.6666666666666666,2.3162742569253574,1.1080412615724222,2.090422385208228,4.180844770416456,3.5245072522782923,1.1080412615724224,1.1748357507594307,2.240169625334335
baseline_1h_shared_v10_6,基准·V10.6原1小时多空共享组合 RR2.5,1,6,4,2,0.6666666666666666,1.9755352744018786,1.1383760646520569,1.7353977615522849,3.4707955231045697,5.6253889683034,2.2767521293041137,0.9375648280505667,1.7065088319340984
matrix_direct_1h_long_be1_rr2_0,影子·1H确认直接成交·多头·1R后保本 RR2.0,1,3,1,2,0.3333333333333333,1.8285587791665072,0.6035409369606461,3.029717898465831,1.5148589492329154,0.6214769052452149,1.0986589809770586,0.20715896841507164,-0.10842289294423371
matrix_direct_1h_long_fixed_rr1_5,批量·1H确认直接成交·多头·固定 RR1.5,1,3,2,1,0.6666666666666666,1.3598179431111288,1.0986589809770586,1.2377070288924563,2.4754140577849126,1.6209769052451988,1.0986589809770586,0.5403256350817329,1.3288087791664964
matrix_direct_1h_long_fixed_rr2_0,批量·1H确认直接成交·多头·固定 RR2.0,1,3,2,1,0.6666666666666666,1.8595679431111332,1.0986589809770586,1.6925797497758437,3.3851594995516874,2.6204769052452077,1.0986589809770586,0.8734923017484025,1.8285587791665072
matrix_direct_1h_long_fixed_rr2_5,批量·1H确认直接成交·多头·固定 RR2.5,1,3,1,2,0.3333333333333333,2.3903271070557572,1.1343001009052744,2.1073145503099746,1.0536572751549873,0.12172690524520835,2.268600201810549,0.04057563508173612,-1.0986589809770586
matrix_direct_1h_shared_fixed_rr1_5,批量·1H确认直接成交·多空共享·固定 RR1.5,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_shared_fixed_rr1_5,批量·1H确认直接成交·多空共享·固定 RR1.5,1,3,2,1,0.6666666666666666,1.3598179431111288,1.0986589809770586,1.2377070288924563,2.4754140577849126,1.6209769052451988,1.0986589809770586,0.5403256350817329,1.3288087791664964
matrix_direct_1h_shared_fixed_rr2_0,批量·1H确认直接成交·多空共享·固定 RR2.0,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_shared_fixed_rr2_0,批量·1H确认直接成交·多空共享·固定 RR2.0,1,3,2,1,0.6666666666666666,1.8595679431111332,1.0986589809770586,1.6925797497758437,3.3851594995516874,2.6204769052452077,1.0986589809770586,0.8734923017484025,1.8285587791665072
matrix_direct_1h_shared_fixed_rr2_5,批量·1H确认直接成交·多空共享·固定 RR2.5,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_shared_fixed_rr2_5,批量·1H确认直接成交·多空共享·固定 RR2.5,1,3,1,2,0.3333333333333333,2.3903271070557572,1.1343001009052744,2.1073145503099746,1.0536572751549873,0.12172690524520835,2.268600201810549,0.04057563508173612,-1.0986589809770586
matrix_direct_1h_short_be1_rr2_0,影子·1H确认直接成交·空头·1R后保本 RR2.0,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_short_fixed_rr1_5,批量·1H确认直接成交·空头·固定 RR1.5,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_short_fixed_rr2_0,批量·1H确认直接成交·空头·固定 RR2.0,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_direct_1h_short_fixed_rr2_5,批量·1H确认直接成交·空头·固定 RR2.5,-1,3,0,3,0.0,0.0,1.1446631303626724,0.0,0.0,-3.4339893910880175,3.4339893910880175,-1.1446631303626724,-1.1409246903651793
matrix_local_break_15m_long_be1_rr2_0,影子·15M局部突破·多头·1R后保本 RR2.0,1,1,1,0,1.0,1.899889279507761,0.0,999.0,999.0,1.899889279507761,0.0,1.899889279507761,1.899889279507761
matrix_local_break_15m_long_fixed_rr1_5,批量·15M局部突破·多头·固定 RR1.5,1,2,2,0,1.0,1.3644809100364896,0.0,999.0,999.0,2.7289618200729793,0.0,1.3644809100364896,1.3644809100364896
matrix_local_break_15m_long_fixed_rr2_0,批量·15M局部突破·多头·固定 RR2.0,1,1,1,0,1.0,1.899889279507761,0.0,999.0,999.0,1.899889279507761,0.0,1.899889279507761,1.899889279507761
matrix_local_break_15m_long_fixed_rr2_5,批量·15M局部突破·多头·固定 RR2.5,1,1,0,1,0.0,0.0,1.0986107204922355,0.0,0.0,-1.0986107204922355,1.0986107204922355,-1.0986107204922355,-1.0986107204922355
