expert_id,expert,family,rank,policy_key,eligible,reasons,score,trades,wins,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,shrunk_win_rate,wilson_lower,active_months,positive_months,worst_month_R,max_single_month_profit_share
2,趋势整理再加速多头,趋势加速,5,31d427f886bef726,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,6,4b6abc0deb1dc26f,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,7,347e4093744dbf95,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,8,6c511b4ace02c249,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,9,f117577248792f0e,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,10,5a431a201dcc018d,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,11,b46c597e6c7e65b2,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,12,c9101d9afe9380cb,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,13,5fb3fb7284e1d0ab,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,14,fdbff56f6a3da700,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,15,8f7bb4b029041d5a,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
2,趋势整理再加速多头,趋势加速,16,a6b33592461ce254,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,1,a926e2d3dfd23284,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
3,趋势整理再加速空头,趋势加速,2,8b4d7088b1ef5242,False,总交易不足|活跃月份不足|正收益月份不足|原始胜率不足|收缩后胜率不足|胜率可信下界不足|盈利因子不足|实际盈亏比不足|累计净R不足,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,0.0,0.0
