channel_id,channel_label,window_start_month,window_end_month,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-01,2025-03,4,1,3,0.25,2.410524522232862,1.1051896171464495,2.1810958814983525,0.7270319604994508,-0.9050443292064863,3.315568851439348,-0.22626108230162156,-1.1016996705038729
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-02,2025-04,2,1,1,0.5,2.3783274471519986,1.103015409126152,2.156205096931687,2.156205096931687,1.2753120380258467,1.103015409126152,0.6376560190129233,0.6376560190129233
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-03,2025-05,2,1,1,0.5,2.3783274471519986,1.103015409126152,2.156205096931687,2.156205096931687,1.2753120380258467,1.103015409126152,0.6376560190129233,0.6376560190129233
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-04,2025-06,1,1,0,1.0,2.3783274471519986,0.0,999.0,999.0,2.3783274471519986,0.0,2.3783274471519986,2.3783274471519986
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-05,2025-07,2,2,0,1.0,2.2152022417745654,0.0,999.0,999.0,4.430404483549131,0.0,2.2152022417745654,2.2152022417745654
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-06,2025-08,3,2,1,0.6666666666666666,2.2152022417745654,1.1522714574407105,1.9224656025887437,3.8449312051774873,3.2781330261084203,1.1522714574407105,1.0927110087028067,2.1360659878568113
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-07,2025-09,3,2,1,0.6666666666666666,2.2152022417745654,1.1522714574407105,1.9224656025887437,3.8449312051774873,3.2781330261084203,1.1522714574407105,1.0927110087028067,2.1360659878568113
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-08,2025-10,1,0,1,0.0,0.0,1.1522714574407105,0.0,0.0,-1.1522714574407105,1.1522714574407105,-1.1522714574407105,-1.1522714574407105
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-09,2025-11,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
60m_long_extension_adx45_rr2_5,多头冻结基线·延伸保护+ADX≤45 RR2.5,2025-10,2025-12,1,0,1,0.0,0.0,1.1044651836086912,0.0,0.0,-1.1044651836086912,1.1044651836086912,-1.1044651836086912,-1.1044651836086912
