channel_id,long_adx_cap,short_mode,is_v104_control,channel_label,trades,win_rate,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,historical_test_net_R,best_10pct_removed_net_R,research_candidate
60m_split_portfolio_v104_leader,45.0,REFERENCE_-3,True,多空组合冻结基线·多ADX45/空原始,22,0.5454545454545454,1.9775848889588172,2.3731018667505803,15.338650887965187,4.438482015769575,4.543335526080376,8.154167141728674,False
60m_split_portfolio_interaction_45,45.0,RELAXED_-4,False,多空交互组合·多ADX45/空ADX-4,23,0.5652173913043478,1.990204166300892,2.5872654161911597,17.731029776481567,4.438482015769575,4.543335526080376,10.533668977905593,False
60m_split_portfolio_long47_reference,47.5,REFERENCE_-3,False,多空对照组合·多ADX47.5/空原始,23,0.5217391304347826,1.9721034562824562,2.1513855886717703,14.187416563591277,4.498762234938208,4.543335526080376,7.002932817354762,False
60m_split_portfolio_interaction_47_5,47.5,RELAXED_-4,False,多空交互组合·多ADX47.5/空ADX-4,24,0.5416666666666666,1.9846877557484555,2.3455400749754474,16.57979545210766,4.498762234938208,4.543335526080376,9.382434653531682,False
60m_split_portfolio_long50_reference,50.0,REFERENCE_-3,False,多空对照组合·多ADX50/空原始,23,0.5217391304347826,1.9721034562824562,2.1513855886717703,14.187416563591277,4.498762234938208,4.543335526080376,7.002932817354762,False
60m_split_portfolio_interaction_50,50.0,RELAXED_-4,False,多空交互组合·多ADX50/空ADX-4,24,0.5416666666666666,1.9846877557484555,2.3455400749754474,16.57979545210766,4.498762234938208,4.543335526080376,9.382434653531682,False
