channel_id,long_component_id,short_component_id,long_component_signals,short_component_signals,conflict_timestamps,portfolio_signals
60m_legacy_portfolio_shadow_v10_7,60m_long_shadow_v10_7,60m_short_primary_v10_7,0,0,0,0
