record_id,record_sha256,channel_id,channel_label,signal_time_utc,direction,source_component_id,effective_data_end_date,primary_closed_trades,primary_win_rate,primary_profit_factor,primary_net_R,primary_max_drawdown_R,evidence_status,chain_sha256,recorded_at_utc
6db1368464f67e1805c9cb11,644fc0a43a530716c68ce14635ee6fd02f80ff7f09a8690174acfbd7995856c9,V10_7_DAILY_SNAPSHOT,V10.7每日前向观察快照,2026-07-27T23:59:59+00:00,0,60m_short_primary_v10_7,2026-07-27,0,0.0,0.0,0.0,0.0,COLLECTING_FORWARD_EVIDENCE,4255ecd512d065f75d8b79f7a4a1e657db38f254447c5957b844c372fba08ef3,2026-07-28T11:07:45.443238+00:00
