channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_trend_baseline_rr2_0,1小时趋势回踩基线 RR2.0,development,195,69,126,0.35384615384615387,1.6805869434310752,1.1136226932829976,1.5091170048597409,0.8264212169470009,-24.355960256913463,34.67627807781224,-0.12490236029186391,-1.0973944414552343
60m_trend_baseline_rr2_0,1小时趋势回踩基线 RR2.0,validation,142,54,88,0.38028169014084506,1.6770091634238877,1.0978986179349677,1.5274717865827778,0.9373122326757954,-6.056583553387222,15.415860375056958,-0.04265199685483959,-1.083262576669795
60m_trend_baseline_rr2_0,1小时趋势回踩基线 RR2.0,historical_test,73,23,50,0.3150684931506849,1.7460089611691458,1.101033867078645,1.585790422416163,0.7294635943114349,-14.893487247041888,20.1289779456866,-0.20402037324714914,-1.1047313493170035
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,development,149,53,96,0.35570469798657717,1.704309419102632,1.1740081243446774,1.451701554496452,0.8014602332115828,-22.376380724649515,32.9823759606996,-0.15017705184328534,-1.1311336646221526
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,validation,70,29,41,0.4142857142857143,1.6809579917200586,1.1201707281718138,1.5006266004321354,1.061418814939803,2.820781904837323,12.051649726100141,0.0402968843548189,-1.0998903222239886
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,historical_test,41,12,29,0.2926829268292683,1.8194943555414511,1.1797083964604946,1.5423255111182734,0.6382036597730787,-12.377611230856935,17.546155406486683,-0.30189295685016915,-1.14640920757361
60m_trend_pullback_quality_rr2_0,1小时趋势回踩·质量过滤 RR2.0,development,30,13,17,0.43333333333333335,1.705268303359976,1.1304845091703006,1.5084402214511794,1.15351311052149,2.9502512877845786,4.591739029550604,0.09834170959281928,-1.0945810193143601
60m_trend_pullback_quality_rr2_0,1小时趋势回踩·质量过滤 RR2.0,validation,17,7,10,0.4117647058823529,1.8160944203085825,1.0604079588135373,1.7126374856150297,1.1988462399305206,2.1085813540247047,5.562721711012729,0.12403419729557086,-1.044901543579395
60m_trend_pullback_quality_rr2_0,1小时趋势回踩·质量过滤 RR2.0,historical_test,10,3,7,0.3,1.764641801062406,1.1263799409131825,1.5666488162349286,0.6714209212435408,-2.5907341832050585,3.4136317522181194,-0.25907341832050584,-1.098639815070535
60m_trend_pullback_quality_rr2_5,1小时趋势回踩·质量过滤 RR2.5,development,30,13,17,0.43333333333333335,2.1668452264369007,1.1304845091703006,1.9167403081243624,1.4657425885656887,8.950751287784596,4.591739029550602,0.2983583762594865,-1.0945810193143601
