channel_id,channel_label,family,profile,reward_risk_target,stop_atr_multiple,signal_time_utc,entry_time_utc,exit_time_utc,direction,entry_price,stop_price,target_price,exit_price,stop_distance,gross_r,fee_r,net_r,win,exit_reason,holding_5m_bars,signal_atr,signal_adx,signal_rsi,signal_plus_di,signal_minus_di,signal_ema_separation_atr,signal_ema_slope_3_atr,signal_volume_ratio,signal_clv,signal_channel_width_atr,month,phase,is_baseline
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-01-28T23:00:00+00:00,2025-01-28T23:00:00+00:00,2025-01-29T19:45:00+00:00,1,101220.59999999999,100177.81792010718,103306.16415978562,103305.96415978562,1042.782079892812,1.999808205373062,0.09806774018441562,1.9017404651886463,True,TARGET,249,947.9837089934653,20.561941859147005,43.68975472264049,15.248299101430574,24.864380963284404,0.21196374808815138,-0.3758795048244573,1.146326617914285,0.8612130746372982,3.7519632101868967,2025-01,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-01-31T16:00:00+00:00,2025-01-31T16:00:00+00:00,2025-01-31T18:30:00+00:00,-1,105406.7,106126.62342226855,103966.8531554629,103967.0531554629,719.9234222685506,1.9997221926751991,0.1454139056177012,1.8543082870574978,True,TARGET,30,654.475838425955,15.987058253328119,61.32502522296626,26.92309674358584,15.34935838284875,0.4932825800229006,0.12417772261679208,4.678222874773185,0.37251083610779706,2.883376114446898,2025-01,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-01-31T22:00:00+00:00,2025-01-31T22:00:00+00:00,2025-02-01T20:10:00+00:00,1,102100.2,101254.98889921946,103790.62220156105,101254.78889921946,845.2111007805306,-1.000236627275503,0.12029834245635582,-1.1205349697318587,False,STOP,266,768.3737279823005,21.07605026869392,33.30944716394487,14.70070025607185,32.677154096628975,0.24821170173371201,-0.8248045378178479,0.9950920217543762,0.9815614617940103,5.775705022676441,2025-01,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-04T23:00:00+00:00,2025-02-04T23:00:00+00:00,2025-02-05T22:50:00+00:00,1,97639.9,96230.2608190245,100459.17836195098,96230.0608190245,1409.6391809754953,-1.0001418802787987,0.0687658102284242,-1.0689076905072228,False,STOP,286,1281.4901645231773,17.368825592596686,43.34783622283125,16.27120123934594,24.642705427732494,0.07882075462263723,-0.32647724283958074,1.1680331324803708,0.8558643690939395,3.934247908860023,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-06T00:00:00+00:00,2025-02-06T00:00:00+00:00,2025-02-06T09:15:00+00:00,1,96553.4,95574.67485029846,98510.85029940309,98510.65029940309,978.7251497015449,1.9997956525383496,0.09965210884735436,1.9001435436909953,True,TARGET,111,889.7501360923135,17.305764239863972,38.64222956909963,11.438953683723964,22.6121305041626,0.59747802269307,-0.3482651251526981,0.939157766105772,0.6236574138652461,3.2639500486670165,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-06T12:00:00+00:00,2025-02-06T12:00:00+00:00,2025-02-06T15:35:00+00:00,-1,98826.1,99571.64667396009,97335.00665207984,97335.20665207984,745.5466739600823,1.9997317404704706,0.13155534958672663,1.868176390883744,True,TARGET,43,677.7697036000748,16.419824556186786,61.52764607284667,22.844119744436878,15.136341280556486,0.11577313369941813,0.4479235905487643,1.4877488499088471,0.3597733711048105,4.31931374986245,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-06T19:00:00+00:00,2025-02-06T19:00:00+00:00,2025-02-07T13:35:00+00:00,1,96274.3,95398.10836960284,98026.68326079432,98026.48326079432,876.1916303971619,1.99977173943112,0.11087801830104294,1.8888937211300771,True,TARGET,223,796.5378458156017,19.20027475978283,35.96467584405187,11.570639989154383,26.654927129697473,0.34487074124397643,-0.47259078039259556,1.7482068165808908,0.4695740365111562,3.7498532124881114,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-09T05:00:00+00:00,2025-02-09T05:00:00+00:00,2025-02-09T13:20:00+00:00,-1,97186.90000000001,97672.81067610656,96215.07864778693,96215.27864778692,485.9106761065422,1.9995884017169547,0.1990100116727843,1.8005783900441705,True,TARGET,100,441.7369782786747,15.44268889512144,60.042809830976495,24.006455082672034,11.946801274683606,0.30668178431822435,0.3721401184541981,1.0311388999574789,0.30287826775811455,3.81244967664349,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-09T15:00:00+00:00,2025-02-09T15:00:00+00:00,2025-02-09T21:40:00+00:00,1,96080.3,95613.67060768716,97013.5587846257,95613.47060768717,466.62939231284406,-1.0004286056628395,0.2054025890413363,-1.2058311947041758,False,STOP,80,424.20853846622185,16.60699285604598,40.78885899885255,15.992378038225246,26.35794178623184,0.2984116034601079,-0.3666395012388216,2.0617974516540847,0.6765151515151515,3.618503308655647,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-10T06:00:00+00:00,2025-02-10T06:00:00+00:00,2025-02-10T08:15:00+00:00,-1,96979.3,97801.65689311543,95334.58621376916,97801.85689311543,822.3568931154232,-1.0002432034092228,0.11842860351982032,-1.118671806929043,False,STOP,27,747.5971755594755,17.239391787850572,56.24251069349436,25.546910295809603,22.58358165051203,0.1729113904694831,0.2462557411708377,1.6750255924850146,0.731581889323638,3.343110543628793,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-10T11:00:00+00:00,2025-02-10T11:00:00+00:00,2025-02-11T06:00:00+00:00,-1,97699.7,98413.65888542628,96271.78222914743,98413.85888542628,713.9588854262812,-1.0002801281755604,0.13734233363335296,-1.1376224618089135,False,STOP,228,649.0535322057101,16.91446835770748,62.44496260452856,27.738971838662362,17.961213629282685,0.2201040373493656,0.4525031339152434,0.752047753906874,0.6129461907299131,4.945354798535599,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-11T15:00:00+00:00,2025-02-11T15:00:00+00:00,2025-02-11T16:55:00+00:00,1,96905.09999999999,96323.09972941986,98069.10054116024,96322.89972941986,582.000270580127,-1.000343642451921,0.16600335901632296,-1.166347001468244,False,STOP,23,529.0911550728426,19.897102241777205,40.43390309694581,16.014622911899327,26.88783755110536,0.5141597820693422,-0.34707560891796596,3.5620575101334926,0.5090785907859039,3.5564760097736543,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-12T14:00:00+00:00,2025-02-12T14:00:00+00:00,2025-02-12T16:55:00+00:00,1,94918.2,94191.77654848964,96371.04690302072,96370.84690302072,726.4234515103609,1.9997246784921614,0.13166497206642863,1.8680597064257327,True,TARGET,35,660.3849559185098,17.695450051538938,36.28797888406747,14.828915038515989,34.218844038148696,0.6749359673278269,-0.1991458425576685,8.184975439038265,0.35260762228051334,2.5049026104769747,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-12T22:00:00+00:00,2025-02-12T22:00:00+00:00,2025-02-13T06:50:00+00:00,-1,97609.8,98553.90360901236,95721.59278197531,95721.79278197531,944.1036090123474,1.9997881588439106,0.10238897030815546,1.897399188535755,True,TARGET,106,858.276008193043,15.709444747575695,61.09281320026198,23.52540232608569,17.473976789045867,0.05630934398689912,0.3180877366060592,0.7877736261792992,0.2594790025030082,4.306423533592099,2025-02,development,True
60m_range_baseline_rr2_0,1小时区间反转基线 RR2.0,range_reversal,baseline,2.0,1.1,2025-02-16T15:00:00+00:00,2025-02-16T15:00:00+00:00,2025-02-16T18:35:00+00:00,1,96920.09999999999,96615.04197886417,97530.21604227161,96614.84197886418,305.0580211358132,-1.000655612985545,0.31721005279304154,-1.3178656657785865,False,STOP,43,277.3254737598302,20.59057036662101,39.24298086287472,8.717288560433218,27.26832324350431,0.006561773172556325,-0.4326120720710103,2.9422351361893586,0.8058252427184466,3.5279845977917974,2025-02,development,True
