expert,family,policy_key,tier,month,raw_candidates,model_available,calibration_month,calibration_rows,calibration_brier,meta_brier,avg_win_r,avg_loss_r,sample_uncertainty_penalty,calibration_mean,calibration_utility_mean,eval_mean,eval_utility_mean,after_rank,meta_support,meta_neutral,meta_reject,after_soft_meta,after_positive_utility,after_cap
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-05,23,True,2025-04,50.0,0.10558656749613363,0.10551592952196245,1.542497241359272,0.8687676196031127,0.07778174593052023,0.12000436988687874,-0.689646354099772,0.11989128434849318,-0.6897154686625278,1.0,0.0,0.0,1.0,0.0,0.0,0.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-06,28,True,2025-05,23.0,0.1424158026943307,0.14247191621256491,1.8302678990983445,0.8624269551035953,0.11468292773139113,0.1739136863993513,-0.5465352832512922,0.18953637025321052,-0.5164737915218165,11.0,0.0,0.0,11.0,0.0,0.0,0.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-07,6,True,2025-06,28.0,0.20953532030598063,0.22474604318897984,1.8339018345759688,0.7629807528262679,0.10394023007753748,0.35714306178741306,0.014745180486087014,0.38514433986079305,0.0693391819621489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-08,10,False,,,,,,,,,,,,,,,,,,
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-09,17,False,,,,,,,,,,,,,,,,,,
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-10,33,False,,,,,,,,,,,,,,,,,,
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-11,39,True,2025-10,33.0,0.19222653931688952,0.19753562021902288,1.8303342874809598,0.8499791587995915,0.09574271077563382,0.27273032304988654,-0.2585329159321895,0.2664671120630183,-0.2724950075015249,13.0,0.0,0.0,13.0,0.0,0.0,0.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2025-12,22,True,2025-11,39.0,0.2124602607933245,0.2275952707409825,1.8780641310979103,0.71811904060326,0.08807048459279793,0.35897510717212155,0.07966560339605719,0.3380882443683982,0.03829912851961506,1.0,0.0,1.0,0.0,1.0,1.0,1.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2026-01,19,True,2025-12,22.0,0.1966588751066773,0.2138210910780203,1.9142812056828744,0.8934599559590186,0.11726039399558574,0.31818067201181943,-0.16168667208787726,0.3416628050666965,-0.11034253050979424,6.0,0.0,6.0,0.0,6.0,2.0,2.0
BTC强于ETH背离修复空头,跨资产背离,fca571982b7c88a0,CANDIDATE,2026-02,29,True,2026-01,19.0,0.1651776867278743,0.1643193888839404,1.8442022491723953,0.9543267472547724,0.12617865362880898,0.21053882279318764,-0.531945456416368,0.21599064452468722,-0.5212333243060087,11.0,0.0,0.0,11.0,0.0,0.0,0.0
