channel_id,channel_label,phase,trades,wins,losses,win_rate,avg_win_R,avg_loss_R,avg_win_loss_ratio,profit_factor,net_R,max_drawdown_R,expectancy_R,median_R
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,development,12,6,6,0.5,1.9755865469679348,1.1234103309522698,1.7585618473824336,1.7585618473824336,5.11305729609399,3.315568851439348,0.4260881080078325,-0.3841498572646073
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,validation,7,3,4,0.42857142857142855,2.288049648429988,1.1482834377547049,1.9925826439715302,1.4944369829786477,2.2710151942711447,3.4131391565114444,0.32443074203873495,-1.1044651836086912
60m_long_quality_baseline_rr2_5,多头冻结基线·1小时质量回踩 RR2.5,historical_test,8,3,5,0.375,1.8800310202923713,1.130530482152262,1.6629635821169881,0.997778149270193,-0.012559349884194049,2.3061022540636924,-0.001569918735524256,-1.087885433493764
60m_long_extension_guard_rr2_5,多头独立策略·回踩延伸保护 RR2.5,development,10,5,5,0.5,1.9079469690303807,1.111323683125437,1.716823818299774,1.716823818299774,3.9831164295247175,3.315568851439348,0.39831164295247173,-0.3841498572646073
60m_long_extension_guard_rr2_5,多头独立策略·回踩延伸保护 RR2.5,validation,5,1,4,0.2,2.2620480367303997,1.1482834377547049,1.9699387471385057,0.4924846867846264,-2.33108571428842,3.4131391565114444,-0.46621714285768395,-1.15123432437391
60m_long_extension_guard_rr2_5,多头独立策略·回踩延伸保护 RR2.5,historical_test,5,3,2,0.6,1.8800310202923713,1.098639815070535,1.711235105903812,2.566852658855718,3.4428134307360443,1.1005220953443313,0.6885626861472088,1.2448320277977196
60m_long_extension_adx_cap_rr2_5,多头独立策略·延伸保护+ADX上限 RR2.5,development,8,4,4,0.5,2.3048141132334976,1.1169600772200146,2.0634704500539676,2.0634704500539676,4.751416144053932,3.315568851439348,0.5939270180067415,0.5178410279876087
60m_long_extension_adx_cap_rr2_5,多头独立策略·延伸保护+ADX上限 RR2.5,validation,3,1,2,0.3333333333333333,2.2620480367303997,1.1422298890580331,1.9803789573356823,0.9901894786678411,-0.022411741385666595,1.179994594507375,-0.007470580461888865,-1.1044651836086912
60m_long_extension_adx_cap_rr2_5,多头独立策略·延伸保护+ADX上限 RR2.5,historical_test,4,3,1,0.75,1.8800310202923713,1.0967575347967387,1.714171966587671,5.142515899763013,4.543335526080376,1.0967575347967387,1.135833881520094,1.7065088319340984
60m_short_persistence_baseline_rr2_5,空头冻结基线·趋势持续性 RR2.5,development,4,3,1,0.75,2.382629009766586,1.1229131643302268,2.121828370573721,6.365485111721163,6.024973864969532,1.1229131643302268,1.506243466242383,2.3767148207365127
