expert_id,expert,family,anchor_policy_key,anchor_tier,anchor_trades,cluster_size,cluster_policy_keys,cluster_positive_share,cluster_mature_share,cluster_median_trades,cluster_median_active_months,cluster_median_net_R,cluster_min_net_R,cluster_signal_consensus,cluster_robust
2,EMA21回踩收回多头,均线回踩,aa5b63e4a0326cc3,REJECTED,0,6,aa5b63e4a0326cc3|0b71053fd1bbe5cb|9b706cbfe2875d88|7e1152699754edcd|fe42141cfefd4e21|c5bc335c43c4ea0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,5f52dd58bf5d2bde,REJECTED,0,6,5f52dd58bf5d2bde|eec6093cdc09b09a|1e3bc813961e1078|a61024163352905d|c5bc335c43c4ea0c|7926fb165fff515d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,9b706cbfe2875d88,REJECTED,0,6,9b706cbfe2875d88|7e1152699754edcd|fe42141cfefd4e21|0bb63e408b10bf9c|aa5b63e4a0326cc3|0b71053fd1bbe5cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,1e3bc813961e1078,REJECTED,0,6,1e3bc813961e1078|a61024163352905d|5f52dd58bf5d2bde|eec6093cdc09b09a|c5bc335c43c4ea0c|fe42141cfefd4e21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,fe42141cfefd4e21,REJECTED,0,6,fe42141cfefd4e21|0bb63e408b10bf9c|9b706cbfe2875d88|7e1152699754edcd|aa5b63e4a0326cc3|1e3bc813961e1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,7926fb165fff515d,REJECTED,0,6,7926fb165fff515d|c5bc335c43c4ea0c|eec6093cdc09b09a|5f52dd58bf5d2bde|a61024163352905d|0b71053fd1bbe5cb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,0b71053fd1bbe5cb,REJECTED,0,6,0b71053fd1bbe5cb|aa5b63e4a0326cc3|7e1152699754edcd|9b706cbfe2875d88|0bb63e408b10bf9c|7926fb165fff515d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,eec6093cdc09b09a,REJECTED,0,6,eec6093cdc09b09a|5f52dd58bf5d2bde|a61024163352905d|1e3bc813961e1078|7926fb165fff515d|c5bc335c43c4ea0c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,7e1152699754edcd,REJECTED,0,6,7e1152699754edcd|9b706cbfe2875d88|0bb63e408b10bf9c|fe42141cfefd4e21|0b71053fd1bbe5cb|aa5b63e4a0326cc3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,a61024163352905d,REJECTED,0,6,a61024163352905d|1e3bc813961e1078|eec6093cdc09b09a|5f52dd58bf5d2bde|7926fb165fff515d|0bb63e408b10bf9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2,EMA21回踩收回多头,均线回踩,0bb63e408b10bf9c,REJECTED,0,6,0bb63e408b10bf9c|fe42141cfefd4e21|7e1152699754edcd|9b706cbfe2875d88|0b71053fd1bbe5cb|a61024163352905d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,4916a4f4be16d2e4,REJECTED,0,6,4916a4f4be16d2e4|ddffcc01d8231b60|2bd71342f68ec58b|61d2385a6a3ce76a|7c5126b6e4ad1016|e3b7e2548b1fa19a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3,EMA21反抽受阻空头,均线回踩,e3b7e2548b1fa19a,REJECTED,0,6,e3b7e2548b1fa19a|03fe0015c71f5a37|d086f2ac446e7a52|52f331a613e7e0c5|915474ad40b931f9|4916a4f4be16d2e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
